英文标准词	采用中文	译名状态	依据	定位	编辑说明
Orders Militant	战斗修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Non-Militant Orders	非战斗修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Order of Our Martyred Lady	殉教圣女修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Orders Hospitaller	医疗修会	暂定	原书英文语境	第101—123篇	组织名由官方单位称谓衍生，未找到组织名直接官方中文，不标官方。
Orders Dialogus	书记修会	暂定	原书英文语境	第101—123篇	组织名由官方单位称谓衍生；Dialogous 是文中异拼。
Order of the Sacred Rose	神圣玫瑰修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Order of the White Rose	白色玫瑰修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Order of the Wounded Heart	受伤之心修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Order of the Fiery Tear	炽热之泪修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Order of the Valorous Heart	勇毅之心修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Order of the Bloody Rose	鲜血玫瑰修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Order of the Glowing Chalice	炽光圣杯修会	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Illuminata	伊卢米娜塔	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Alexis de Chatelaine	亚历克西斯·德·沙特莱纳	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Veridyan	维里迪安	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Writ Illuminat	辉光敕书	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Anais	安娜伊斯	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Saint Lucia	圣露西亚	暂定	原书英文语境	第101—123篇	本批统一译名，未声称官方认证。
Morvenn Vahl	莫雯·瓦尔	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Junith Eruita	茱妮丝·伊瑞塔	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Saint Celestine	圣塞莱斯汀	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Aestred Thurga	阿斯垂德·瑟加	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Agathae Dolan	阿加瑟·多兰	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Ministorum Priest	教廷牧师	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	仅完整职位名称；不将泛称 Priest 或其他组织的 Chaplain 一律替换。
Hospitaller	医疗修女	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方单名单位；Sister Hospitaller 可据语境沿用。
Dialogus	书记修女	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Arco-flagellants	鞭挞苦修者	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Canoness	大修女	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Palatine	宫廷官	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Imagifier	持像者	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Dominion Squad	御天使小队	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Retributor Squad	仇天使小队	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Zephyrim Squad	风天使小队	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Seraphim Squad	炽天使小队	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Paragon Warsuits	楷模机甲	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Mortifiers	悔罪者机甲	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Penitent Engines	忏悔者机甲	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Exorcist	驱魔人导弹车	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	仅修女会载具；同名驱魔者职务或战团名称须按语境另译。
Castigator	惩戒者坦克	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	仅修女会载具；同名人员/武器按语境区分。
Immolator	献祭者装甲车	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Dogmata	教条官	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Celestian Sacresants	洁天使圣徒	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Repentia Squad	忏悔修女小队	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简体中文 PDF 第2页；GW-10 英文 PDF 第2页	官方军务部战地手册同名单位中英对照；不依据点数顺序硬配。
Aleya	阿莱亚	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Allarus Custodians	阿拉鲁斯亲卫	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Anathema Psykana Rhino	巫咒犀牛装甲车	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Blade Champion	利刃勇士	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Custodian Guard	禁军卫队	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Custodian Wardens	禁军守卫	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Knight-Centura	百骑长	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Prosecutors	审判修女	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Shield-Captain	盾卫连长	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Shield-Captain in Allarus Terminator Armour	阿拉鲁斯终结者护甲盾卫连长	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Shield-Captain on Dawneagle Jetbike	晨鹰喷气摩托盾卫连长	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Trajann Valoris	图拉真·瓦洛瑞斯	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Valerian	瓦里瑞安	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Venerable Contemptor Dreadnought	神圣蔑视者无畏机甲	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Venerable Land Raider	神圣兰德掠袭者坦克	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Vertus Praetors	骁骑禁军	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Vigilators	警戒修女	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Witchseekers	寻巫修女	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Agamatus Custodians	阿伽玛图斯禁军	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
Aquilon Custodians	天鹰卫士	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 简中 PDF 第3页；GW-10 英文 PDF 第3页	官方中英手册同名单位逐项对应，不依点数或条目位置硬配。
