英文标准词	采用中文	译名状态	依据	定位	编辑说明
Skullreaver	掠颅者	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Zaall	扎尔	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Balesword	灾祸之剑	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Bilesword	胆汁之剑	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Bileblade	胆汁之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Blade of Decay	腐烂之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Contagion Spray	传染喷雾	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Corruption	腐败	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Death's Head of Duke Olaks	奥拉克斯公爵的死亡之首	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Doomsday Bell	末日之钟	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Entropic Knell	熵之丧钟	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Epidemia	流行病	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
G'holl'ax	格'霍拉'克	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Horn of Nurgle's Rot	纳垢腐烂号角	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Plague Flail	瘟疫连枷	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Plague Sword	瘟疫之剑	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
The Axe of Dominion	统治之斧	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Forbidden Gem	禁忌宝石	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Lashes of Torment	折磨之鞭	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
The Scourging Whip	鞭挞之鞭	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Screaming Flail	尖啸连枷	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Silvershard	银色碎片	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Slothful Claw	懒惰之爪	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Soulstealer	窃魂者	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Thaa'ris and Rhi'ol	塔亚'里斯和里'奥尔	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Whips of Agony	痛苦之鞭	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Witstealer Sword	窃智者之剑	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Baleful Sword	恶意之剑	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Endless Grimoire	无尽魔典	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Everstave	永恒之杖	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Mutating Warpblade	变异次元刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Oracular Dais	神谕高台	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Paradox	悖论	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Q'o'ak	科'欧'阿克	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Soul Bane	灵魂之祸	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Staff of Change	变化之杖	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Staff of Tomorrow	明日之杖	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Staff of Tzeentch	奸奇之杖	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
The Bloody Blade	血腥之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Etherblades	以太之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Icon of Chaos	混沌圣像	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Instrument of Chaos	混沌器械	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Iron Claw	铁爪	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Warpsword	次元之剑	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Blade of Phaedron	费德伦之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Nach'ra'ael the Hungering	饥饿者纳克'拉'瑞尔	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Sword of St. Aquitaine	圣阿奎坦之剑	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Axe of Khorne	恐虐之斧	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Berzerker Glaive	狂战士长刀	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Bloodfeeder	嗜血者	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Firestorm Blades	火焰风暴刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Hellblade	地狱之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Khartoth the Bloodhunger	饥血者卡托斯	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Schlack'ta	斯拉克'塔	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
An'garrach	安'加拉赫	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Pandemic Staff	传染法杖	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Plaguebringer	瘟疫使者	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Blissgiver	赐福者	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Needle of Desire	欲望之针	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Bedlam Staff	混乱之杖	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Deathscreamer	死亡尖啸者	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Krz'at'tchal	克'扎特'查尔	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Warp Blade	次元之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Ul'o'cca, the Black Axe	黑斧乌尔'欧'卡	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Accursed Crozius	诅咒权杖	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Dark Blade	黑暗之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Ether Lance	以太长枪	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Kai Gun	凯枪	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Vilemaw	卑鄙之喉	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Black Blade	黑刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Blade of Antwyr	安特维尔之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Blade of Magnus	马格努斯之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Blade of Shadows	暗影之刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Borhg'ash	博尔格'阿什	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Carnage and Slaughter	屠杀与杀戮	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Deii’Sh’thuhl	黛伊'斯'朔尔	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Helspear	狱矛	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Kharnagar	卡纳加尔	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Kharnagar the Deathly	死亡者卡纳加尔	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Lash of Torment	折磨之鞭	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Artekus Scourge	阿特库斯之灾	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Silver Blade of the Laer	莱尔银刃	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Souleater Sword	食魂者之剑	暂定·官方待核	所给英文底稿	篇1162	按英文语境沿现稿或修正；官方对应待核。
Combi-weapon	复合武器	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Bolter	复合爆矢枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Phobos-pattern Combi-Bolter	火卫一型复合爆矢枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Tigrus Pattern Combi-Bolter	泰格鲁斯型复合爆矢枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Umbra-Ferrox	影铁	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Flamer	复合喷火器	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Infernus Heavy Bolter	炼狱重型爆矢枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Melta	复合热熔枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Plasma Gun	复合等离子枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Grav Gun	复合重力枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Volkite	复合爆燃枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Grenade Launcher	复合榴弹枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Needler	复合针刺枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Needlespine Blaster	针脊冲击枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Needle Pistol	复合针刺手枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Executioner Pistol	刽子手手枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Condemnor Boltgun	宣判者爆矢枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Purgatus	净化者	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Disintegration Combi-gun	复合分解枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Adrastus bolt caliver	阿德拉斯托斯速射爆矢枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Adrastite	阿德拉斯泰特	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Plasma Blaster	等离子爆破枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Magna-Needle	巨型针刺	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Ultra-Needle	极限针刺	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Stub Gun-Plasma Combi-Pistol	短管枪—等离子复合手枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Combi-Fist	复合拳套	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Autoch-Pattern Combi-Bolter	奥托克型复合爆矢枪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Arbitrator (Guilliman weapon)	仲裁者	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Lion's Wrath	狮子之怒	暂定·官方待核	所给英文底稿	篇1163	全书同实体英文单复数、冠词或撇号变体统一，不扩用于同形不同实体。
Lion's Roar	狮之咆哮	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Hand of Dominion	统御之手	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Talon of Horus	荷鲁斯之爪	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Black Spear	黑矛	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Crozius Arkanos	阿卡诺斯权杖	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Gate Maker	门扉制造者	暂定·官方待核	所给英文底稿	篇1163	按英文语境沿现稿或修正；官方对应待核。
Flame Gauntlet	烈焰臂铠	暂定·官方待核	所给英文底稿	篇1164	按英文语境沿现稿或修正；官方对应待核。
Boltstorm Gauntlet	爆矢风暴臂铠	暂定·官方待核	所给英文底稿	篇1165	按英文语境沿现稿或修正；官方对应待核。
Auto Boltstorm Gauntlet	自动爆矢风暴臂铠	暂定·官方待核	所给英文底稿	篇1165	按英文语境沿现稿或修正；官方对应待核。
Apollonian Spear	日神之矛	暂定·官方待核	所给英文底稿	篇1166	按英文语境沿现稿或修正；官方对应待核。
Dionysian Spear	酒神之矛	暂定·官方待核	所给英文底稿	篇1166	按英文语境沿现稿或修正；官方对应待核。
Guardian Spear	卫士之矛	暂定·官方待核	所给英文底稿	篇1166	按英文语境沿现稿或修正；官方对应待核。
Force weapon	灵能武器	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Force Staff	灵能权杖	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Force rod	灵能杖	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
psi-convector	灵能导流器	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Witch Weapons	巫术武器	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Singing Spear	颂歌之矛	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Witchblade	巫刃	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Witch Staff	巫杖	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Miststaff	迷雾之杖	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Wraithspear	幽冥之矛	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Black Staff of Ahriman	阿里曼的黑杖	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Blade of Ahn-Nunurta	安-努努尔塔之刃	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Rod of Tigurius	狄格里斯之杖	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Staff of Kelmon	科洛蒙之杖	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Kelmon Firesight	科洛蒙·火视	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Staff of Ulthamar	乌萨玛之杖	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Thunder of Asgard	阿斯加德之雷霆	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Traitor's Bane	叛徒之灾	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Vinculum Vitae	生命链接	暂定·官方待核	所给英文底稿	篇1167	按英文语境沿现稿或修正；官方对应待核。
Nemesis Force Sword	复仇女神灵能剑	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Force Halberd	复仇女神灵能戟	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Warding Stave	复仇女神守护杖	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Falchion	复仇女神弯刀	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Doomfist	复仇女神毁灭拳	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Dreadfist	复仇女神恐惧拳	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Greatsword	复仇女神大剑	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Daemon Greathammer	复仇女神恶魔大锤	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Flail	复仇女神连枷	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Mace	复仇女神战槌	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Nemesis Doomglaive	复仇女神毁灭长刀	暂定·官方待核	所给英文底稿	篇1168	按英文语境沿现稿或修正；官方对应待核。
Psilencer	灭灵武器	暂定·官方待核	所给英文底稿	篇1169	按英文语境沿现稿或修正；官方对应待核。
Gatling Psilencer	灭灵加特林	暂定·官方待核	所给英文底稿	篇1169	按英文语境沿现稿或修正；官方对应待核。
Emperor's Sword	帝皇之剑	暂定·官方待核	所给英文底稿	篇1170	按英文语境沿现稿或修正；官方对应待核。
Qaramar	卡兰玛尔	暂定·官方待核	所给英文底稿	篇1170	按英文语境沿现稿或修正；官方对应待核。
Eonis Verge	伊奥尼斯边区	暂定·官方待核	所给英文底稿	篇1171	按英文语境沿现稿或修正；官方对应待核。
Burning Blade	燃烧之刃	暂定·官方待核	所给英文底稿	篇1172	按英文语境沿现稿或修正；官方对应待核。
Spear of Russ	鲁斯之矛	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Wolfspear (weapon)	狼矛	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Gungnir	冈格尼尔	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Gungir	冈格尼尔	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Seraphina	塞拉芬纳	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Wheel of Fire campaign	火焰之轮战役	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Battle of Trisolian	特里索兰之战	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Garm (Wolf Lord)	加姆	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Garm (planet)	加姆	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
Shrine of Russ	鲁斯神殿	暂定·官方待核	所给英文底稿	篇1173	按英文语境沿现稿或修正；官方对应待核。
