英文标准词	采用中文	译名状态	依据	定位	编辑说明
Ofanim Court	座天使法庭	暂定·官方待核	所给英文底稿	A0412-B0007	三名或更多燃烧之眼共同行动的单位。
Blades of Judgement	审判之刃	暂定·官方待核	所给英文底稿	A0412-B0011	动力武器。
Dominion	主天使	暂定·官方待核	所给英文底稿	A0413-B0016	同403军团职衔。
High Host	至高军势	暂定·官方待核	所给英文底稿	A0414-B0002	按前文第203篇统一；与最高统帅称谓无关。
Ikisat	伊基萨特	暂定·官方待核	所给英文底稿	A0416-B0002	圣血守卫别称。
The End and the Death	终结与死亡	暂定·官方待核	所给英文底稿	A0416-B0050	书名按英文顺序，待核官方中文书名。
Coriolis Pattern Power Shield	科里奥利型动力盾	暂定·官方待核	所给英文底稿	A0417-B0013	沿用现稿。
Iliastus Pattern Assault Cannon	伊利亚斯图斯型突击炮	暂定·官方待核	所给英文底稿	A0417-B0013	沿用现稿。
Crimson Paladin	猩红圣骑士	暂定·官方待核	所给英文底稿	A0417-B0002	军团单位，和同名战团不混合。
Nassir Amit	纳西尔·阿米特	暂定·官方待核	所给英文底稿	A0418-B0188	与403、前文人物名统一。
Vorain	沃林	暂定·官方待核	所给英文底稿	A0418-B0050	沿本篇较早译名，统一后文沃莱恩。
Tanthius	坦修斯	暂定·官方待核	所给英文底稿	A0418-B0071	统一谭修斯。
Dumah	杜玛	暂定·官方待核	所给英文底稿	A0418-B0071	统一杜码。
Izrafel	伊斯拉菲尔	暂定·官方待核	所给英文底稿	A0418-B0213	与406沿用同一人物译名。
Kallern	卡伦	暂定·官方待核	所给英文底稿	A0418-B0034	统一卡勒恩。
Victus	征服号	暂定·官方待核	所给英文底稿	A0418-B0140	沿用现稿舰名。
Honour’s End	荣誉之终	暂定·官方待核	所给英文底稿	A0418-B0050	两战团冲突之战。
Luciferus	路西法	暂定·官方待核	所给英文底稿	A0418-B0204	沿用本稿人名；不同拼写 Lucifer 不据此合并。
Quaeston	奎斯顿	暂定·官方待核	所给英文底稿	A0419-B0046	沿本篇较早译名，统一奎阿斯通。
Vaust	沃斯特	暂定·官方待核	所给英文底稿	A0419-B0040	补回原译漏掉的世界名。
San Guisaga	圣吉萨伽	暂定·官方待核	所给英文底稿	A0419-B0013	与215/233统一。
Holos	霍洛斯	暂定·官方待核	所给英文底稿	A0419-B0026	人物、相关仪式与前文统一。
Traitoris Perdita	失落叛徒	暂定·官方待核	所给英文底稿	A0420-B0022	沿原译，作为定罪类别标注待核。
Kairos Fateweaver	凯洛斯·织命者	官方已核	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09/GW-10同第12页	同名单位直接对应。
Bloodletters	放血者	官方已核	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09/GW-10同第12页	恶魔单位，非同名战团Exsanguinators。
Pentarchy of Blood	鲜血五团联盟	暂定·官方待核	所给英文底稿；二手背景参考 https://wh40k.lexicanum.com/wiki/Pentarchy_of_Blood	A0420-B0022	非五分之血；二手资料指五个战团集合，官网未检出，不作为官方译名。
Iron Tenth	钢铁第十军团	暂定·官方待核	所给英文底稿	A0421-B0002	补足原铁十的指称，暂定。
Storm Walkers	风暴行者	暂定·官方待核	所给英文底稿	A0421-B0039	与 Stormwalkers 分写/连写统一。
Canticle of Travels	旅行颂歌	暂定·官方待核	所给英文底稿	A0421-B0046	沿用文献名，后文说明可能遭篡改。
Asirnoth	阿西诺斯	暂定·官方待核	所给英文底稿	A0421-B0046	巨型银龙，沿用。
The Tempering	回火	暂定·官方待核	所给英文底稿	A0421-B0064	议事会议名称。
Moirae Schism	摩伊赖分裂	暂定·官方待核	所给英文底稿	A0421-B0071	沿用。
Clan Dorrvok	多弗克氏族	暂定·官方待核	所给英文底稿	A0421-B0071	沿用。
Clan Raukaan	劳坎氏族	暂定·官方待核	所给英文底稿	A0421-B0071	沿用。
Galvanite	加尔瓦奈特	暂定·官方待核	所给英文底稿	A0421-B0106	虚构合金名，暂音译，不直接认定为现实镀锌材料。
Sigilanium	西吉兰尼姆	暂定·官方待核	所给英文底稿	A0421-B0106	黑色材料名，暂音译。
Theldrite	塞尔德赖特	暂定·官方待核	所给英文底稿	A0421-B0106	电路材料名，暂音译。
Forgechain	熔炉之链	暂定·官方待核	所给英文底稿	A0421-B0106	人工椎骨链，沿用。
Calculus of Battle	战争筹算	暂定·官方待核	所给英文底稿	A0421-B0112	战略计算体系。
Calculum Rationale	理性计算	暂定·官方待核	所给英文底稿	A0421-B0112	战役资源与收益评估体系。
Magi Calculi	演算贤者	暂定·官方待核	所给英文底稿	A0421-B0116	补足Magi的贤者职级；完整职衔暂定。
Taking of the Soulsteel	取魂钢	暂定·官方待核	所给英文底稿	A0421-B0121	基因种子接纳仪式，沿用。
Land Behemoth	陆地巨兽	暂定·官方待核	所给英文底稿	A0421-B0136	移动要塞。
Venerable Dreadnought	神圣无畏机甲	暂定·官方待核	所给英文底稿	A0421-B0139	老兵无畏类别，待核官方译名。
Clan Haarmek	哈梅克氏族	暂定·官方待核	所给英文底稿	A0421-B0264	统一氏族名与 Hastiim Haarmek 姓氏；原氏族名哈蒙克。
Clan Morragul	莫拉古尔氏族	暂定·官方待核	所给英文底稿	A0421-B0386	区别另一个拼写 Clan Morlaag；原均莫拉格。
Iron Chaplains	钢铁教士	暂定·官方待核	所给英文底稿	A0421-B0178	区别太空野狼 Iron Priest 钢铁牧师。
Venerable Dreadnought	神圣无畏机甲	暂定·官方待核	所给英文底稿	A0421-B0162	参照太空野狼官方完整单位名中的神圣无畏机甲；泛称状态为官方词根参考·通称待核。
Iron Thane	钢铁领主	暂定·官方待核	所给英文底稿	A0423-B0002	沿用原稿，美杜莎之子氏族统帅职衔。
Hastiim Haarmek	哈斯蒂姆·哈梅克	暂定·官方待核	所给英文底稿	A0421-B0266	与 Clan Haarmek 哈梅克氏族统一姓氏。
Frater Thamatica	弗拉特·塔玛提卡	暂定·官方待核	所给英文底稿	A0424-B0022	与前文简称 Thamatica 塔玛提卡统一；保留原英文全名。
Steel Confessors	钢铁神父	暂定·官方待核	所给英文底稿	篇0427	沿用原稿。
Omnissiah’s Might	万机神之力号	暂定·官方待核	所给英文底稿	A0427-B0040	舰名按已定万机神统一；原欧姆尼赛亚之力号。
Protonus	普罗托努斯	暂定·官方待核	所给英文底稿	A0427-B0011	沿用原稿；与Proteus异写关系待核。
Proteus	普罗透斯	暂定·官方待核	所给英文底稿	A0427-B0154	保留原文疑似别名，不径合并或确认为另一人。
Avonis	阿沃尼斯	暂定·官方待核	所给英文底稿	A0427-B0051	沿用原稿。
Kalevala	卡莱瓦拉	暂定·官方待核	所给英文底稿	A0427-B0013	沿用原稿。
Kracsis IV	克拉西斯四号	暂定·官方待核	所给英文底稿	A0427-B0013	沿用原稿。
Grixus	格里克斯	暂定·官方待核	所给英文底稿	A0427-B0034	沿用原稿；无畏机甲驾驶员，非无畏舰。
War-Born	战争之子	暂定·官方待核	所给英文底稿	A0428-B0002	沿用原稿，第十三军团旧称。
Consul (Macragge)	执政官	暂定·官方待核	所给英文底稿	A0428-B0071	马库拉格民政职衔，区别军团领事。
Osirian Psybrids	奥西里斯灵能异族	暂定·官方待核	所给英文底稿	A0428-B0085	原灵能鸟依据不足，暂用描述性名称并保留英文待核。
Tetrarch	四方领主	暂定·官方待核	所给英文底稿	A0428-B0218	参照核心已定 Chosen of the Tetrarchy 四方领主的受选者统一职衔；原英杰。
Primogenitors	始祖战团	暂定·官方待核	所给英文底稿	A0428-B0200	此处为极限战士二次建军子战团统称。
Firstborn (Second Founding Chapters)	长子	暂定·官方待核	所给英文底稿	A0428-B0200	组织称号；区别非原铸星际战士。
Legate / Legatus	军团统帅	暂定·官方待核	所给英文底稿	A0428-B0259	大远征军团大型战斗群统帅，单复数同职衔。
Victrix Guard	常胜卫队	暂定·官方待核	所给英文底稿	A0428-B0282	按后文434专篇标题沿用，原此处常胜护卫。
Vandius	凡迪乌斯	暂定·官方待核	所给英文底稿	A0428-B0352	原中文为另一人名瓦洛伦·加德里尔，与英文不对应。
Defenders of Caeserean	凯瑟里安卫士	暂定·官方待核	所给英文底稿	A0428-B0418	Caeserean 专名暂音译；原王权卫士。
Exposure Trial	生存试炼	暂定·官方待核	所给英文底稿	A0428-B0489	按试炼功能暂译，原暴露试炼。
Challenge Trial	挑战试炼	暂定·官方待核	所给英文底稿	A0428-B0491	沿用原稿。
Aspirant Servitors	候选者机仆	暂定·官方待核	所给英文底稿	A0428-B0493	候选者被改造为机仆，非仆从。
Ultramar Auxilia Juventia	奥特拉玛辅助军青年兵	暂定·官方待核	所给英文底稿	A0428-B0485	Juventia 指待选青年成员，避免原稿辅助军少年病句。
Vigil Opertii	守秘人	暂定·官方待核	所给英文底稿	A0429-B0022	沿用第38篇及本篇译名。
Praecental Guard	执中守卫	暂定·官方待核	所给英文底稿	A0429-B0022	沿用第38、67篇及本篇末段，补回概况漏项。
Veridia Force	维瑞迪亚·福斯	暂定·官方待核	所给英文底稿	A0429-B0068	世界名暂音译，源文拼写待核；非军事部队。
Laphis	拉斐斯	暂定·官方待核	所给英文底稿	A0429-B0048	沿用前篇428；原本篇拉皮斯。
Ardium	阿尔蒂姆	暂定·官方待核	所给英文底稿	A0429-B0050	沿用前篇428；原本篇阿尔迪姆。
Parmenio	帕尔梅尼奥	暂定·官方待核	所给英文底稿	A0429-B0094	沿用前篇428；原本篇帕米尼奥。
Ulixis	尤利西斯	暂定·官方待核	所给英文底稿	A0429-B0136	统一既有战团名词根；原乌里西斯。
Champion Duellist	冠军决斗者	暂定·官方待核	所给英文底稿	A0431-B0002	沿用专篇标题；原正文倒为决斗冠军。
Chosen of Vespator	维斯帕托受选者	暂定·官方待核	所给英文底稿	A0433-B0007	对应四方领主的受选者；原维斯帕托之选。
Prandium	普兰蒂姆	暂定·官方待核	所给英文底稿	A0432-B0007	沿用428、429较早行星名；原此处普兰迪乌姆。
Invictarii	常胜军	暂定·官方待核	所给英文底稿	A0435-B0002	沿用专篇标题。
Suzerain Invictarus	宗主常胜军	暂定·官方待核	所给英文底稿	A0435-B0016	沿用原稿，常胜军下属部队。
Legatine Axe	统帅之斧	暂定·官方待核	所给英文底稿	A0435-B0007	Legate军事统帅职衔形容词；原使节之斧。
Imperial Reavers	帝国收割者	暂定·官方待核	所给英文底稿	A0440-B0006	沿本段现稿；与Imperius Reavers关系未核，不径合并。
Conclave of Hera	赫拉大会	暂定·官方待核	所给英文底稿	A0440-B0013	全团参与的会议；原最高会议添加未经说明的最高级别。
toxiferran munitions	毒铁弹药	暂定·官方待核	所给英文底稿	A0441-B0007	专名暂译；其研制来源在英文中尚无确证。
Proconsul	总督	暂定·官方待核	所给英文底稿	A0443-B0026	白色执政官治理附庸世界的职位，沿现稿。
Coadjutor	助理官	暂定·官方待核	所给英文底稿	A0443-B0028	白色执政官行政职衔，原助理。
Vigilia Carceris	警戒牢笼	暂定·官方待核	所给英文底稿	A0443-B0014	沿原稿堡垒修道院名。
Excis	埃克西斯	暂定·官方待核	所给英文底稿	A0443-B0101	杀戮小队专名原漏译。
Prognosticator (Silver Skulls)	预言者	暂定·官方待核	所给英文底稿	A0444-B0094	银色颅骨智库员职衔；区别491跃迁设备预言器。
Prognosticars	预言者	暂定·官方待核	所给英文底稿	A0444-B0083	原文另词形，保留原译及英文，不无依据另造等级。
Prognosticatum	预言厅	暂定·官方待核	所给英文底稿	A0444-B0129	统一前文组织名称，区别人物预言者。
Soul Render	裂魂者	暂定·官方待核	所给英文底稿	A0444-B0109	灵能剑名，原供魂者误解render。
Silver Arrow	银色之箭号	暂定·官方待核	所给英文底稿	A0444-B0116	Arrow非Sword，原银色之剑。
Cruor Primaris	Cruor Primaris（职衔待核）	暂定·官方待核	所给英文底稿	A0444-B0232	侍从职衔，暂保留英文，不套用Primaris原铸。
Chief of Recruits	新兵总管	暂定·官方待核	所给英文底稿	A0444-B0225	职责为管理新兵，非新兵群体中的首席。
Tower Athenaeum	学宫之塔	暂定·官方待核	所给英文底稿	A0446-B0012	原雅典娜之塔混淆Athenaeum与Athena；专名暂译。
Warlord Battle Titan	战将级战斗泰坦	暂定·官方待核	所给英文底稿	A0447-B0023	泰坦型号，非战场军阀。
Ulixis Rex	尤利西斯之王号	暂定·官方待核	所给英文底稿	A0447-B0133	统一Ulixis既定词根；原尤利克西斯国王号。
Pale Wasting	苍白消耗	暂定·官方待核	所给英文底稿	A0447-B0046	沿用现稿事件名，官方待核。
Muruk	姆洛克	暂定·官方待核	所给英文底稿	A0448-B0039	统一圣物与Artung Muruk姓名；原姓名穆鲁克。
Imperialis	帝国徽记	暂定·官方待核	所给英文底稿	A0448-B0028	动力甲胸前徽记语境暂译；不是胸甲本体。
Valerian Purges	瓦勒里安清洗	暂定·官方待核	所给英文底稿	A0449-B0114	战役专名暂音译；原缬草清洗。
Insurgency Forces	渗透破袭部队	暂定·官方待核	所给英文底稿	A0449-B0063	帝国方五人小队；原叛乱部队易误判阵营。
Night World Battle Livery	黑夜世界战斗涂装	暂定·官方待核	所给英文底稿	A0449-B0124	用于无光世界的涂装，不是制服或午夜。
Leviathan Maimed	重创利维坦	暂定·官方待核	所给英文底稿	A0449-B0067	事件名；原利维坦残废。
Tigris Decon	提格里斯·德康	暂定·官方待核	所给英文底稿	A0450-B0025	与第430篇简称Decon德康统一；原迪肯。
Thracian / Thrasius	特拉修斯	暂定·官方待核	所给英文底稿	A0450-B0123	源文明示别名，优先沿用前文特拉修斯；原斯拉西安保留校注。
Ethnarchy	族政国	暂定·官方待核	所给英文底稿	A0451-B0047	补回英文所列敌对政权，暂定；若前文另有定译应统一。
Time of Trial	审判之时	暂定·官方待核	所给英文底稿	A0451-B0035	沿原稿专名；十五个泰拉年一次的灾变期。
Soulsmelter	熔魂者	暂定·官方待核	所给英文底稿	A0451-B0111	指挥恶魔引擎的个体专名，区别设施灵魂熔炉。
Fire-Sight	火焰视觉	暂定·官方待核	所给英文底稿	A0451-B0189	沿原稿；可辨别红外热信号的遗传感官。
Noosphere	思维空间	暂定·官方待核	所给英文底稿	A0451-B0189	沿现稿暂定，待全书整合核对。
Fireborn	火焰之子	暂定·官方待核	所给英文底稿	A0451-B0220	火蜥蜴称谓，区别 Firstborn 长子。
Rituals of Interment and Ascension	安葬与晋升仪式	暂定·官方待核	所给英文底稿	A0451-B0214	去世连长的葬礼与继任者晋升，非死者升天。
dactyl sigil	达克提尔符印	暂定·官方待核	所给英文底稿	A0451-B0449	飞行员仪式符号；形状及官方译名待核。
Pantheon Council	万神殿议会	暂定·官方待核	所给英文底稿	A0451-B0252	沿稿，战团议事组织。
Pyroclasts (Salamanders)	焚火者	暂定·官方待核	所给英文底稿	A0451-B0423；A0451-B0523	依人员／部队语境与核心 Pyroclast 焚火者协调；不同于机械教同名角色及同词地质物质。
T'kell	特凯尔	暂定·官方待核	所给英文底稿	A0452-B0005	第一任铸造之父；原别名特·凯尔。
Vulkan (Forgefather adopted name)	伏尔甘	暂定·官方待核	所给英文底稿	A0452-B0012	沿官方人物伏尔甘·赫斯坦的承名词根；原体独立全书称沃坎，不机械统一。
Pyroclast Flame Projector	焚火者火焰投射器	暂定·官方待核	所给英文底稿	A0454-B0005	依对应兵种统一。
Mantles of Ash	灰烬斗篷	暂定·官方待核	所给英文底稿	A0454-B0009	沿专名，具体为精工护甲外披龙皮。
obsidiax crystal	黑曜晶	暂定·官方待核	所给英文底稿	A0454-B0009	世界观矿物，不径合并现实 obsidian。
Rotor Cannon	转管炮	暂定·官方待核	所给英文底稿	A0455-B0006	据武器结构修正原旋转炮。
Terocrati	特罗克拉蒂	暂定·官方待核	所给英文底稿	A0456-B0053	未见证据直译为一般贵族。
Columnus	科卢姆努斯	暂定·官方待核	所给英文底稿	A0456-B0133	行星名，原哥伦布疑误用历史人物名。
Kastorel Novem	卡斯特罗·诺文	暂定·官方待核	所给英文底稿	A0456-B0148	原卡斯特罗十一号，Novem 非十一。
Corvin Severax	科文·塞维拉克斯	暂定·官方待核	所给英文底稿	A0456-B0153	统一塞维拉克斯／赛维拉克斯异写。
Prefectia Campaign	总督星战役	暂定·官方待核	所给英文底稿	A0456-B0157	星球战役专名，不直译总督战役。
Sargassion Reach	萨加希恩疆域	暂定·官方待核	所给英文底稿	A0456-B0146	星际区域，非河段。
Trifold Path of Shadow	三重阴影之路	暂定·官方待核	所给英文底稿	A0456-B0216	统一段间异译：伏击、潜行、警戒三道。
Shadow Hunters	暗影猎手（Shadow Hunters）	暂定·官方待核	所给英文底稿	A0456-B0028	与核心同译的 Shadow Haunters 保留英文消歧，待统一审议。
Shadow Wardens	暗影守望	暂定·官方待核	所给英文底稿	A0456-B0576；篇458标题	沿专篇标题统一，原别名暗影监察者。
Shadowborne / Shadowborn	影裔	暂定·官方待核	所给英文底稿	A0456-B0494	同一第二连称号的英文异写，保留。
Ardaric Vaanes / Adaric Vaanes	阿达里克·瓦内斯	暂定·官方待核	所给英文底稿	A0456-B0595	同一第四连变节连长的原文异写。
Corvia	鸦印	暂定·官方待核	所给英文底稿	A0456-B0242	沿原稿，渡鸦头骨图腾。
Corspake	鸦语	暂定·官方待核	所给英文底稿	A0456-B0251	沿原稿，手语。
Arkhas Fal	阿尔卡斯·法尔	暂定·官方待核	所给英文底稿	A0456-B0582	统一阿尔卡斯异写。
force-domes	力场穹顶	暂定·官方待核	所给英文底稿	A0456-B0517	force 在此指力场，非部队。
Pale Nomads	苍白游牧人	暂定·官方待核	所给英文底稿	A0457-B0010	与456第十一战团列表统一；原苍白牧者。
Choosers of the Slain (Dark Furies)	择杀者	暂定·官方待核	所给英文底稿	A0460-B0006	黑暗狂怒小队长；区别太空野狼符文牧师的同名灵能渡鸦。
Praefex Venatoris	狩猎统领堡	暂定·官方待核	所给英文底稿	A0462-B0120	据地点语境补堡，英文保留。
Brontos	布朗托斯	暂定·官方待核	所给英文底稿	A0462-B0116；B0205	本篇同一连长及其小队，原勃朗特统一。
Veridium	维瑞迪姆	暂定·官方待核	所给英文底稿	A0462-B0114；B0209	同一小队名，原维尔迪姆统一。
Chalnath Expanse	查尔纳斯广域	暂定·官方待核	所给英文底稿	A0462-B0103	星际区域名，Expanse 非军事扩张。
Wych Cults	巫灵教团	暂定·官方待核	所给英文底稿	A0462-B0120	官方 Wyches 巫灵词根参考；完整组织称呼待核。
Talos (Drukhari unit)	塔洛斯	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10均第20页，单位名单	与午夜领主人名 Talos 分义；英文提取 T alos 存排版空格。
Aegis (Grey Knights ward)	神盾	暂定·官方待核	所给英文底稿	A0464-B0036	灰骑士防护符印灵能体系；原宙斯盾，官方待核。
Iapto	伊阿普托	暂定·官方待核	所给英文底稿	A0464-B0048	原拉普托疑首字母误读，暂音译。
Garran Crowe	加兰·克罗	暂定·官方待核	所给英文底稿	A0464-B0062	GW09/GW10均23页 Castellan Crowe 克罗堡主，姓氏官方参考，全名待核。
Antraxes	安特拉克西斯	暂定·官方待核	所给英文底稿	A0464-B0105	不同于恒星 Antares 心宿二。
Gore Sun Incursion	血日入侵	暂定·官方待核	所给英文底稿	A0464-B0102	原戈尔·孙入侵，暂译。
Castellan Crowe	克罗堡主	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10均第23页，灰骑士单位名单	中英同名单位直接核对，不以不同时期点数或排列硬配。
Grand Master Voldus	沃尔达斯大导师	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10均第23页，灰骑士单位名单	中英同名单位直接核对，不以不同时期点数或排列硬配。
Nemesis Dreadknight	涅墨西斯骇骑机甲	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10均第23页，灰骑士单位名单	中英同名单位直接核对，不以不同时期点数或排列硬配。
Purgation Squad	洗罪小队	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10均第23页，灰骑士单位名单	中英同名单位直接核对，不以不同时期点数或排列硬配。
Brotherhood Terminator Squad	兄弟会终结者小队	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10均第23页，灰骑士单位名单	中英同名单位直接核对，不以不同时期点数或排列硬配。
