英文标准词	采用中文	译名状态	依据	定位	编辑说明
Iven Rannick	艾文·兰尼克	暂定·官方待核	所给英文底稿	篇1233	按英文语境沿现稿或修正；官方对应待核。
Lores Vibben	洛蕾斯·维本	暂定·官方待核	所给英文底稿	篇1233	按英文语境沿现稿或修正；官方对应待核。
Heavy Stubber	重机枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Cognis Heavy Stubber	智能重机枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Diabolus Heavy Stubber	恶魔重机枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Questoris Heavy Stubber	巡游重机枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Echon Pattern Mark III Assault Stubber	回声型 Mk.III 突击伐木枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Ironhail Heavy Stubber	铁雹重机枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Ironhead Heavy Stubber	铁首重机枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Iron Rain	铁雨	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Tempest Heavy Stubber	暴风重机枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Volg VI “Crank Cannon” Heavy Stubber	伏尔格 VI“曲柄炮”重机枪	暂定·官方待核	所给英文底稿	篇1234	按英文语境沿现稿或修正；官方对应待核。
Rotor Cannon	转管炮	暂定·官方待核	所给英文底稿	篇1235	按英文语境沿现稿或修正；官方对应待核。
Heavy Rotor Cannon	重型转管炮	暂定·官方待核	所给英文底稿	篇1235	按英文语境沿现稿或修正；官方对应待核。
Proteus Pattern Rotor Cannon	普罗透斯型转管炮	暂定·官方待核	所给英文底稿	篇1235	按英文语境沿现稿或修正；官方对应待核。
Nomus Pattern Rotor Cannon	诺莫斯型转管炮	暂定·官方待核	所给英文底稿	篇1235	按英文语境沿现稿或修正；官方对应待核。
Obsidite Pattern Rotor Cannon	黑曜石型转管炮	暂定·官方待核	所给英文底稿	篇1235	按英文语境沿现稿或修正；官方对应待核。
Snub Rotor Cannon	短管转管炮	暂定·官方待核	所给英文底稿	篇1235	按英文语境沿现稿或修正；官方对应待核。
Voidsman-At-Arms	虚空武装水兵	暂定·官方待核	所给英文底稿	篇1235	按英文语境沿现稿或修正；官方对应待核。
Absinia Pattern Assault Cannon	阿比西尼亚型突击炮	暂定·官方待核	所给英文底稿	篇1236	按英文语境沿现稿或修正；官方对应待核。
Absolo Pattern Assault Cannon	阿布索罗型突击炮	暂定·官方待核	所给英文底稿	篇1236	按英文语境沿现稿或修正；官方对应待核。
Kheres Pattern Assault Cannon	克雷斯型突击炮	暂定·官方待核	所给英文底稿	篇1236	按英文语境沿现稿或修正；官方对应待核。
Iliastus Pattern Assault Cannon	伊利亚斯图斯型突击炮	暂定·官方待核	所给英文底稿	篇1236	按英文语境沿现稿或修正；官方对应待核。
The Dyzanique	戴赞尼克教派	暂定·官方待核	所给英文底稿	篇1236	按英文语境沿现稿或修正；官方对应待核。
Beta Anphelion IV	贝塔-安菲利翁四号星	暂定·官方待核	所给英文底稿	篇1236	按英文语境沿现稿或修正；官方对应待核。
Accelerator Autocannon	加速自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Anvilus Autocannon Battery	安维鲁斯自动炮组	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Anvilus Snub Autocannon	安维鲁斯短管自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Armiger Autocannon	侍从自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Cthon Pattern Autocannon	冥府型自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Ironhail Autocannon	铁雹自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Kalibrax Pattern Autocannon	卡利布拉克斯型自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Magna-Coil Autocannon	麦格纳线圈自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
MATR Autocannon	MATR 自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Mk IX Chass Fabrik pattern	Mk.IX 查斯·法布里克型	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Mons Pattern Autocannon	蒙斯型自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Syrtis Pattern Autocannon	赛提斯型自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Hades Autocannon	冥王自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Helstalker Autocannon	地狱追猎者自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Reaper Autocannon	收割者自动炮	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Bragg	布拉格	暂定·官方待核	所给英文底稿	篇1237	按英文语境沿现稿或修正；官方对应待核。
Lord Discordant	不谐领主	官方词根参考·简称待核	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10第15页	据两版官方清单同名单位对照；不同版本点数不作对齐依据。
Hernkyn Pioneers	远行者先锋	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10第27页	据两版官方清单同名单位对照；不同版本点数不作对齐依据。
Hernkyn Yaegirs	远行者猎手	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10第27页	据两版官方清单同名单位对照；不同版本点数不作对齐依据。
Lord Discordant on Helstalker	骑地狱追猎者的不谐领主	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09/GW10第15页	据两版官方清单同名单位对照；不同版本点数不作对齐依据。
Herakles Pattern	赫拉克勒斯型	暂定·官方待核	所给英文底稿	篇1239	按英文语境沿现稿或修正；官方对应待核。
Anvilus	安维鲁斯	暂定·官方待核	所给英文底稿	篇1240	按英文语境沿现稿或修正；官方对应待核。
Icarus Stormcannon Array	伊卡洛斯风暴炮阵列	暂定·官方待核	所给英文底稿	篇1241	按英文语境沿现稿或修正；官方对应待核。
Icarus Stormcannon	伊卡洛斯风暴炮	暂定·官方待核	所给英文底稿	篇1241	按英文语境沿现稿或修正；官方对应待核。
Leviathan Storm Cannon	利维坦风暴炮	暂定·官方待核	所给英文底稿	篇1242	按英文语境沿现稿或修正；官方对应待核。
Onslaught Gatling Cannon	猛攻加特林炮	暂定·官方待核	所给英文底稿	篇1243	按英文语境沿现稿或修正；官方对应待核。
Onslaught Heavy Gatling Cannon	猛攻重型加特林炮	暂定·官方待核	所给英文底稿	篇1243	按英文语境沿现稿或修正；官方对应待核。
Punisher Rotary Cannon	惩罚者旋转炮	暂定·官方待核	所给英文底稿	篇1244	按英文语境沿现稿或修正；官方对应待核。
Bolt Weapon	爆矢武器	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Bolt	爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Diamantine	钻金	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Promethium	钷素	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Iliastus Accelerator Culverin	伊利亚斯图斯加速长炮	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Castigator Bolt Cannon	惩戒者爆矢加农炮	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Avenger Bolt Cannon	复仇者爆矢加农炮	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Mauler Bolt Cannon	狂暴者爆矢加农炮	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Scatterbolt Launcher	散射爆矢发射器	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Hellfire Rounds	地狱火弹	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Hellfire Shell	地狱火重爆矢弹	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Stalker Silenced Shells	追猎者消声弹	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Asphyx Shells	窒息弹	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Inferno Bolts	炼狱爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Dragonfire Rounds	龙火爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Odysseus Bolts	奥德修斯爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Metal Storm Frag Shells	金属风暴破片弹	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Kraken Pattern Penetrator Rounds	克拉肯型穿甲弹	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Vengeance Rounds	复仇弹	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Gas-Powered Bolts	气动爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Tempest Bolts	暴风爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Bloodshard Bolts	圣血破片爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Banestrike Bolts	致命打击爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Korvidari Bolts	暗鸦爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Nullbolts	虚无爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Psycannon Bolts	灵能炮爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Quake Bolts	震荡爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Witch Seeker Bolts	猎巫爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Tranquilizer Rounds	镇静弹	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Vortex Bolts	旋涡爆矢	暂定·官方待核	所给英文底稿	篇1245	按英文语境沿现稿或修正；官方对应待核。
Banebolts of Eryxia	艾瑞克西亚的灾祸爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Arch-Magister Eryxia	大宗师艾瑞克西亚	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Banestrike Rounds	致命打击爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Black Vault Bolts	黑色穹顶爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Bloodshard Shells	圣血破片爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Derevenant Shells	终死弹	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Fort Volossia	沃罗希亚堡	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Dragonfire Bolts	龙火爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Helspears	地狱之矛弹	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Hyper-Growth Bolts	增生爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Inertial Fusion Bolts	惯性聚变爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Gas-Powered Rounds	气动爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Morbidus Bolts	疫病爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Reclusiam-Blessed Bolts	隐修祝福爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Seeker Bolts	追踪爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Thermic Penetrator Rounds	热透弹	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Witchseeker Bolts	猎巫爆矢	暂定·官方待核	所给英文底稿	篇1246	按英文语境沿现稿或修正；官方对应待核。
Heavy Bolt	重爆矢	暂定·官方待核	所给英文底稿	篇1247	按英文语境沿现稿或修正；官方对应待核。
Shrapnel Bolts	破片爆矢	暂定·官方待核	所给英文底稿	篇1247	按英文语境沿现稿或修正；官方对应待核。
Assassin Bolts	刺客爆矢	暂定·官方待核	所给英文底稿	篇1247	按英文语境沿现稿或修正；官方对应待核。
Bolt Pistol	爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Absolvor Bolt Pistol	赦免者爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Eliminator Bolt Pistol	歼灭者爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Equis-Pattern Bolt Pistol	奔马型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Guardian Bolt Pistol	守护者爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Godwyn-Branx Pattern Bolt Pistol	戈德温—布兰克斯型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Godwyn Ultima	戈德温—极限型	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Heavy Bolt Pistol	重型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Special Issue Bolt Pistol	特种配发爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Phobos Pattern Bolt Pistol	火卫一型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Ikanos Pattern Bolt Pistol	伊卡诺斯型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Ryza-Ultima Bolt Pistol	瑞扎—极限型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Silentus Pistol	静默手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Spectris Pattern Bolt Pistol	观察者型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Tigrus Pattern Bolt Pistol	泰格鲁斯型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Ultima Bolt Pistol	极限爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Umbra Bolt Pistol	阴影爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Umbra-Magnus Bolt Pistol	巨影爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Ceres Pattern Bolt Pistol	谷神星型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Garm Pattern Service Bolt Pistol	加姆型制式爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Cinder Crag Forge	灰烬岩峰铸造厂	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Mauler Bolt Pistol	重击爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Hesh Pattern M38 Mk.II Bolt Pistol	赫什型 M38 Mk.II 爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Ironhead Bolt Pistol	铁首爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
M-six-seven-six Union Model Autobolter	M-6-7-6联盟型自动爆矢枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Orlock Bolt Pistol	欧洛克爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Sacristan Bolt Pistol	司库爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Orthlack	奥斯拉克	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Volg Spitfire Bolt Pistol	伏尔格“喷火”爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Scars Machina	机械伤痕	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Autoch-Pattern Bolt Pistol	奥托克型爆矢手枪	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Bolt Revolver	爆矢左轮	暂定·官方待核	所给英文底稿	篇1248	按英文语境沿现稿或修正；官方对应待核。
Boltgun	爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Bolter	爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Artifex Pattern Bolter	工匠型爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Banestrike Bolter	致命打击爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Cawl Pattern Bolt Rifle	考尔型爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Bolt Rifle	爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Auto Bolt Rifle	自动爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Stalker Bolt Rifle	追猎者爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Bolt Carbine	爆矢卡宾枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Marksman Bolt Carbine	射手型爆矢卡宾枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Instigator Bolt Carbine	煽动者爆矢卡宾枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Occulus Bolt Carbine	全知者爆矢卡宾枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Gravis Bolt Rifles	重装爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Executor Bolt Rifle	执行者爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Heavy Bolt Rifle	重型爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Hellstorm Bolt Rifle	地狱风暴爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Bellicos Bolt Rifle	贝利科斯爆矢步枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Godwyn Pattern	戈德温型	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Hesh Pattern Boltgun	赫什型爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Cymbry Jamis	辛布里·贾米斯	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Lion Pattern Boltgun	莱昂型爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Caliban's Will	卡利班意志号	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Olethros	奥勒罗斯	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Macragge Pattern Boltgun	马库拉格型爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Phobos R/017 Pattern	火卫一 R/017 型	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Sternguard Bolter	肃卫爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
Tigrus Pattern Bolter	泰格鲁斯型爆矢枪	暂定·官方待核	所给英文底稿	篇1249	按英文语境沿现稿或修正；官方对应待核。
