英文标准词	采用中文	译名状态	依据	定位	编辑说明
Heirs Apparent	法定继承人	暂定·官方待核	所给英文底稿与全书统一决定	490	沿用原稿；导航员最高族长的多名候选继承人，须竞争存活。
Lidless Stare	无睑凝视	暂定·官方待核	所给英文底稿与全书统一决定	491	lidless 指无眼睑，原译“无面凝视”误将 lid 理解为面。
Typhlotic	无眼者	暂定·官方待核	所给英文底稿与全书统一决定	491	沿用原稿，指没有第三只眼的导航员家族后代。
bloodbroker	血统掮客	暂定·官方待核	所给英文底稿与全书统一决定	491	协助家系婚配与血统延续，不是买卖鲜血。
Navigator Abomination	导航员憎恶体	暂定·官方待核	所给英文底稿与全书统一决定	491	按原文衰变的导航员后裔；原译导航者憎恶。
Navis Scion	导航之裔	暂定·官方待核	所给英文底稿与全书统一决定	491	沿用原稿，承担家族社交与公关职责。
Ipsissimus	至高自我者	暂定·官方待核	所给英文底稿与全书统一决定	491	独眼教会中的神秘学职阶；原译不通，暂定并保留英文。
Navigator Primaris	首席导航员	暂定·官方待核	所给英文底稿与全书统一决定	491	舰队领航的年长导航员，区别最高族长。
Warp Antenna	亚空间天线	暂定·官方待核	所给英文底稿与全书统一决定	491	增强星炬信号的设备。
Warp Sextant	亚空间六分仪	暂定·官方待核	所给英文底稿与全书统一决定	491	向导航员传递数据的传感器阵列。
Witch Augur	巫术探测仪	暂定·官方待核	所给英文底稿与全书统一决定	491	探测亚空间中其他实体舰船；Witch 不限女性。
Runecaster	符文投射器	暂定·官方待核	所给英文底稿与全书统一决定	491	沿原稿，此处导航用预知设备。
Prognosticator	预言器	暂定·官方待核	所给英文底稿与全书统一决定	491	此处计算跃迁的设备，不是人。
Warp Witch	亚空间巫者	暂定·官方待核	所给英文底稿与全书统一决定	491	人类灵能者类别，英文未限定女性。
Red Tide	赤潮	暂定·官方待核	所给英文底稿与全书统一决定	491	导航员亚空间之眼的高强度能力。
Mimic Engine	模拟引擎	暂定·官方待核	所给英文底稿与全书统一决定	491	改变舰船亚空间航迹特征。
Klenova Class M Warp Engine	克莱诺瓦 M 级亚空间引擎	暂定·官方待核	所给英文底稿与全书统一决定	491	沿原稿音译，按型号结构调整。
Lord Commander Militant	军务领主指挥官	暂定·官方待核	所给英文底稿与全书统一决定	492	沿现稿，帝国卫队最高职衔。
Officio Prefectus	长官部	暂定·官方待核	所给英文底稿与全书统一决定	492	沿现稿；同机构通称 Commissariat 政委部。
Administrative Division	行政处	暂定·官方待核	所给英文底稿与全书统一决定	492	军务部内部登记运输资源的部门。
Administratum Assay Corps	内政部检验队	暂定·官方待核	所给英文底稿与全书统一决定	492	Assay 指检验测定，原译行政测定部队。
Line of Communication Corps	交通线部队	暂定·官方待核	所给英文底稿与全书统一决定	492	军事语境的后方交通运输线，非单纯通信。
Provost Command Corps	军纪指挥部队	暂定·官方待核	所给英文底稿与全书统一决定	492	Provost 为军警军纪语境，非教长。
probiter	见习兵	暂定·官方待核	所给英文底稿与全书统一决定	493	尚未正式编入的受训新兵，原译正直者不当。
Vostroyan Firstborn	沃斯特洛亚长子团	暂定·官方待核	所给英文底稿与全书统一决定	493	母星与本稿 Vostroya 统一；与星际战士 Firstborn 长子概念分别说明。
Militarum Vendorum	后勤部	暂定·官方待核	所给英文底稿与全书统一决定	493	沿原稿分支名。
Militarum Ordinatus	军械部	暂定·官方待核	所给英文底稿与全书统一决定	493	沿原稿分支名。
Militarum Regimentos	兵团管理部	暂定·官方待核	所给英文底稿与全书统一决定	493	沿原稿分支名。
Departmento Tacticae	战术部	暂定·官方待核	所给英文底稿与全书统一决定	493	沿原稿分支名。
Militarum Strategos	战略部	暂定·官方待核	所给英文底稿与全书统一决定	493	沿原稿分支名。
Catachan Jungle Fighters	卡塔昌丛林斗士	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Ursula Creed	厄苏拉·克里德	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Lord Marshal Dreir	大元帅德雷尔	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Lord Solar Leontus	太阳领主雷昂图斯	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Baneblade	毒刃	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Shadowsword	影剑	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Cadian Shock Troops	卡迪亚突击军	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Sly Marbo	斯莱·马博	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Leman Russ Battle Tank	黎曼鲁斯战斗坦克	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Valkyrie	女武神炮艇	官方已核对	官方中英文军务部野战手册逐名对照	GW-09 第9页/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Avenger Strike Fighter	复仇者攻击机	官方已核对	官方中英文军务部野战手册逐名对照	GW-09 第9页/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Death Mask of Ollanius	欧良尼乌斯的死亡面具	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第9页	仅译名核对，不涉及两个版本点数值一致性。
Attilan Rough Riders	阿提拉蛮骑兵	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Death Korps of Krieg	克里格死亡军团	官方已核对	官方中英文军务部野战手册逐名对照	GW-09/GW-10 第8页	仅译名核对，不涉及两个版本点数值一致性。
Ollanius Pius	欧良尼乌斯·庇乌斯	官方词根参考·全名待核	GW-09/GW-10 第9页及主审统一决定	493及26—100回改	两个不同人物分别登记；Oll Persson 仍作欧尔·佩松。
Ollanius Persson	欧良尼乌斯·佩松	官方词根参考·全名待核	GW-09/GW-10 第9页及主审统一决定	493及26—100回改	两个不同人物分别登记；Oll Persson 仍作欧尔·佩松。
Lord Solar	太阳领主	暂定·官方待核	所给英文底稿与全书统一决定	494	旧版与战帅混用，2022官方文章区分为太阳星域统帅；不可全书互换。
Macaroth	马卡洛斯	暂定·官方待核	所给英文底稿与全书统一决定	493/494	与386及494原稿一致；修正493孤例马卡龙。
Jericho Reach	杰里科疆域	暂定·官方待核	所给英文底稿与全书统一决定	494	与169已精校稿一致，非河段。
Standard Bearer	军旗手	暂定·官方待核	所给英文底稿与全书统一决定	496	standard 指旗帜，非标准。
Transmachina Ocula	超械之眼	暂定·官方待核	所给英文底稿与全书统一决定	496	沿原稿，军队中的世俗技术人员。
Hardened Veteran	坚定老兵	暂定·官方待核	所给英文底稿与全书统一决定	496	沿原稿类别名称。
probitor	见习兵	暂定·官方待核	所给英文底稿与全书统一决定	496	同493 probiter 的异拼。
Tempestus Scions	风暴忠嗣军	官方已核对	GW-09/GW-10 中英文对应单位表	均第8页	此前暴风忠嗣随官方完整单位译名修正；组织Militarum Tempestus仍按本书单独定译暴风军。
Landunder	兰德安德	暂定·官方待核	所给英文底稿与全书统一决定	497	行星专名，原译地下巢都误作普通名词。
Heat Sink	散热井	暂定·官方待核	所给英文底稿与全书统一决定	497	巢都核心取热供能井道；保留原命名，不按通用电子散热器理解。
Ash Wastes	灰烬荒原	暂定·官方待核	所给英文底稿与全书统一决定	497	涅克罗蒙达地表环境。
Sectors Mechanicus	机械区	暂定·官方待核	所给英文底稿与全书统一决定	497	巢都重工业分区，不应加入宗教教区含义。
Barking Saint	狂吠圣人	暂定·官方待核	所给英文底稿与全书统一决定	498	疑为场所名，原译剥皮圣人不当，暂定待核。
Great Game	伟大游戏	暂定·官方待核	所给英文底稿与全书统一决定	499	沿本篇原稿名，指混沌诸神永恒争斗，待全书统核。
Dark Mechanicus	黑暗机械教	暂定·官方待核	所给英文底稿与全书统一决定	518/3	同上
Laer	莱尔	暂定·官方待核	所给英文底稿与全书统一决定	499	沿565专篇标题，非刺人。
Malice	恶意	暂定·官方待核	所给英文底稿与全书统一决定	499	沿原稿混沌神名。
Pater Mutatis	变种之父	暂定·官方待核	所给英文底稿与全书统一决定	499	沿原稿神格名，Fabius Bile依官方法比乌斯·拜尔。
Ætheric Dominions	以太神域	暂定·官方待核	所给英文底稿与全书统一决定	499	沿原稿八面相体系。
Encroaching Ruin	侵蚀毁灭	暂定·官方待核	所给英文底稿与全书统一决定	499	八种以太神域之一，沿原稿。
Formless Distortion	无形扭曲	暂定·官方待核	所给英文底稿与全书统一决定	499	八种以太神域之一，沿原稿。
Heedless Slaughter	无心屠戮	暂定·官方待核	所给英文底稿与全书统一决定	499	八种以太神域之一，沿原稿。
Putrid Corruption	腐败侵蚀	暂定·官方待核	所给英文底稿与全书统一决定	499	八种以太神域之一，沿原稿。
Ravenous Dissolution	贪婪溶解	暂定·官方待核	所给英文底稿与全书统一决定	499	八种以太神域之一，沿原稿。
Malevolent Artifice	恶毒技艺	暂定·官方待核	所给英文底稿与全书统一决定	499	八种以太神域之一，沿原稿。
Infernal Tempest	地狱风暴	暂定·官方待核	所给英文底稿与全书统一决定	499	八种以太神域之一，沿原稿。
Rapturous Sensation	狂喜感知	暂定·官方待核	所给英文底稿与全书统一决定	499	八种以太神域之一，沿原稿。
imagines	象征图像	暂定·官方待核	所给英文底稿与全书统一决定	500	具有亚空间共鸣的图像术语，不译想象。
imago	意象	暂定·官方待核	所给英文底稿与全书统一决定	500	巫师的理想化无形投影，沿原译并与 imagines 分列。
On the Confinement of Aetheric Forces	《论以太力量的禁锢》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Damon’s Third Tretis on Matters Rare	《达蒙论稀有事物第三篇》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Hurian’s Third Text	《胡里安第三篇》	暂定·官方待核	所给英文底稿与全书统一决定	500	原稿书名的语序修订。
Emperor’s Prayer of Abrogation Against the Warp	《帝皇御阻亚空间祷言》	暂定·官方待核	所给英文底稿与全书统一决定	500	抵御亚空间的祷文，原译废除不当。
Mental patterns	心智图式	暂定·官方待核	所给英文底稿与全书统一决定	500	心中构成的符号或几何图式，非精神异常意义。
rune of voiding	清空符文	暂定·官方待核	所给英文底稿与全书统一决定	500	剥离原有灵魂以容纳恶魔，非虚空。
bind rune	结合符文	暂定·官方待核	所给英文底稿与全书统一决定	500	多个符文组合施效，原译绑定。
Symbol of Thothmes	图特摩斯之印	暂定·官方待核	所给英文底稿与全书统一决定	500	防止技术和灵能刺探的防护咒，原译图特摩斯符号。
Serebite	宁静矿	暂定·官方待核	所给英文底稿与全书统一决定	500	沿原稿宁静并明确矿物类别，译名待核。
Psicurium	灵锔	暂定·官方待核	所给英文底稿与全书统一决定	500	沿原稿材料名。
Pyraline	吡拉林	暂定·官方待核	所给英文底稿与全书统一决定	500	沿原稿材料名。
Epidotrichite	绿帘纤维	暂定·官方待核	所给英文底稿与全书统一决定	500	沿原稿材料名，正式译名待核。
Logos Daemonis	恶魔标志	暂定·官方待核	所给英文底稿与全书统一决定	500	沿原稿，几何构件组成的亚空间开门装置。
Propylaeum Tripartite	三重之门	暂定·官方待核	所给英文底稿与全书统一决定	500	沿原稿占卜造物名。
Prognosticaon	预知仪	暂定·官方待核	所给英文底稿与全书统一决定	500	占卜装置，原译预测为动词；区别491跃迁计算预言器。
Hech’ell Deportation	赫切’尔放逐仪式	暂定·官方待核	所给英文底稿与全书统一决定	500	驱逐恶魔仪式，按原音译。
Regia Occulta	隐秘通道	暂定·官方待核	所给英文底稿与全书统一决定	500	偶发的亚空间通道，原译隐秘王权有歧义。
Cinchare	辛查尔	暂定·官方待核	所给英文底稿与全书统一决定	500	星名，按英文拼写修正末音。
A Marvelous Historie of Eevil; Being a warninge to Man Kind on the Abuses of Sorcerie and the Seduction of the Daemon	《令人惊异的邪恶历史：警示人类滥用巫术与恶魔诱惑之害》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Book of Empty Promises	《空诺之书》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Book of Lorgar	《珞珈之书》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Book of Magnus	《马格努斯之书》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Codex Atrox	《残暴圣典》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Eris Transform	《纷争转换》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Folio Diabolicus	《恶魔之页》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Grimoire of True Names	《真名魔典》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Hurian's Third Text	《胡里安第三篇》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Libellus Appello	《呼召小册》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Liber Pestilentia	《瘟疫之书》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Malus Codicium	《邪恶律典》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Necroteuch	《死灵之书》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Occultus ad Oculos	《显中之隐》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
The Ochre Book	《赭石之书》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Tome of Ammicus Tole	《阿米库斯·托勒典籍》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Ur-Saker	《乌尔-萨克尔》	暂定·官方待核	所给英文底稿与全书统一决定	500	已对照本篇书单；暂定书名，未核官方中文。
Anathame	诅咒之刃	暂定·官方待核	所给英文底稿与全书统一决定	502	主审决定：区别 athame 仪式之刃；13篇由主审补旧称说明。
athame	仪式之刃	暂定·官方待核	所给英文底稿与全书统一决定	502	通称；八把特殊刃由Anathame分铸，普通athame此前已存在。
Ku’gath	库噶斯	暂定·官方待核	所给英文底稿与全书统一决定	501	沿原稿大不净者人名。
Iax	艾克斯	暂定·官方待核	所给英文底稿与全书统一决定	501	篇内统一，原末段拉克丝错误。
Remus Ventanus	雷穆斯·文坦努斯	暂定·官方待核	所给英文底稿与全书统一决定	502	统一文坦努斯，修正文坦怒斯。
Arune Xen	阿鲁内·克森	暂定·官方待核	所给英文底稿与全书统一决定	502	修正原稿人名中的数字1。
Shard of Erebus	艾瑞巴斯碎片	暂定·官方待核	所给英文底稿与全书统一决定	502	Anathame分铸的刀刃，沿原稿。
Blackstone Fortress	黑石要塞	暂定·官方待核	所给英文底稿与全书统一决定	503	与全书黑石要塞一致，不用堡垒异译。
Crimson Path	深红之路	暂定·官方待核	所给英文底稿与全书统一决定	503	沿原稿阿巴顿战略名。
Belis Corona	贝利斯·卡罗纳	暂定·官方待核	所给英文底稿与全书统一决定	503	沿本稿81已有星域要塞名；原本条比利斯卡罗那统一。
Skullgather	聚颅行动	暂定·官方待核	所给英文底稿与全书统一决定	503	第八次黑色远征名称，原颅骨聚集不通。
Great Unclean One	大不净者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Lord of Change	诡变领主	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Keeper of Secrets	守密者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Bloodthirster	嗜血狂魔	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Soul Grinder	磨魂者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Flesh Hounds	血肉猎犬	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Daemon Prince of Chaos	混沌恶魔亲王	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Beasts of Nurgle	纳垢野兽	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Be’lakor	比拉克尔	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Bloodcrushers	碾血骑兵	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Bloodletters	放血者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Bloodmaster	鲜血主宰	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Blue Horrors	蓝色惧妖	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Pink Horrors	粉色惧妖	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Burning Chariot	烈焰战车	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Changecaster	变化使	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Contorted Epitome	曲相魔镜	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Daemonettes	魅魔	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Epidemius	传疫魔	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Exalted Flamer	至尊火妖	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Fateskimmer	窥命者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Feculent Gnarlmaw	肮脏瘤口树	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Fiends	欢愉魔	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Flamers	火妖	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Fluxmaster	瞬变之主	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Horticulous Slimux	园艺师史莱姆克斯	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Infernal Enrapturess	炼狱琴魔	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Kairos Fateweaver	凯洛斯·织命者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Nurglings	纳垢灵	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Plague Drones	瘟疫蜂兵	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Plaguebearers	瘟疫使	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Poxbringer	疱疹使者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Rendmaster on Blood Throne	乘鲜血宝座的裂肉主宰	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Rotigus	烂格斯	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Screamers	尖啸魔	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Seekers	寻觅者	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Shalaxi Helbane	夏拉希·魔灾	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Skarbrand	斯卡布兰德	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Skull Altar	颅骨祭坛	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
Skull Cannon	颅骨大炮	官方已核对	GW-09/GW-10 中英文军务部野战手册同名单位核对	均第12页	仅核同名单位译名，未以不同版本点数或顺序作机械配对。
