英文标准词	采用中文	译名状态	依据	定位	编辑说明
Lupercal's Spear	卢佩卡尔之矛号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Bone Jackal	骨豺号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Gore Prow	血首号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Chariot of the Gods	众神战车号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Baleful Eye	恶意之眼号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Lupercal Pursuivant	卢佩卡尔传令官号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Horus Triumphant	荷鲁斯胜利号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Fourfold Wolf	四重之狼号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Cthonia Rising	科索尼亚崛起号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Cthonic Blood	科索尼亚鲜血号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Requiem of Antmura	安特穆拉安魂曲号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Raksha	拉克萨号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Rise of the Three Suns	三日同辉号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Son of Victory	胜利之子号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Blood of Cthonia	科索尼亚之血号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Cthonian Scion	科索尼亚之裔号	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Akhaten	艾卡坦	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Cthonian Wolf	科索尼亚之狼	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Falkus Kibre	法库斯·凯博	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Kalus Ekaddon	卡鲁斯·埃卡顿	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Horus Aximand	荷鲁斯·阿西曼德	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Tarik Torgaddon	塔里克·托加顿	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Garviel Loken	加维尔·洛肯	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Maloghurst	马洛赫斯特	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Maral Lupus	马拉尔·卢普斯	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Vheren Ashurhaddon	维伦·阿舒哈顿	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Iacton Qruze	亚克顿·克鲁兹	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Tybalt Marr	提伯特·玛尔	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Shadrak Meduson	沙德拉克·梅杜森	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Urlakk Urg	乌尔拉克·乌尔格	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Eugen Temba	欧根·坦巴	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Duraga Kal Esmejhak	杜拉加·卡尔·埃斯梅哈克	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Vaithan Reaver Squad	韦特罕掠夺者小队	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Skyrar's Dark Wolves	斯卡拉的暗狼	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Interex	英特雷斯	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Davin	戴文	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Molech	摩洛	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Gorro	戈罗	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Ullanor	乌兰诺	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Xenobia	泽诺比娅	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Auretian Technocracy	奥瑞提安技术联盟	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Xibana Reaches	希巴纳边域	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Saturnine Gate	土星之门	暂定·官方待核	所给英文底稿	篇0554	统一本篇名称；舰名、部队及人名不因同形词而跨语境替换。
Iterator	宣讲师	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Memed	梅梅德	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Serghar Targost	瑟加尔·塔戈斯特	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Hastur Sejanus	哈斯塔·赛詹努斯	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Grael Noctua	格拉艾·诺克图阿	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Hellas Sycar	赫拉斯·赛卡	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Bringers of Despair	绝望使者	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Order of the Procurators	检察官教团	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Procurator	检察官	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Procurant	检察员	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Vor Nergeth	洗劫者	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Warhawk Jump Pack	战鹰跳跃背包	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Saturnine Wall	土星之墙	暂定·官方待核	所给英文底稿	篇0555—0559	保留具体军团与时代语境，原译异写另存对照。
Lorgar	珞珈	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Lorgar Aurelian	珞珈·奥瑞利安	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Imperial Heralds	帝国先驱	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Iconoclasts	圣像破坏者	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Chaos Undivided	混沌无分	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Colchis	科尔基斯	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Sicarus	西卡鲁斯	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Ghalmek	加尔梅克	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Erebus	艾瑞巴斯	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Kor Phaeron	科尔·法伦	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Zardu Layak	扎度·拉亚克	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Gal Vorbak	受祝之子	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Argel Tal	阿格尔·塔尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Serrated Sun	锯齿烈阳	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Primordial Truth	原初真理	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Ingethel the Ascended	升天者英格泰尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Ingethel	英格泰尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Monarchia	摩纳齐亚	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Khur	库尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Corrinos Campaign	科里诺斯战役	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Shadow Crusade	暗影远征	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Bitter War	苦难战争	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Dark Council	黑暗议会	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Master of the Union	联合之主	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Voice of Lorgar	珞珈之声	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Coryphaus	领唱者	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
First Acolyte	第一侍僧	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Martio Imprimis	第一征战	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Martio Secundus	第二征战	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Anointed	受膏者	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Annunake	安努纳克	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Harbingers of Death	死亡先驱	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Zar Hraval	扎尔·赫拉瓦尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Fidelitas Lex	信仰之律号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Infidus Imperator	伪帝号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Destiny's Hand	命运之手号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Kamiel	卡米尔号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Furious Abyss	狂怒深渊号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Abyss Class Battleship	深渊级战列舰	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Trisagion	三圣颂号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Blessed Lady	受祝女士号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
De Profundis	来自深渊号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Dark Chorus	黑暗圣歌号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Crucius Maledictus	十字诅咒号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Vox Dominus	神音号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Ayamandar	阿亚曼达尔号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Infidus Diabolus	背信恶魔号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Firebrand	火焰烙印号	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Amyric Kel	阿米里克·凯尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Xaphen	夏芬	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Zadkiel	扎德基尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Jarulek	贾鲁克	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Kol Badar	科尔·巴达尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Sor Talgron	索尔·塔格隆	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Barthusa Narek	巴图萨·纳瑞克	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Quor Vondar	库尔·旺达	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Paristur	帕里斯图尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Mothac	莫塔奇	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Pridor Vrakon	普里多·弗拉肯	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Burias Drak'Shal	布里亚斯·德拉克沙尔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Eliphas the Inheritor	继承者艾里法斯	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Enusat	埃努萨特	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Ashkanez	阿什卡内兹	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Sabtec	萨博泰克	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Marduk	马尔杜克	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Sargon Eregesh	萨尔贡·埃雷格什	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Maloq Kartho	马洛克·卡尔托	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Anchorite	隐修士	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Anakatis Kul	阿纳卡蒂斯剑奴	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Mhara Gal	附魔无畏机甲	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Ashen Circle	灰烬之环	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Axe-Rake	耙斧	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Asps of the Sacred Sands	圣沙之蛇	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Graven Star	镌刻之星	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Scold's Bridle	禁言嚼口	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Opening Eye	睁开之眼	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Sundered Tower	破碎之塔	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Tri-Fold Crown	三重王冠	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Benediction	祝福星	暂定·官方待核	所给英文底稿	篇0558—0560	以已读英文和全书现稿统一；未称官方定译，相关源文矛盾见段落校注。
Alpharius	阿尔法瑞斯	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Omegon	欧米伽	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Alpharius Omegon	阿尔法瑞斯·欧米伽	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Ghost Legion	幽灵军团	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Hydra Dominatus	九头蛇不朽	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
The Book of Malignancies	邪恶之书	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
The Apocrypha Terra	泰拉伪经	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
The Harrowing	折磨	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Harrowmaster	折磨大师	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Master of Diversion	佯动大师	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Sparatoi	斯帕拉托伊	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Operative	特工	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Effrit Stealth Squad	埃弗里特潜行小队	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Lernaen Terminator Squad	勒拿终结者小队	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Lernaean	勒拿终结者	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Corvus-Alpha	渡鸦-阿尔法	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Tesstra Prime	特斯特拉主星	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Chondax	香德克斯	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Eskrador	埃斯卡多	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Alaxxes Nebula	阿拉克斯星云	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Actaea	阿克泰	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
Aeonid Thiel	伊奥尼德·希尔	暂定·官方待核	所给英文底稿	篇0561	采用已读上下文；同形的普通词及其他组织名称不机械替换。
