英文标准词	采用中文	译名状态	依据	定位	编辑说明
White Scars	白疤	官方已核	https://assets.warhammer-community.com/chi_07-01_warhammer_40000_faction_pack_space_marines-ngpzngqdt2-fxbygosrpj.pdf	GW-06第6—7、36—37页	采用已核官方战团名。
Alpha Legion	阿尔法军团	暂定·官方待核	所给英文底稿	A0188-B0253	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Raven Guard	暗鸦守卫	官方已核	https://assets.warhammer-community.com/chi_07-01_warhammer_40000_faction_pack_space_marines-ngpzngqdt2-fxbygosrpj.pdf	GW-06第14—15、40—41页	采用已核官方战团名。
Angels of Death	死亡天使	暂定·官方待核	所给英文底稿	A0176-B0146	本范围对照英文后沿用或修订；未查得官方对应，暂定。
War Hounds	战犬	暂定·官方待核	所给英文底稿	A0176-B0158	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Second Founding	二次建军	暂定·官方待核	所给英文底稿	A0215-B0085	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Chaos Space Marine Legions	混沌星际战士军团	暂定·官方待核	所给英文底稿	A0176-B0199	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Ultramarines Codex	极限战士圣典	暂定·官方待核	所给英文底稿	A0179-B0039	本范围对照英文后沿用或修订；未查得官方对应，暂定。
False Gods	伪神	暂定·官方待核	所给英文底稿	A0179-B0042	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Red Fury	赤红狂怒	暂定·官方待核	所给英文底稿	A0179-B0047	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Crimson Fist	绯红之拳	暂定·官方待核	所给英文底稿	A0179-B0052	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The First Heretic	叛乱之首	暂定·官方待核	所给英文底稿	A0179-B0055	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Prospero Burns	普罗斯佩罗之焚	暂定·官方待核	所给英文底稿	A0179-B0076	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Deliverance Lost	拯救星陷落	暂定·官方待核	所给英文底稿	A0179-B0085	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Outcast Dead	放逐死者	暂定·官方待核	所给英文底稿	A0179-B0088	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Fear to Tread	惧于踏足	暂定·官方待核	所给英文底稿	A0179-B0098	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Sigillite	掌印者	暂定·官方待核	所给英文底稿	A0179-B0116	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Descent of Angels	天使的降临	暂定·官方待核	所给英文底稿	A0179-B0119	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Vulkan Lives	沃坎永生	暂定·官方待核	所给英文底稿	A0179-B0127	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Primarchs	原体	暂定·官方待核	所给英文底稿	A0179-B0137	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Unremembered Empire	不被铭记的帝国	暂定·官方待核	所给英文底稿	A0179-B0140	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Scars	伤疤	暂定·官方待核	所给英文底稿	A0179-B0169	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Lost Sons	失落之子	暂定·官方待核	所给英文底稿	A0179-B0184	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Field Dressing a Lasgun Wound	战地激光枪伤口包扎指南	暂定·官方待核	所给英文底稿	A0179-B0202	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Last Council	最后的议会	暂定·官方待核	所给英文底稿	A0179-B0205	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Wolfsbane	狼毒	暂定·官方待核	所给英文底稿	A0179-B0236	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Soul Drinker	饮魂者	暂定·官方待核	所给英文底稿	A0179-B0252	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Council of Truth	真理议会	暂定·官方待核	所给英文底稿	A0179-B0255	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Penitent	忏悔	暂定·官方待核	所给英文底稿	A0179-B0258	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Visions of Heresy	荷鲁斯之乱编年史	暂定·官方待核	所给英文底稿	A0179-B0265	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Daenyathos	丹尼亚特斯	暂定·官方待核	所给英文底稿	A0179-B0268	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Wolftime	狼之时刻	暂定·官方待核	所给英文底稿	A0179-B0276	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Legions of the Horus Heresy	荷鲁斯之乱诸军团	暂定·官方待核	所给英文底稿	A0179-B0292	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Fury of Magnus	马格努斯之怒	暂定·官方待核	所给英文底稿	A0179-B0295	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Warrior Lodges	战士结社	暂定·官方待核	所给英文底稿	180	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Shattered Legions	破碎军团	暂定·官方待核	所给英文底稿	181	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Raven's Flight	暗鸦的逃离	暂定·官方待核	所给英文底稿	A0181-B0011	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Oqueth Minor	奥克丝次星之战	暂定·官方待核	所给英文底稿	A0181-B0020	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Arissak	阿里萨克之战	暂定·官方待核	所给英文底稿	A0181-B0022	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Defense of Dwell	德威尔保卫战	暂定·官方待核	所给英文底稿	A0181-B0024	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Hamart III	哈马特三号之战	暂定·官方待核	所给英文底稿	A0181-B0026	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of the Zanaeh Gulf	扎奈赫湾之战	暂定·官方待核	所给英文底稿	A0181-B0028	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of the Aragna Chain	阿拉格纳星链之战	暂定·官方待核	所给英文底稿	A0181-B0030	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Perditum Incursion	迷失入侵	暂定·官方待核	所给英文底稿	A0181-B0032	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Kiavahr Uprising	基亚瓦尔叛乱	暂定·官方待核	所给英文底稿	A0181-B0034	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Breaking of the Perfect Fortress	完美堡垒攻破战	暂定·官方待核	所给英文底稿	A0181-B0036	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Constanix II	康斯坦尼克斯二号之战	暂定·官方待核	所给英文底稿	A0181-B0038	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Scarato Uprising	斯卡拉托叛乱	暂定·官方待核	所给英文底稿	A0181-B0040	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Carandiru	卡兰迪鲁之战	暂定·官方待核	所给英文底稿	A0181-B0044	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Yarant III	雅兰特三号之战	暂定·官方待核	所给英文底稿	A0181-B0046	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Crusade of Vengeance	复仇远征	暂定·官方待核	所给英文底稿	A0181-B0048	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Escape of Vulkan	沃坎脱逃	暂定·官方待核	所给英文底稿	A0181-B0050	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Raid on Traoris	特拉奥里斯突袭	暂定·官方待核	所给英文底稿	A0181-B0052	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Voyage of the Sixty-Six	六十六人远航	暂定·官方待核	所给英文底稿	A0181-B0054	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Nocturne	夜曲星之战	暂定·官方待核	所给英文底稿	A0181-B0056	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The War of Drakes	火龙战争	暂定·官方待核	所给英文底稿	A0181-B0058	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Pale Stars Campaign	苍白群星战役	暂定·官方待核	所给英文底稿	A0181-B0060	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Theft of the Kryptos	隐秘之窃	暂定·官方待核	所给英文底稿	A0181-B0062	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Assassination attempt on Fulgrim on Hydra Cordatus	海德拉之心刺杀福格瑞姆行动	暂定·官方待核	所给英文底稿	A0181-B0064	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Iydris	伊德里斯之战	暂定·官方待核	所给英文底稿	A0181-B0066	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Eirene Septimus	艾琳娜·塞普蒂默斯之战	暂定·官方待核	所给英文底稿	A0181-B0068	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Escape from Laedrgeist	逃离莱德格斯特	暂定·官方待核	所给英文底稿	A0181-B0072	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Siege of Baal	巴尔围城	暂定·官方待核	所给英文底稿	A0181-B0074	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Erellian Subjugation	艾瑞利安征服	暂定·官方待核	所给英文底稿	A0181-B0076	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Mezoan Campaign	梅佐安战役	暂定·官方待核	所给英文底稿	A0181-B0078	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Vanaheim	瓦纳海姆之战	暂定·官方待核	所给英文底稿	A0181-B0080	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Constantinium Incursion	康斯坦丁入侵	暂定·官方待核	所给英文底稿	A0181-B0082	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Perditus	佩迪图斯之战	暂定·官方待核	所给英文底稿	A0181-B0084	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Bodt	博德特之战	暂定·官方待核	所给英文底稿	A0181-B0086	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Xana Incursion	夏娜入侵	暂定·官方待核	所给英文底稿	A0181-B0088	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Nyrcon	尼尔康之战	暂定·官方待核	所给英文底稿	A0181-B0090	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Malagant Conflict	马拉甘特冲突	暂定·官方待核	所给英文底稿	A0181-B0092	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Ohmn-Mat	欧姆-马特之战	暂定·官方待核	所给英文底稿	A0181-B0094	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Tralsak	特拉萨克之战	暂定·官方待核	所给英文底稿	A0181-B0096	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Battle of Beta-Garmon	贝塔-伽蒙之战	暂定·官方待核	所给英文底稿	A0181-B0098	本范围对照英文后沿用或修订；未查得官方对应，暂定。
The Thassos Incident	萨索斯事件	暂定·官方待核	所给英文底稿	A0181-B0100	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Jebez Aug	杰贝兹·奥格	暂定·官方待核	所给英文底稿	A0181-B0116	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Bion Henricos	拜昂·亨利科斯	暂定·官方待核	所给英文底稿	A0181-B0118	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Goran Gorgonson	戈兰·戈尔贡松	暂定·官方待核	所给英文底稿	A0181-B0120	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Augos Lumak	奥格斯·卢马克	暂定·官方待核	所给英文底稿	A0181-B0122	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Lars Mechosa	拉斯·梅科萨	暂定·官方待核	所给英文底稿	A0181-B0124	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Cadmus Tyro	卡德摩斯·泰罗	暂定·官方待核	所给英文底稿	A0181-B0128	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Frater Thamatica	弗拉特·塔玛提卡	暂定·官方待核	所给英文底稿	A0181-B0130	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Ignatius Numen	伊格内修斯·努门	暂定·官方待核	所给英文底稿	A0181-B0132	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Karaashi Bombastus	卡拉什·邦巴斯特斯	暂定·官方待核	所给英文底稿	A0181-B0134	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Sabik Wayland	萨比克·韦兰	暂定·官方待核	所给英文底稿	A0181-B0136	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Septus Thoic	塞普图斯·托伊克	暂定·官方待核	所给英文底稿	A0181-B0138	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Vermana Cybus	维尔马纳·赛巴斯	暂定·官方待核	所给英文底稿	A0181-B0140	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Achaicus	阿凯库斯	暂定·官方待核	所给英文底稿	A0181-B0145	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Anton Galba	安东·加尔巴	暂定·官方待核	所给英文底稿	A0181-B0147	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Atrax	阿特拉斯	暂定·官方待核	所给英文底稿	A0181-B0149	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Aulus	奥卢斯	暂定·官方待核	所给英文底稿	A0181-B0151	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Camnus	卡姆纳斯	暂定·官方待核	所给英文底稿	A0181-B0153	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Catigernus	卡蒂格努斯	暂定·官方待核	所给英文底稿	A0181-B0154	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Crevther	克雷夫瑟	暂定·官方待核	所给英文底稿	A0181-B0156	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Darras	达拉斯	暂定·官方待核	所给英文底稿	A0181-B0158	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Durun Atticus	杜伦·阿提克斯	暂定·官方待核	所给英文底稿	A0181-B0160	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Ecdurus	埃克杜鲁斯	暂定·官方待核	所给英文底稿	A0181-B0161	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Ennius	恩尼乌斯	暂定·官方待核	所给英文底稿	A0181-B0162	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Eutropius	欧特罗庇乌斯	暂定·官方待核	所给英文底稿	A0181-B0163	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Lacertus	拉瑟图斯	暂定·官方待核	所给英文底稿	A0181-B0165	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Vektus	威克图斯	暂定·官方待核	所给英文底稿	A0181-B0167	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Aan Kolver	安·科尔弗	暂定·官方待核	所给英文底稿	A0181-B0169	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Karel Mach	卡雷尔·马赫	暂定·官方待核	所给英文底稿	A0181-B0171	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Lech Vircule	莱赫·维尔库尔	暂定·官方待核	所给英文底稿	A0181-B0173	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Loreson Unfleshed	洛瑞森·无躯者	暂定·官方待核	所给英文底稿	A0181-B0175	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Ares Voitek	阿瑞斯·沃泰克	暂定·官方待核	所给英文底稿	A0183-B0093	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Autek Mor	奥特克·莫尔	暂定·官方待核	所给英文底稿	A0188-B0111	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Veur	弗尔	暂定·官方待核	所给英文底稿	A0181-B0181	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Casalir Lorramech	卡萨利尔·洛拉梅奇	暂定·官方待核	所给英文底稿	A0181-B0183	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Lasko Midoa	拉斯科·米多亚	暂定·官方待核	所给英文底稿	A0181-B0185	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Castrmen Orth	卡斯特门·奥斯	暂定·官方待核	所给英文底稿	A0189-B0016	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Crius	克利俄斯	暂定·官方待核	所给英文底稿	A0181-B0189	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Athanatos	阿萨纳托斯	暂定·官方待核	所给英文底稿	A0181-B0190	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Phidias	菲迪亚斯	暂定·官方待核	所给英文底稿	A0181-B0191	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Verud Pergellen	维鲁德·佩格伦	暂定·官方待核	所给英文底稿	A0181-B0193	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Domadus	多玛杜斯	暂定·官方待核	所给英文底稿	A0181-B0195	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Sardon Karaashison	萨尔东·卡拉阿希松	暂定·官方待核	所给英文底稿	A0181-B0199	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Erasmus Ruuman	伊拉斯谟·鲁曼	暂定·官方待核	所给英文底稿	A0181-B0201	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Ishmal Sulnar	伊什马尔·苏尔纳	暂定·官方待核	所给英文底稿	A0181-B0203	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Tarkan	塔尔坎	暂定·官方待核	所给英文底稿	A0181-B0205	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Agapito Nev	阿加皮托·涅夫	暂定·官方待核	所给英文底稿	A0188-B0139	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Chovani	乔瓦尼	暂定·官方待核	所给英文底稿	A0181-B0212	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Corbyk	科比克	暂定·官方待核	所给英文底稿	A0181-B0214	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Gal	加尔	暂定·官方待核	所给英文底稿	A0181-B0216	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Henn	亨恩	暂定·官方待核	所给英文底稿	A0181-B0218	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Vanda	万达	暂定·官方待核	所给英文底稿	A0181-B0220	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Aloni Tev	阿洛尼·特夫	暂定·官方待核	所给英文底稿	A0181-B0222	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Shaak	沙克	暂定·官方待核	所给英文底稿	A0181-B0224	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Branne Nev	布兰尼·涅夫	暂定·官方待核	所给英文底稿	A0188-B0137	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Navar Hef	纳瓦尔·赫夫	暂定·官方待核	所给英文底稿	A0181-B0228	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Xanda Neroka	赞达·尼罗卡	暂定·官方待核	所给英文底稿	A0181-B0230	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Devor	德沃尔	暂定·官方待核	所给英文底稿	A0181-B0232	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Foss	福斯	暂定·官方待核	所给英文底稿	A0181-B0234	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Calda	卡尔达	暂定·官方待核	所给英文底稿	A0181-B0236	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Drayk	德雷克	暂定·官方待核	所给英文底稿	A0181-B0238	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Fannas	凡纳斯	暂定·官方待核	所给英文底稿	A0181-B0240	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Garba	加尔巴	暂定·官方待核	所给英文底稿	A0181-B0242	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Kaddian Styrus	卡迪安·斯泰勒斯	暂定·官方待核	所给英文底稿	A0181-B0244	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Kannak	坎纳克	暂定·官方待核	所给英文底稿	A0181-B0246	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Kelpel	凯尔佩尔	暂定·官方待核	所给英文底稿	A0181-B0248	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Kharvo	卡沃	暂定·官方待核	所给英文底稿	A0181-B0250	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Nakaska	纳卡斯卡	暂定·官方待核	所给英文底稿	A0181-B0252	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Nastar	纳斯塔尔	暂定·官方待核	所给英文底稿	A0181-B0254	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Sannad	萨纳德	暂定·官方待核	所给英文底稿	A0181-B0256	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Volb	沃尔布	暂定·官方待核	所给英文底稿	A0181-B0258	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Chamell	查梅尔	暂定·官方待核	所给英文底稿	A0181-B0260	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Senderwat	森德瓦特	暂定·官方待核	所给英文底稿	A0181-B0262	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Fasur	法苏尔	暂定·官方待核	所给英文底稿	A0181-B0264	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Korin	科林	暂定·官方待核	所给英文底稿	A0181-B0266	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Strang	斯特兰	暂定·官方待核	所给英文底稿	A0181-B0268	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Gherith Arendi	格里思·阿伦迪	暂定·官方待核	所给英文底稿	A0181-B0270	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Shray Chavyon	谢雷·查维恩	暂定·官方待核	所给英文底稿	A0181-B0272	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Soukhounou	索胡努	暂定·官方待核	所给英文底稿	A0181-B0274	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Ashel	阿舍尔	暂定·官方待核	所给英文底稿	A0181-B0276	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Balsar Kurthuri	巴尔萨·库尔图里	暂定·官方待核	所给英文底稿	A0183-B0119	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Fara Tex	法拉·泰克斯	暂定·官方待核	所给英文底稿	A0181-B0280	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Ghelt	盖尔特	暂定·官方待核	所给英文底稿	A0181-B0282	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Hadraig Dor	哈德拉格·多尔	暂定·官方待核	所给英文底稿	A0181-B0284	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Lukar Fereni	卢卡尔·费雷尼	暂定·官方待核	所给英文底稿	A0181-B0285	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Marko Diz	马可·迪兹	暂定·官方待核	所给英文底稿	A0181-B0286	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Stradon Binalt	斯特拉顿·比纳尔特	暂定·官方待核	所给英文底稿	A0181-B0288	本范围对照英文后沿用或修订；未查得官方对应，暂定。
Syth Arriax	西斯·阿里亚克斯	暂定·官方待核	所给英文底稿	A0181-B0290	本范围对照英文后沿用或修订；未查得官方对应，暂定。
