英文标准词	采用中文	译名状态	依据	定位	编辑说明
Gideon Ravenor	吉迪恩·拉文诺	暂定·官方待核	所给英文底稿	篇 0034	按本篇语境定译；同形普通词不作机械替换。
Jader Trice	贾德·特里斯	暂定·官方待核	所给英文底稿	篇 0034	按本篇语境定译；同形普通词不作机械替换。
Eustis Majoris	尤斯蒂斯主星	暂定·官方待核	所给英文底稿	篇 0034	按本篇语境定译；同形普通词不作机械替换。
Mergent Worlds	梅根特诸世界	暂定·官方待核	所给英文底稿	篇 0034	按本篇语境定译；同形普通词不作机械替换。
Secretists	秘术师	暂定·官方待核	所给英文底稿	篇 0034	按本篇语境定译；同形普通词不作机械替换。
Petropolis	佩特罗波利斯	暂定·官方待核	所给英文底稿	篇 0034	按本篇语境定译；同形普通词不作机械替换。
Theodor Cadizky	西奥多·卡迪斯基	暂定·官方待核	所给英文底稿	篇 0034	按本篇语境定译；同形普通词不作机械替换。
Old Sacristy	旧圣器室	暂定·官方待核	所给英文底稿	篇 0034	按本篇语境定译；同形普通词不作机械替换。
Aestimare	战略价值评级	暂定·官方待核	所给英文底稿	篇 0035	按本篇语境定译；同形普通词不作机械替换。
Aestemare	战略价值评级	暂定·官方待核	所给英文底稿	篇 0035	按本篇语境定译；同形普通词不作机械替换。
Aestimere	战略价值评级	暂定·官方待核	所给英文底稿	篇 0035	按本篇语境定译；同形普通词不作机械替换。
Fixer	调解人	暂定·官方待核	所给英文底稿	篇 0026	按本篇语境定译；同形普通词不作机械替换。
Hardbit	老狠角	暂定·官方待核	所给英文底稿	篇 0026	按本篇语境定译；同形普通词不作机械替换。
Big Shot	重枪手	暂定·官方待核	所给英文底稿	篇 0026	按本篇语境定译；同形普通词不作机械替换。
Spotter	观察手	暂定·官方待核	所给英文底稿	篇 0026	按本篇语境定译；同形普通词不作机械替换。
Stashmaster	储备管家	暂定·官方待核	所给英文底稿	篇 0026	按本篇语境定译；同形普通词不作机械替换。
Battlemutt	战斗犬	暂定·官方待核	所给英文底稿	篇 0026	按本篇语境定译；同形普通词不作机械替换。
Tankstopper Rifle	反坦克步枪	暂定·官方待核	所给英文底稿	篇 0026	按本篇语境定译；同形普通词不作机械替换。
Mutant Abomination	变异憎恶体	暂定·官方待核	所给英文底稿	篇 0027	按本篇语境定译；同形普通词不作机械替换。
Mutant Monstrosity	变异怪物	暂定·官方待核	所给英文底稿	篇 0027	按本篇语境定译；同形普通词不作机械替换。
Dissembler	伪装者	暂定·官方待核	所给英文底稿	篇 0027	按本篇语境定译；同形普通词不作机械替换。
Twist	扭子	暂定·官方待核	所给英文底稿	篇 0027	按本篇语境定译；同形普通词不作机械替换。
Land Raider	兰德掠袭者战车	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英同名单位表对应核对。
Sagitaur	人马座战车	官方已核对	GW-09；GW-10	两册第27页	按官方中英同名单位表对应核对。
Onager Dunecrawler	沙丘爬行者	官方已核对	GW-09；GW-10	两册第4页	按官方中英同名单位表对应核对。
Immolator	献祭者装甲车	官方已核对	GW-09；GW-10	两册第2页	按官方中英同名单位表对应核对。
Baal Predator	巴尔掠食者坦克	官方已核对	GW-09；GW-10	两册第11页	按官方中英同名单位表对应核对。
Land Speeder Vengeance	复仇型兰德速攻艇	官方已核对	GW-09；GW-10	两册第17页	按官方中英同名单位表对应核对。
Nephilim Jetfighter	涅菲里姆战机	官方已核对	GW-09；GW-10	两册第17页	按官方中英同名单位表对应核对。
Assignment	灵能分级	暂定·官方待核	所给英文底稿	篇 0036	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Sanctioned Psyker	合法灵能者	暂定·官方待核	所给英文底稿	篇 0036	沿用核心术语；认可程序并不译为制裁。
Apex Twins	顶点双子	暂定·官方待核	所给英文底稿	篇 0036	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Burning Princess	燃烧公主	暂定·官方待核	所给英文底稿	篇 0036	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Mortanna Shroud	莫尔坦纳·肖德	暂定·官方待核	所给英文底稿	篇 0036	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Calumny Faal	卡勒姆尼·法尔	暂定·官方待核	所给英文底稿	篇 0036	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Agun Soric	阿贡·索里克	暂定·官方待核	所给英文底稿	篇 0036	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Esarhaddon	以撒哈顿	暂定·官方待核	所给英文底稿	篇 0036	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Prefecture Magisterium	辖区裁判所	暂定·官方待核	所给英文底稿	篇 0037	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Imperium Secundus	第二帝国	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Imperator Regis	雷吉斯帝皇	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Lord Warden	守望领主	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Lord Protector	护国领主	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Valentus Dolor	瓦伦图斯·多洛尔	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Barabas Dantioch	巴拉巴斯·丹提欧克	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Warsmith	战争铁匠	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Pharos	灯塔	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Zytos	赛托斯	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Verano Ebb	维拉诺·埃布	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Eeron Kleve	埃伦·克莱夫	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Timur Gantulga	帖木儿·甘图勒嘎	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Alexis Polux	亚历克西斯·泼鲁克斯	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Faffnr Bludbroder	法夫纳·血盟	暂定·官方待核	所给英文底稿	篇 0038	按原文语境定译；若与核心定译已有项冲突，请主审统一。
High Gothic	高哥特语	暂定·官方待核	所给英文底稿	篇 0039	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Low Gothic	低哥特语	暂定·官方待核	所给英文底稿	篇 0040	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Imperial Gothic	帝国哥特语	暂定·官方待核	所给英文底稿	篇 0040	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Tech	技术语	暂定·官方待核	所给英文底稿	篇 0039	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Aquila	天鹰	暂定·官方待核	所给英文底稿	篇 0041	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Sign of the Aquila	天鹰礼	暂定·官方待核	所给英文底稿	篇 0041	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Sign of the Cog	齿轮礼	暂定·官方待核	所给英文底稿	篇 0041	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Order of the Storm	风暴勋章	暂定·官方待核	所给英文底稿	篇 0041	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Aquila Token	天鹰徽记	暂定·官方待核	所给英文底稿	篇 0041	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Thrones	王座币	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Guild Scrip	行会代券	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Scrip	代券	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Gelt	盖尔特	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Slates	板币	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Profit Factor	利润因子	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Port Wander	漫游港	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Koronus Expanse	克洛诺斯广域	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Moebian Domain	莫比安领	暂定·官方待核	所给英文底稿	篇 0042	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Imperial Truth	帝国真理	暂定·官方待核	所给英文底稿	篇 0043	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Lectitio Divinitatus	神性论	暂定·官方待核	所给英文底稿	篇 0043	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Cant Mechanicus	机械之语	暂定·官方待核	所给英文底稿	篇 0044	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Thoughtmark	思想印记	暂定·官方待核	所给英文底稿	篇 0044	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Bionics	仿生改造	暂定·官方待核	所给英文底稿	篇 0044	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Sucrosol	蔗糖基液	暂定·官方待核	所给英文底稿	篇 0044	按原文语境定译；若与核心定译已有项冲突，请主审统一。
hydroplastics	液压塑体	暂定·官方待核	所给英文底稿	篇 0044	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Bauxanium	鲍克萨尼姆矿	暂定·官方待核	所给英文底稿	篇 0044	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Diamonite	戴亚莫奈特矿	暂定·官方待核	所给英文底稿	篇 0044	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Trans-Sulphur	超硫	暂定·官方待核	所给英文底稿	篇 0044	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Dictates Imperialis	帝国法令	暂定·官方待核	所给英文底稿	篇 0045	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Book of Judgement	审判之书	暂定·官方待核	所给英文底稿	篇 0045	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Imperial Tithe	帝国什一税	暂定·官方待核	所给英文底稿	篇 0046	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Aptus Non	特级免税	暂定·官方待核	所给英文底稿	篇 0046	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Departmento Exacta	计校部	暂定·官方待核	所给英文底稿	篇 0046	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Exacta	强征税	暂定·官方待核	所给英文底稿	篇 0046	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Ordo Chronos	时序审判庭	暂定·官方待核	所给英文底稿及主审统一决定	A0098-B0058	审判庭分支统一后缀；旧稿修会不代表机械修会或修道组织。
Chronostrife	时间冲突	暂定·官方待核	所给英文底稿	篇 0047	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Carb	碳粮	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Carb-bar	碳水棒	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Carb-tack	碳水硬饼	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Carb-strands	碳水面条	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Corpse-Starch	尸淀粉	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Mould Grub	菌粉面包	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Bloatfrog pudding	胀蛙布丁	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Skirrer	斯基勒	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Slab	肉砖	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Stamp	印块	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Stamp broth	印块汤	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Spun starch	拉丝淀粉	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Vitamead	维生素蜜酒	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Carboloaf	碳水面包	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Doomberry	末日莓	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Rotgut	劣质酒	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Pipe Juice	管汁	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Tanna Tea	塔纳茶	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Recaff	瑞卡夫	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Schnapps	施纳普斯	暂定·官方待核	所给英文底稿	篇 0048	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Clear	清明	暂定·官方待核	所给英文底稿	篇 0050	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Crash	崩溃	暂定·官方待核	所给英文底稿	篇 0050	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Dreamjuice	梦汁	暂定·官方待核	所给英文底稿	篇 0050	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Flects	映片	暂定·官方待核	所给英文底稿	篇 0050	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Grinweed	笑草	暂定·官方待核	所给英文底稿	篇 0050	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Lho Stick	罗叶烟	暂定·官方待核	所给英文底稿	篇 0050	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Torpor	迟钝	暂定·官方待核	所给英文底稿	篇 0050	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Yellodes	黄丸	暂定·官方待核	所给英文底稿	篇 0050	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Silica Animus	硅基知灵	暂定·官方待核	所给英文底稿	篇 0051	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Crimson Accords of Mars	火星深红协议	暂定·官方待核	所给英文底稿	篇 0051	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Standard Template Construct	标准模板构造	暂定·官方待核	所给英文底稿	篇 0052	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Arkhan Land	阿坎·兰德	暂定·官方待核	所给英文底稿	篇 0052	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Librarius Omnis	全知图书馆	暂定·官方待核	所给英文底稿	篇 0052	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Thermae Missile Suit	瑟迈导弹甲	暂定·官方待核	所给英文底稿	篇 0052	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Aegis Data Fragments	神盾数据残片	暂定·官方待核	所给英文底稿	篇 0052	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Spirit of Eternity	永恒之魂号	暂定·官方待核	所给英文底稿	篇 0052	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Ozimandian	奥兹曼迪安	暂定·官方待核	所给英文底稿	篇 0052	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Omnid Torquora	奥尼德·托夸拉	暂定·官方待核	所给英文底稿	篇 0052	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Dark Marches Crusade	黑暗边区远征	暂定·官方待核	所给英文底稿	篇 0053	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Icaria Crusade	伊卡利亚远征	暂定·官方待核	所给英文底稿	篇 0053	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Geno Five-Two Chiliad	基诺五二千连团	暂定·官方待核	所给英文底稿	篇 0054	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Teng Namatjira	腾·纳马吉拉	暂定·官方待核	所给英文底稿	篇 0054	按原文语境定译；若与核心定译已有项冲突，请主审统一。
War of Faith	信仰战争	暂定·官方待核	所给英文底稿	篇 0055	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Primarch Project	原体计划	暂定·官方待核	所给英文底稿	篇 0056	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Webway Project	网道计划	暂定·官方待核	所给英文底稿	篇 0057	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Unifiers	统合士	暂定·官方待核	所给英文底稿	篇 0057	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Paternova	最高族长	暂定·官方待核	所给英文底稿	篇 0057	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Dark Glass	黑暗琉璃	暂定·官方待核	所给英文底稿	篇 0057	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Council of Nikaea	尼凯亚会议	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Edict of Nikaea	尼凯亚法令	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Targutai Yesugei	塔里忽台·也速该	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Othere Wyrdmake	奥瑟瑞·命造	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Aun Helwintr	奥恩·冥冬	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Amon Tauromachian	阿蒙·塔罗马奇	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Hidden Ones	隐者	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Epistolary	星语官	暂定·官方待核	所给英文底稿	篇 0058	主审统一沿用第254篇标题；与 Astropath 星语者区分。
Codicier	典记员	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Chief Librarian	首席智库员	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Tylos Rubio	泰洛斯·鲁比奥	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Hearing of the Thousands	千子听证	暂定·官方待核	所给英文底稿	篇 0058	按原文语境定译；若与核心定译已有项冲突，请主审统一。
Adept	帝国任职者	暂定·官方待核	所给英文底稿及主审统一决定	篇 69	广义身份包含军人与文官；行政语境可用文吏，不能全书替换。
Tech Adept	技术专家	暂定·官方待核	所给英文底稿及主审统一决定	篇 69	主审与155篇统一决定；按专门称谓处理。
Mystic	神秘者	暂定·官方待核	所给英文底稿及主审统一决定	篇 68	随从类型，保留职业专名。
Bolt Magnet	爆矢磁铁	暂定·官方待核	所给英文底稿及主审统一决定	篇 68	行话，指吸引火力的随从。
Armorplas	甲塑	暂定·官方待核	所给英文底稿及主审统一决定	篇 59	材料暂译，非普通钢甲。
Warrant of Trade	贸易许可	暂定·官方待核	所给英文底稿及主审统一决定	篇 70	沿用现稿，特许权文书。
Letter of Marque	特许信件	暂定·官方待核	所给英文底稿及主审统一决定	篇 70	本设定文书类别，沿用现稿，不据现实私掠语义直接等同。
Merchant Charter	商船特许状	暂定·官方待核	所给英文底稿及主审统一决定	篇 70	与贸易许可区分。
Lord-Captain Laomyr	领主舰长劳梅尔	暂定·官方待核	所给英文底稿及主审统一决定	篇 70	人名与头衔暂译。
Katrina Zaat	卡特里娜·扎特	暂定·官方待核	所给英文底稿及主审统一决定	篇 70	人名沿现稿。
Gun-Cutter	武装小艇	暂定·官方待核	所给英文底稿及主审统一决定	篇 70	原译枪炮切割舰误按字面。
Sanctioned Xenos	合法异形	暂定·官方待核	所给英文底稿及主审统一决定	篇 70	经许可随从类别。
Kommando	特种兵	官方已核对	GW-09／GW-10官方中英军务手册	GW09中文第30页；GW10英文第29页；篇0070	复数Kommandos单位名称对应；沿后续已核官译回改旧暂译突击小子。
Repulsor Shield	排斥盾	暂定·官方待核	所给英文底稿及主审统一决定	篇 71	特殊频率舰载护盾，非反击动作。
Talisman of Seven Hammers	七锤护身符	暂定·官方待核	所给英文底稿及主审统一决定	篇 75	统一73七锤护符的缩写。
Pieter Helian Achelieux	彼得·赫利安·阿舍利厄	暂定·官方待核	所给英文底稿及主审统一决定	篇 74	与73简写 Pieter Achelieux 统一姓氏。
Pieter Achelieux	彼得·阿舍利厄	暂定·官方待核	所给英文底稿及主审统一决定	篇 73	Pieter Helian Achelieux 的简写。
Veil	韦尔	暂定·官方待核	所给英文底稿及主审统一决定	篇 74	导航员家族特工名，沿现稿。
Aghalbor	阿高博尔	暂定·官方待核	所给英文底稿及主审统一决定	篇 75	恶魔名，沿现稿。
Draaksward	火龙之剑护卫	暂定·官方待核	所给英文底稿及主审统一决定	篇 75	此处三名护卫不是三把武器。
Theomancer	神术师	暂定·官方待核	所给英文底稿及主审统一决定	篇 76	解读帝皇塔罗牌的灵能者职业，暂沿用现稿。
Discordia	纷争	暂定·官方待核	所给英文底稿及主审统一决定	篇 76	塔罗花色。
