英文标准词	采用中文	译名状态	依据	定位	编辑说明
Volkite Cardanelle	爆燃臼炮	暂定·官方待核	所给英文底稿	篇1318	按英文语境沿现稿或修正；官方对应待核。
Volkite Combustor	爆燃燃烧炮	暂定·官方待核	所给英文底稿	篇1318	按英文语境沿现稿或修正；官方对应待核。
Volkite Veuglaire	爆燃射线炮	暂定·官方待核	所给英文底稿	篇1318	按英文语境沿现稿或修正；官方对应待核。
Volkite Chieorovile	爆燃邪光	暂定·官方待核	所给英文底稿	篇1318	按英文语境沿现稿或修正；官方对应待核。
Volkite Eradicator	爆燃根除者	暂定·官方待核	所给英文底稿	篇1318	按英文语境沿现稿或修正；官方对应待核。
Volkite Destructor	爆燃破坏炮	暂定·官方待核	所给英文底稿	篇1318	按英文语境沿现稿或修正；官方对应待核。
Volkite Storm Accelerator	爆燃风暴加速炮	暂定·官方待核	所给英文底稿	篇1318	按英文语境沿现稿或修正；官方对应待核。
Triaros Armoured Conveyer	特里亚罗斯装甲运输车	暂定·官方待核	所给英文底稿	篇1318	按英文语境沿现稿或修正；官方对应待核。
Mars-Omega Pattern	火星—欧米伽型	暂定·官方待核	所给英文底稿	篇1321	按英文语境沿现稿或修正；官方对应待核。
Fellglaive	飞刃坦克	暂定·官方待核	所给英文底稿	篇1326	与Glaive坦克同一型号；https://wh40k.lexicanum.com/wiki/Glaive；中文沿1318现稿，原残暴刃。
Bionics	仿生改造／仿生部件	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Augmetics	机械增强体	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Psi-booster	灵能增强器	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Mind Impulse Unit	思维驱动单元	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
MIU	思维驱动单元	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Mechadendrites	机械触须	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Skinplants	皮肤植入纹饰	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Electoos	源力回路	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Electrografts	源力植入物	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Rite of Pure Thought	纯净思维仪式	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Toxiphage	噬毒体	暂定·官方待核	所给英文底稿	篇1328	按英文语境沿现稿或修正；官方对应待核。
Servo-arm	伺服臂	暂定·官方待核	所给英文底稿	篇1329	按英文语境沿现稿或修正；官方对应待核。
Servo-harness	伺服套件	暂定·官方待核	所给英文底稿	篇1330	按英文语境沿现稿或修正；官方对应待核。
Targetting-Web	瞄准网络	暂定·官方待核	所给英文底稿	篇1331	按英文语境沿现稿或修正；官方对应待核。
Suspensor Web	悬带网络	暂定·官方待核	所给英文底稿	篇1332	按英文语境沿现稿或修正；官方对应待核。
Vox-Operated	声控装置	暂定·官方待核	所给英文底稿	篇1333	按英文语境沿现稿或修正；官方对应待核。
Grav-Amp	重力放大器	暂定·官方待核	所给英文底稿	篇1334	按英文语境沿现稿或修正；官方对应待核。
Tripod	三脚架	暂定·官方待核	所给英文底稿	篇1335	按英文语境沿现稿或修正；官方对应待核。
Cutter Torches	切割喷灯	暂定·官方待核	所给英文底稿	篇1336	按英文语境沿现稿或修正；官方对应待核。
Cameleoline Tarpaulin	变色龙伪装篷布	暂定·官方待核	所给英文底稿	篇1337	按英文语境沿现稿或修正；官方对应待核。
Infiltriol	渗透涂剂	暂定·官方待核	所给英文底稿	篇1338	按英文语境沿现稿或修正；官方对应待核。
Iyrzek	伊尔泽克	暂定·官方待核	所给英文底稿	篇1338	按英文语境沿现稿或修正；官方对应待核。
Jump Pack	跳跃背包	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
Corvid Pattern Jump Pack	鸦型跳跃背包	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
Heavy Jump Pack	重型跳跃背包	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
Enigmatus Pattern Jump Pack	迷影型跳跃背包	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
Valkyris Pattern	瓦尔基里型	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
Venatari Jump Harness	翔猎跳跃套具	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
Warhawk Pattern	战鹰型	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
Winged Jump Pack	飞翼跳跃背包	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
The Korvidine Pinions	渡鸦翼羽	暂定·官方待核	所给英文底稿	篇1339	按英文语境沿现稿或修正；官方对应待核。
Grav Chutes	重力伞	暂定·官方待核	所给英文底稿	篇1340	按英文语境沿现稿或修正；官方对应待核。
Grapnel Launcher	抓钩发射器	暂定·官方待核	所给英文底稿	篇1341	按英文语境沿现稿或修正；官方对应待核。
Scanner	扫描仪	暂定·官方待核	所给英文底稿	篇1342	按英文语境沿现稿或修正；官方对应待核。
Auspex	鸟卜仪	暂定·官方待核	所给英文底稿	篇1342	按英文语境沿现稿或修正；官方对应待核。
Surveyor	勘测仪	暂定·官方待核	所给英文底稿	篇1342	按英文语境沿现稿或修正；官方对应待核。
Augury Scanner	占卜扫描仪	暂定·官方待核	所给英文底稿	篇1342	按英文语境沿现稿或修正；官方对应待核。
Noospheric Interlopers	思维空间侵入器	暂定·官方待核	所给英文底稿	篇1342	按英文语境沿现稿或修正；官方对应待核。
Energy Scanner	能量扫描仪	暂定·官方待核	所给英文底稿	篇1342	按英文语境沿现稿或修正；官方对应待核。
Divinator Class	占卜师级	暂定·官方待核	所给英文底稿	篇1342	按英文语境沿现稿或修正；官方对应待核。
Lodestar Class	北极星级	暂定·官方待核	所给英文底稿	篇1342	按英文语境沿现稿或修正；官方对应待核。
Omniscope	全景观察镜	暂定·官方待核	所给英文底稿	篇1343	按英文语境沿现稿或修正；官方对应待核。
Signum	目标指示器	暂定·官方待核	所给英文底稿	篇1344	按英文语境沿现稿或修正；官方对应待核。
Stalker Flare	追猎者标记	暂定·官方待核	所给英文底稿	篇1345	按英文语境沿现稿或修正；官方对应待核。
Auto-Sense Goggles	自动感应目镜	暂定·官方待核	所给英文底稿	篇1345	按英文语境沿现稿或修正；官方对应待核。
Preysense Sights	猎感瞄准镜	暂定·官方待核	所给英文底稿	篇1345	按英文语境沿现稿或修正；官方对应待核。
Grav-flares	重力照明弹	暂定·官方待核	所给英文底稿	篇1346	按英文语境沿现稿或修正；官方对应待核。
Photon Beam Searchlight	光束探照灯	暂定·官方待核	所给英文底稿	篇1347	按英文语境沿现稿或修正；官方对应待核。
Luminator Signal Flare Capsules	发光信号照明器	暂定·官方待核	所给英文底稿	篇1348	按英文语境沿现稿或修正；官方对应待核。
Vox-caster	通讯器	官方已核对	GW-04 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_chi_16.10.pdf；GW-11 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_eng_16.10.pdf	GW-04/GW-11同版索引第31页	逐项核读相同单位的中英文名称；Tempestors同名星际战士战团另作唤风者，不混并。
Master Vox	大功率通讯器	官方已核对	GW-04 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_chi_16.10.pdf；GW-11 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_eng_16.10.pdf	GW-04/GW-11同版索引第15页	逐项核读相同单位的中英文名称；Tempestors同名星际战士战团另作唤风者，不混并。
Bombast-Class Vox-Array	浮夸级音阵阵列	暂定·官方待核	所给英文底稿	篇1349	按英文语境沿现稿或修正；官方对应待核。
Urvax	乌尔瓦克斯	暂定·官方待核	所给英文底稿	篇1349	按英文语境沿现稿或修正；官方对应待核。
Clarion Vox Array	号角音阵阵列	暂定·官方待核	所给英文底稿	篇1349	按英文语境沿现稿或修正；官方对应待核。
Nuncio-Vox	通讯引导阵列	暂定·官方待核	所给英文底稿	篇1349	按英文语境沿现稿或修正；官方对应待核。
Sonegraph 160	索尼格拉夫160	暂定·官方待核	所给英文底稿	篇1349	按英文语境沿现稿或修正；官方对应待核。
Theta-901	西塔-901	暂定·官方待核	所给英文底稿	篇1349	按英文语境沿现稿或修正；官方对应待核。
Omni-Scrambler	全频扰频器	暂定·官方待核	所给英文底稿	篇1350	按英文语境沿现稿或修正；官方对应待核。
Timewarper	时间扭曲器	暂定·官方待核	所给英文底稿	篇1351	按英文语境沿现稿或修正；官方对应待核。
Cryo-Box	冷冻箱	暂定·官方待核	所给英文底稿	篇1352	按英文语境沿现稿或修正；官方对应待核。
Narthecium	医疗套件	暂定·官方待核	所给英文底稿	篇1353	按英文语境沿现稿或修正；官方对应待核。
Hagen Pattern Narthecium	哈根型医疗套件	暂定·官方待核	所给英文底稿	篇1353	按英文语境沿现稿或修正；官方对应待核。
Acus Placidus	平静针	暂定·官方待核	所给英文底稿	篇1353	按英文语境沿现稿或修正；官方对应待核。
Exsanguinator	放血器	暂定·官方待核	所给英文底稿	篇1353	按英文语境沿现稿或修正；官方对应待核。
Fang of Morkai	莫凯之牙	暂定·官方待核	所给英文底稿	篇1353	按英文语境沿现稿或修正；官方对应待核。
Helix-pattern Narthecium	螺旋型医疗套件	暂定·官方待核	所给英文底稿	篇1354	按英文语境沿现稿或修正；官方对应待核。
Fulcrite	弗尔克赖特	暂定·官方待核	所给英文底稿	篇1354	按英文语境沿现稿或修正；官方对应待核。
Helix Gauntlet	医疗臂铠	暂定·官方待核	所给英文底稿	篇1355	按英文语境沿现稿或修正；官方对应待核。
Carnifex (medical tool)	刽子手	暂定·官方待核	所给英文底稿	篇1356	按英文语境沿现稿或修正；官方对应待核。
The Emperor’s Peace	帝皇安宁	暂定·官方待核	所给英文底稿	篇1356	按英文语境沿现稿或修正；官方对应待核。
Grenade	手榴弹	暂定·官方待核	所给英文底稿	篇1357	按英文语境沿现稿或修正；官方对应待核。
Frag Grenade	破片手榴弹	暂定·官方待核	所给英文底稿	篇1357	按英文语境沿现稿或修正；官方对应待核。
Krak Grenade	穿甲手榴弹	暂定·官方待核	所给英文底稿	篇1357	按英文语境沿现稿或修正；官方对应待核。
Stikkbomb	棍子炸弹	暂定·官方待核	所给英文底稿	篇1357	按英文语境沿现稿或修正；官方对应待核。
Neurostun Grenade	神经震晕手榴弹	暂定·官方待核	所给英文底稿	篇1357	按英文语境沿现稿或修正；官方对应待核。
Psyk-out Grenade	反灵手榴弹	暂定·官方待核	所给英文底稿	篇1357	按英文语境沿现稿或修正；官方对应待核。
Photon Flash Flare	光子闪光弹	暂定·官方待核	所给英文底稿	篇1360	按英文语境沿现稿或修正；官方对应待核。
Shock Grenade	震撼手榴弹	暂定·官方待核	所给英文底稿	篇1361	按英文语境沿现稿或修正；官方对应待核。
Choke Grenade	窒息手榴弹	暂定·官方待核	所给英文底稿	篇1362	按英文语境沿现稿或修正；官方对应待核。
Purification Vial	净化瓶	暂定·官方待核	所给英文底稿	篇1363	按英文语境沿现稿或修正；官方对应待核。
Melta Bomb	热熔炸弹	暂定·官方待核	所给英文底稿	篇1364	按英文语境沿现稿或修正；官方对应待核。
Phosphex Bomb	磷化炸弹	暂定·官方待核	所给英文底稿	篇1365	按英文语境沿现稿或修正；官方对应待核。
Breacher Charge	攻坚炸药	暂定·官方待核	所给英文底稿	篇1366	按英文语境沿现稿或修正；官方对应待核。
Remote Detonation Pack	遥控炸药包	暂定·官方待核	所给英文底稿	篇1367	按英文语境沿现稿或修正；官方对应待核。
Frag Assault Launcher	破片突击发射器	暂定·官方待核	所给英文底稿	篇1368	按英文语境沿现稿或修正；官方对应待核。
Haywire Mine	紊乱地雷	暂定·官方待核	所给英文底稿	篇1369	按英文语境沿现稿或修正；官方对应待核。
Cluster Mine	集束地雷	暂定·官方待核	所给英文底稿	篇1370	按英文语境沿现稿或修正；官方对应待核。
Virus Bomb	病毒炸弹	暂定·官方待核	所给英文底稿	篇1371	按英文语境沿现稿或修正；官方对应待核。
Life-Eater Virus	噬生病毒	暂定·官方待核	所给英文底稿	篇1371	按英文语境沿现稿或修正；官方对应待核。
Iron Halo	铁光环	暂定·官方待核	所给英文底稿	篇1372	按英文语境沿现稿或修正；官方对应待核。
Psychic Hood	灵能兜帽	暂定·官方待核	所给英文底稿	篇1373	按英文语境沿现稿或修正；官方对应待核。
Neural Shroud	神经护罩	暂定·官方待核	所给英文底稿	篇1374	按英文语境沿现稿或修正；官方对应待核。
Shift Field	偏转力场	暂定·官方待核	所给英文底稿	篇1375	按英文语境沿现稿或修正；官方对应待核。
Tempestor	风暴忠嗣队长	官方已核对	GW-04 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_chi_16.10.pdf；GW-11 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_eng_16.10.pdf	GW-04/GW-11同版索引第124页	逐项核读相同单位的中英文名称；Tempestors同名星际战士战团另作唤风者，不混并。
Tempestor Prime	风暴忠嗣统领	官方已核对	GW-04 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_chi_16.10.pdf；GW-11 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_eng_16.10.pdf	GW-04/GW-11同版索引第121页	逐项核读相同单位的中英文名称；Tempestors同名星际战士战团另作唤风者，不混并。
Hot-shot lasgun	高能激光枪	官方已核对	GW-04 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_chi_16.10.pdf；GW-11 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_eng_16.10.pdf	GW-04/GW-11同版索引第123页	逐项核读相同单位的中英文名称；Tempestors同名星际战士战团另作唤风者，不混并。
Hot-shot laspistol	高能激光手枪	官方已核对	GW-04 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_chi_16.10.pdf；GW-11 https://assets.warhammer-community.com/warhammer40000_indexes_astramilitarum_eng_16.10.pdf	GW-04/GW-11同版索引第123页	逐项核读相同单位的中英文名称；Tempestors同名星际战士战团另作唤风者，不混并。
