英文标准词	采用中文	译名状态	依据	定位	编辑说明
Corpus Sinister	左军	暂定·官方待核	英文底稿	第326篇 B0258	百秘骑士团的另一称呼。
Primordial Strain	原种	暂定·官方待核	英文底稿	第326篇 B0045	最早原型星际战士群体。
Uncrowned Princes	无冕王子	暂定·官方待核	英文底稿	第326篇 B0049	第一军团早期称号。
Five Hundred Companions	五百伙友	暂定·官方待核	英文底稿	第326篇 B0067	沿用现稿，不与内环近卫合并。
Feast of Malediction	诅咒之宴	暂定·官方待核	英文底稿	第326篇 B0231	仪式名，Feast暂按宴会译。
Rite of Sins Renounced	弃罪礼	暂定·官方待核	英文底稿	第326篇 B0231	与后项心诵分开。
Mindchant of the Iron Penance	钢铁苦修心诵	暂定·官方待核	英文底稿	第326篇 B0231	三日仪式，原译正念无依据。
Liturgy of the Thrice-avenged	三重复仇礼仪	暂定·官方待核	英文底稿	第326篇 B0231	独立仪式名。
Lingua Mortis	死亡之语	暂定·官方待核	英文底稿	第326篇 B0233	卡利班诸语的帝国分类名。
Battle-Cant	战斗密语	暂定·官方待核	英文底稿	第326篇 B0233	专用语言，非战歌。
Gene-phage	基因噬体	暂定·官方待核	英文底稿	第326篇 B0242	技术名，不无据补成噬菌体。
Silica-virae	硅基病毒	暂定·官方待核	英文底稿	第326篇 B0242	纳米灾疫技术，原二氧化硅病毒过度按化学字义展开。
Caliban’s Reach	卡利班之域	暂定·官方待核	英文底稿	第326篇 B0238	编阵名沿现稿。
Beastslayer Strike Force	屠兽者打击部队	暂定·官方待核	英文底稿	第326篇 B0281	军团编组名。
Scourge of Caliban	卡利班天灾	暂定·官方待核	英文底稿	第326篇 B0281	多方向突击编组名。
Lion’s Blade	雄狮之刃	暂定·官方待核	英文底稿	第326篇 B0281	编组名；此处Lion指原体称号。
Aginor Sigma	阿吉诺尔·西格玛	暂定·官方待核	英文底稿	第326篇 B0529	世界名，Sigma不强行改数字18。
Corvex	渡鸦号	暂定·官方待核	英文底稿	第326篇 B0577	沿现稿车辆名；唯一现存断言的资料限制已加注。
Farith Redloss	法瑞斯·雷德洛斯	暂定·官方待核	英文底稿	第326篇 B0590	统一后文瑞德罗斯与前文雷德洛斯。
Korahael	科拉海尔	暂定·官方待核	英文底稿	第326篇 B0633	统一后文科拉希尔。
Cypher	塞弗	暂定·官方待核	英文底稿	第326篇 B0638	统一塞弗与塞弗。
Marbas	马尔巴斯	暂定·官方待核	英文底稿	第326篇 B0648	统一本篇玛巴斯与马尔巴斯。
Elikas	埃利卡斯	暂定·官方待核	英文底稿	第326篇 B0606	修正缺失k音节的埃利亚斯。
Risen	赦天使	暂定·官方待核	英文底稿	第326篇 B0650	沿用现稿，区别仍统称堕天使的人群。
Orders Militant	武装骑士团	暂定·官方待核	英文底稿	第326篇 B0268	黑暗天使语境，区别修女会的战斗修会。
Pyrhus Calagat	皮鲁斯·卡拉加特	暂定·官方待核	英文底稿	第326篇 B0071	沿用现稿。
Calibanite	卡利班诸语	暂定·官方待核	英文底稿	第326篇 B0233	数十种语言的集合。
Host of Crowns	王冠天军	暂定·官方待核	英文底稿	第329篇 B0018	大远征早期组织，沿用现稿。
Deathwing Companion	死翼伴卫	暂定·官方待核	英文底稿	第329篇 B0069	与冠军、内环近卫分开。
Cloud Runner	云行者	暂定·官方待核	英文底稿	第329篇 B0110	死翼大导师以西结的别称。
Broodlord	族群领主	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09中文37页；GW-10英文36页	对应中英同名单位，已直接核读。
Redemptor Dreadnought	救赎者无畏机甲	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09中文33页；GW-10英文32页	对应中英同名单位，已直接核读。
Host of Bone	骸骨天军	暂定·官方待核	英文底稿	第331篇 B0011	沿用现稿。
Psionic Phages	灵能噬体	暂定·官方待核	英文底稿	第331篇 B0013	与基因噬体分开。
Initiate	正式成员	暂定·官方待核	英文底稿	第331篇 B0027	六翼等级语境，与Postulant相对，不套用黑色圣堂进阶者。
Postulant	望教者	暂定·官方待核	英文底稿	第331篇 B0029	候选成员，沿用现稿并在释文解释。
Dreadbringer	恐怖使者	暂定·官方待核	英文底稿	第331篇 B0020	恐翼领袖称号。
Annael	安奈尔	暂定·官方待核	英文底稿	第331篇 B0040	按330篇统一安纳尔与安奈尔。
Lance-Decurion	长枪十夫长	暂定·官方待核	英文底稿	第332篇 B0028	暂定称号，不推定实际编制人数。
Echelon	梯队	暂定·官方待核	英文底稿	第332篇 B0015	炎翼分遣队称呼。
Ironwing	铁翼	暂定·官方待核	英文底稿	第333篇 B0002	按326篇统一，原钢翼留对照。
Host of Iron	钢铁天军	暂定·官方待核	英文底稿	第333篇 B0007	第一军团前身组织。
Host of Stone	磐石天军	暂定·官方待核	英文底稿	第333篇 B0007	第一军团前身组织。
Stoneborn	磐石之子	暂定·官方待核	英文底稿	第333篇 B0007	铁翼终结者称号。
Breacher Squad	攻坚小队	暂定·官方待核	英文底稿	第334篇 B0011	暂定，与Devastator破坏者小队区分，主审待统筹。
Himalazian Base Code	喜马拉雅基础代码	暂定·官方待核	英文底稿	第333篇 B0015	机器语言名称，沿用现稿。
Ironbringer	钢铁使者	暂定·官方待核	英文底稿	第333篇 B0017	铁翼受选副官称号。
Halberd of Caliban	卡利班长戟	暂定·沿用现稿	英文语义及现稿	341 B0005	死翼冠军武器
Blade of Caliban	卡利班之刃	暂定·沿用现稿	英文语义及现稿	342 B0003	鸦翼冠军的古老动力剑
Enigmatii	迷影	暂定·沿用现稿	英文语义及现稿	346 B0001	炎翼精锐战士
Enigmatus Cabal	迷影密会	暂定	英文语义	346 B0003	炎翼小型精锐编组，原迷影阴谋团
Interemptor	屠灭者	暂定·沿用现稿	英文语义及现稿	347 B0001	恐翼部队；不同于 Intercessor
Rad-Hardened sub-systems	抗辐射子系统	暂定	英文语义	347 B0010	rad-hardened 指具备辐射耐受能力
Knights Cenobium	内环骑士	暂定·沿用现稿	英文语义及现稿	348 B0001	大远征时期临时精锐编组；区别现代内环近卫
Order of Santales	檀香骑士团	暂定·沿用现稿，待核	现稿专名	348 B0013	英文专名词源未核，不标为官方译名
Flail of the Unforgiven	戴罪者链枷	暂定	英文语义及已定 Unforgiven	350 B0009	原无情链枷
Deathwing Command Squad	死翼指挥小队	暂定	英文语义及 Command Squad 统一格式	351 B0001	原死翼指挥组，与鸦翼指挥小队格式统一
Seven Rites of the Raven	渡鸦七仪	暂定·沿用现稿	英文语义及现稿	353 B0003	黑骑士入选仪式
Ordu of Jaghatai	察合台军帐	暂定·官方待核	所给英文底稿	355 B0001	白疤自称，原察合台亲卫易与怯薛混淆
Jaghatai Khan	察合台可汗	暂定·官方待核	所给英文底稿	355 B0007	沿用现稿
Khorchin	科尔沁语	暂定·官方待核	所给英文底稿	355 B0001	乔高里斯哥特语变体
The Blooding	血誓	暂定·官方待核	所给英文底稿	355 B0053	军团集结刻疤仪式
Kalium Gate	卡利乌姆之门	暂定·官方待核	所给英文底稿	355 B0070	专名，原钾之门
Shiban Khan	昔班可汗	暂定·官方待核	所给英文底稿	355 B0066	沿用现稿
Torghun Khan	托尔浑可汗	暂定·官方待核	所给英文底稿	355 B0066	统一本篇托尔浑/托尔汉
Sagyar Mazan	萨加尔·马赞	暂定·官方待核	所给英文底稿	355 B0066	白疤以死赎罪的敢死部队
Noyan-Khan	诺扬汗	暂定·官方待核	所给英文底稿	355 B0118	军团时期高级军衔
Horde	部落	暂定·官方待核	所给英文底稿	355 B0118	白疤历史编制，规模原文前后有差异
Minghan	明汗	暂定·官方待核	所给英文底稿	355 B0118	白疤兄弟会的科尔沁语称谓，沿用现稿
Uhaan Solban	乌汉·索尔班	暂定·官方待核	所给英文底稿	355 B0122	晨星与昏星的守护者，白疤无畏的总称
Akoghlanlar	阿科格兰纳尔	暂定·官方待核	所给英文底稿	355 B0122	白疤军团药剂师组织，同段另拼Akoghlanar
Xo Hutan	佐·忽坦	暂定·官方待核	所给英文底稿	355 B0152	原佐可汗错将姓名第二部分看作职衔
Brotherhood of the Sable Wolf	黑狼兄弟会	暂定·官方待核	所给英文底稿	355 B0164	Sable指黑色，不是sabre刃
Brotherhood of the Pennant Spear	饰旗之矛兄弟会	暂定·官方待核	所给英文底稿	355 B0162	Pennant为旗，不是单纯三角
Tseverle	采弗勒	暂定·官方待核	所给英文底稿	355 B0186	重新赋名仪式，不是重造躯体
Master of Lore	典故大师	暂定·官方待核	所给英文底稿	355 B0293	白疤第二连长兼任头衔
Master of Spirits	灵魂大师	暂定·官方待核	所给英文底稿	355 B0341	白疤第五连长兼任头衔
Oryavar whale	奥里亚瓦鲸	暂定·官方待核	所给英文底稿	355 B0421	原大羚羊错认物种
Rite of Blooding	鲜血仪式	暂定·官方待核	所给英文底稿	355 B0432	子战团冠军交流仪式，区别The Blooding
Souldrinkers	饮魂者	暂定·官方待核	所给英文底稿	355 B0510	1988旧版白疤老兵编组，不与同名战团混同
minghan-keshig	兄弟会怯薛	暂定·官方待核	所给英文底稿	356 B0006	minghan是组织兄弟会，非一般兄弟
Namahi	纳马希	暂定·官方待核	所给英文底稿	356 B0013	秦夏副手，非其继任者
Stormspeaking	风语学派	暂定·官方待核	所给英文底稿	357 B0001	白疤灵能学派
Zadyin Arga	萨德因·阿加	暂定·官方待核	所给英文底稿	357 B0023	风暴先知的本土称谓
Burgediin Sarhvu	伯尔盖丁·萨夫胡	暂定·官方待核	所给英文底稿	359 B0001	同355 Burgedinn Sarvhu，译名统一
Kontos Power Lance	孔托斯动力长枪	暂定·官方待核	所给英文底稿	361 B0006	原流星型动力长枪无英文依据
Zao	凿式突击	暂定·官方待核	所给英文底稿	361 B0006	黄金怯薛集中穿阵冲锋，原造
Shamshir Pattern Jetbike	舍施尔型喷气摩托	暂定·官方待核	所给英文底稿	361 B0012	统一Jetbike载具用语
Blood Claws	血爪	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	同名单位对照
Fenrisian Wolves	芬里斯狼	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	同名单位对照
Thunderwolf Cavalry	雷狼骑兵	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	同名单位对照
Murderfang	杀戮牙	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	同名单位对照；原弑牙
Wulfen	狼人	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	同名单位对照
Wulfen Dreadnought	狼人无畏机甲	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	同名单位对照
Wolf Guard Terminators	野狼守卫终结者	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	同名单位对照；不凭此宣称所有Wolf Guard职衔已有同样直接官译
Wolf Scouts	狼侦查	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	保留官方“侦查”写法，不擅改“侦察”
Space Wolves Venerable Dreadnought	神圣无畏机甲	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页	中文位于太空野狼专页且省去阵营前缀，完整单位对应；其他阵营不自动视作同规则单位
Leman Russ Exterminator	黎曼鲁斯灭绝者	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09／GW10均第8页	与Eradicator根除者严格区分
Land Raider Redeemer	救赎者型兰德掠袭者战车	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第32页／GW10第31页	同名单位对照
Repulsor Executioner	处决者型反重力战车	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第33页／GW10第32页	同名单位对照
Venerable Dreadnought	神圣无畏机甲	官方词根参考·通称待核	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页；362 B0650	依据太空野狼完整单位词根统一通称；不把不同阵营单位规则合并
Vlka Fenryka	芬里斯之狼	暂定·官方待核	所给英文底稿	362 B0001	芬里斯语自称，不是芬里斯之子或芬里斯人
Masaanore-Core	马萨诺尔核心城	暂定·官方待核	所给英文底稿	362 B0058	原正教核心城无依据
Watch Pack	监视小队	暂定·官方待核	所给英文底稿	362 B0086	马卡多派往原体身边监督的小队
Faith’s Anchorage	信仰锚地	暂定·官方待核	所给英文底稿	362 B0183	地名；原信仰安克雷奇
War of Beasts	野兽之战	暂定·官方待核	所给英文底稿	362 B0187	警戒星战事，区别War of the Beast野兽战争
Bloodslinker	血潜者	暂定·官方待核	所给英文底稿	362 B0238	泰伦利卡特个体名；原链血者
Reductor	基因提取器	暂定·官方待核	所给英文底稿	362 B0547	药剂师器械，原还原者
The Bloodmaws	血喉	暂定·官方待核	所给英文底稿	362 B0338	大连名，区别Bran Redmaw伯恩·红喉
Gore Dagger	血腥匕首号	暂定·官方待核	所给英文底稿	362 B0577	载具专名，原戈尔匕首
Speaker of the Dead	代死议者	暂定·官方待核	所给英文底稿	363 B0006	军团时期职衔，后世称Wolf Priest狼牧师
Caster of Runes	符文祭司	暂定·官方待核	所给英文底稿	363 B0006	军团时期职衔，后世称Rune Priest符文牧师
Priest of Iron	钢铁祭司	暂定·官方待核	所给英文底稿	363 B0006	军团时期职衔，后世称Iron Priest钢铁牧师
Einherjar	英灵	暂定·官方待核	所给英文底稿	365 B0001	议会名，同时源自鲁斯最早荣誉卫队的名称
Holmi Longganger	霍尔米·远行者	暂定·官方待核	所给英文底稿	365 B0021	沿365/366现稿，362龙岗相应统一
Great Year	大年	暂定·官方待核	所给英文底稿	367 B0014	历法单位，勿默认为普通地球年
Kva	卡瓦	暂定·官方待核	所给英文底稿	365 B0015；367 B0038	凯瓦统一为卡瓦
Choosers of the Slain	择杀者	暂定·官方待核	所给英文底稿	367 B0021	与符文牧师灵能相连的渡鸦，沿现稿
Initiate-Priest	见习牧师	暂定·官方待核	所给英文底稿	369 B0001	在训狼牧师，非教授启蒙之人
Fang of Morkai	莫凯之牙	暂定·官方待核	所给英文底稿	368 B0013	特殊Reductor，统一本稿莫凯之牙/莫凯獠牙
Wolf Amulet	野狼护符	暂定·官方待核	所给英文底稿	368 B0013	防护力场装置
Strybjorn Grimskull	斯特里比约恩·冷颅	暂定·官方待核	所给英文底稿	368 B0022	原格里姆卡洛韦与英文不符
Test of the Iron Gauntlet	铁手套试炼	暂定·官方待核	所给英文底稿	370 B0010	具名试炼，原漏译其名
Corus Redsmith	科鲁斯·红铁匠	暂定·官方待核	所给英文底稿	362 B0646；370 B0022	统一本稿人名两种汉译
Deathsworn	死誓者	暂定·官方待核	所给英文底稿	372 B0001	与誓言本身的死誓区分
Predator Annihilator	歼灭者型掠食者战车	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第33页／GW10第32页	同名单位直接对照，避免舰炮变体与步兵兵种混同
Predator Destructor	破坏者型掠食者战车	官方已核对	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第33页／GW10第32页	同名单位直接对照，避免舰炮变体与步兵兵种混同
Wolf Guard	野狼守卫	官方词根参考·通称待核	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf ; https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第34页／GW10第33页；378	依野狼守卫终结者词根及本篇现稿统一；完整Wolf Guard Battle Leader另保留狼卫战斗领袖
Varagyr	瓦拉吉尔	暂定·官方待核	所给英文底稿	377 B0001	军团时期鲁斯亲选精锐；原文别拼Varangii保留
Red Ulfar	赤色乌尔法	暂定·官方待核	所给英文底稿	378 B0058	Red为称号，不是姓名莱德
Kingsguard	国王卫队	暂定·官方待核	所给英文底稿	378 B0014	洛根麾下野狼守卫统称
Grimnr Blackblood	格里姆尼尔·黑血	暂定·官方待核	所给英文底稿	378 B0044	与365 Grimnir按语境暂统一汉译，原拼保留
Kin-pack Declaration	亲族宣言	暂定·官方待核	所给英文底稿	385 B0025	洛根正式承认鲁斯血脉子战团的宣言
Jarldom	酋长连	暂定·官方待核	所给英文底稿	385 B0043	狼矛战团的大连称谓，沿用现稿
High Jarl	高酋长	暂定·官方待核	所给英文底稿	385 B0047	狼矛必要时推选的最高统帅，沿现稿
Grimwolves	冷狼	暂定·官方待核	所给英文底稿	385 B0051	特定狼矛猎手称谓
wyrd	命数	暂定·官方待核	所给英文底稿	385 B0051	太空野狼命运观，不同于灵能异人
Oathbound	誓约者	暂定·官方待核	所给英文底稿	385 B0066	共同宣誓组成小队的狼矛成员
First-slain	初殁者	暂定·官方待核	所给英文底稿	385 B0068	在不屈远征战死的鲁斯血脉灰盾
Helix Adept	螺旋医疗员	暂定·官方待核	所给英文底稿	385 B0112	渗透者专职医护，非正式药剂师
Trondek Witch-Breaker	特隆德克·破巫者	暂定·官方待核	所给英文底稿	385 B0108	witch不指特定性别，原女巫终结者
Irik Stianolf	伊里克·斯蒂安诺夫	暂定·官方待核	所给英文底稿	385 B0010	沿用现稿
Tiberna	提伯纳	暂定·官方待核	英文底稿	第386篇 B0076	地名；原藏族为误译。
household (Imperial Fists formation)	扈从军	暂定·官方待核	英文底稿	第386篇 B0076	总管指挥的双营编队。
Mondus Occulum	蒙杜斯·奥库勒姆	暂定·官方待核	英文底稿	第386篇 B0115	火星铸造厂专名。
Mondus Gamma	蒙杜斯·伽马	暂定·官方待核	英文底稿	第386篇 B0115	火星铸造厂专名。
Camba-Diaz / Comba-Diaz	坎巴·迪亚兹	暂定·官方待核	英文底稿	第386篇 B0115	同一人物拼写差异，原稿别名保留。
Shrouded Dynasties	帷幕王朝	暂定·官方待核	英文底稿	第386篇 B0081	原寿衣王朝；shrouded 是受遮蔽之意，未证实寿衣意象。
Pillar of Bone	白骨之墩	暂定·官方待核	英文底稿	第386篇 B0056	沿现稿设施名。
Column of Glory	荣耀之柱	暂定·官方待核	英文底稿	第386篇 B0056	沿现稿设施名。
Last Wall Protocol	最终高墙协议	暂定·官方待核	英文底稿	第386篇 B0147	沿现稿应急协议名。
Chromes	铬族	暂定·官方待核	英文底稿	第386篇 B0150	异形种族名。
Ardamantua	阿达曼图阿	暂定·官方待核	英文底稿	第386篇 B0150	沿现稿世界名。
Koorland	库兰德	暂定·官方待核	英文底稿	第386篇 B0150	人物名。
Maximus Thane	马克西姆斯·塞恩	暂定·官方待核	英文底稿	第386篇 B0152	人物名。
Seneschal Athis Marro	总管阿西斯·马罗	暂定·官方待核	英文底稿	第386篇 B0072	军团职衔与人物。
Liber Proditor Armorum	《叛徒军备之书》	暂定·官方待核	英文底稿	第386篇 B0170	拉丁书名保留；暂译待核。
Techmarine Suprema	最高科技战士	暂定·官方待核	英文底稿	第386篇 B0170	原文职衔，非普通科技战士。
Lysol Blane	利索尔·布兰	暂定·官方待核	英文底稿	第386篇 B0170	沿原稿人物名。
Contagion of Ganymede	木卫三疫军	暂定·官方待核	英文底稿	第386篇 B0191	交战对象专名，暂定。
