英文标准词	采用中文	译名状态	依据	定位	编辑说明
Las-Impulsor	激光脉冲炮	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Deuterium Stars	氘星	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Bheta-Decima	贝塔-德西玛	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Gallowdark	暗绞号	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Annwyn Reaches	安努恩疆域	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
The Lathes	拉特诸世界	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Fal'shia	法尔’什亚	暂定·官方待核	所给英文底稿	篇0864	全书同实体英文单复数、冠词或撇号变体统一，不扩用于同形不同实体。
Index Expurgatorius	禁绝名录	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Legio Tritonis	三辰军团	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Pistonhand’s Daemoniforge	活塞之手的恶魔熔炉	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Reality Cage	现实之笼	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Accatran	阿卡特兰	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Adrosi	阿德罗西	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Agripinaa	阿格里皮娜	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Altevfor	阿尔泰弗	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Amontep II	阿蒙泰普二号	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Angstrom	埃格斯特朗	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Antax	安塔克	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Antioc	安提奥克	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Anvillus	安维鲁斯	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Anvilus Nine	安维鲁斯九号	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Arachnus	阿拉克纳斯	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Arcetri	阿切特里	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Arenxis Minoris	阿伦西斯次星	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Arl'yeth	阿尔'利斯	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Artemia Majoris	阿尔泰米亚主星	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Astaramis	阿斯塔拉米斯	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Artos-Rho IV	阿尔托斯-罗四号	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Atar-Median	阿塔尔中星	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
