英文标准词	采用中文	译名状态	依据	定位	编辑说明
Storm Eagle Assault Gunship	风暴鹰突击炮艇	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Galatea (Forge World)	伽拉忒亚（铸造世界）	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Vengeance Launcher	复仇发射器	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Roc Pattern	神鹰型	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Nighthawk-pattern Storm Eagle	夜鹰型风暴鹰	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Darkwing	暗翼	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Alphawing	阿尔法翼	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Spiderwidow	寡妇蛛	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Barbed Angel	带刺天使号	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Blood Drinker (Storm Eagle)	饮血者（风暴鹰）	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Herodal's Wrath	赫罗达尔之怒	暂定·官方待核	所给英文底稿	篇1560	按英文语境沿现稿或修正；官方对应待核。
Stormhawk Assault Gunship	风暴隼突击炮艇	暂定·官方待核	所给英文底稿	篇1561	按英文语境沿现稿或修正；官方对应待核。
Helfrost Destructor	霜狱毁灭炮	暂定·官方待核	所给英文底稿	篇1562	按英文语境沿现稿或修正；官方对应待核。
Icetooth	冰牙	暂定·官方待核	所给英文底稿	篇1562	按英文语境沿现稿或修正；官方对应待核。
Stormgaze	风暴凝视号	暂定·官方待核	所给英文底稿	篇1562	按英文语境沿现稿或修正；官方对应待核。
Corvus Blackstar Gunship	黑星渡鸦炮艇	暂定·官方待核	所给英文底稿	篇1563	按英文语境沿现稿或修正；官方对应待核。
Blackstar Rocket Launcher	黑星火箭发射器	暂定·官方待核	所给英文底稿	篇1563	按英文语境沿现稿或修正；官方对应待核。
Blackstar Cluster Launcher	黑星集群发射器	暂定·官方待核	所给英文底稿	篇1563	按英文语境沿现稿或修正；官方对应待核。
Dracos Air-to-Ground Missile	天龙空对地导弹	暂定·官方待核	所给英文底稿	篇1563	按英文语境沿现稿或修正；官方对应待核。
Corvid Rocket	暗鸦火箭	暂定·官方待核	所给英文底稿	篇1563	按英文语境沿现稿或修正；官方对应待核。
Rapid Strike Vessel	快速打击战舰	暂定·官方待核	所给英文底稿	篇1564	按英文语境沿现稿或修正；官方对应待核。
Adytum	内殿号	暂定·官方待核	所给英文底稿	篇1564	按英文语境沿现稿或修正；官方对应待核。
Amareo	阿玛雷奥号	暂定·官方待核	所给英文底稿	篇1564	按英文语境沿现稿或修正；官方对应待核。
Eisenstein	艾森斯坦号	暂定·官方待核	所给英文底稿	篇1565	按英文语境沿现稿或修正；官方对应待核。
The Seventy	七十人	暂定·官方待核	所给英文底稿	篇1565	按英文语境沿现稿或修正；官方对应待核。
Baryk Carya	巴里克·卡里亚	暂定·官方待核	所给英文底稿	篇1565	按英文语境沿现稿或修正；官方对应待核。
Racel Vought	瑞赛尔·沃特	暂定·官方待核	所给英文底稿	篇1565	按英文语境沿现稿或修正；官方对应待核。
Tirin Maas	提林·马斯	暂定·官方待核	所给英文底稿	篇1565	按英文语境沿现稿或修正；官方对应待核。
Severnaya	谢韦尔纳亚	暂定·官方待核	所给英文底稿	篇1565	按英文语境沿现稿或修正；官方对应待核。
The Flight of the Eisenstein	艾森斯坦号的逃亡	暂定·官方待核	所给英文底稿	篇1565	按英文语境沿现稿或修正；官方对应待核。
Garro: Sword of Truth	伽罗：真理之剑	暂定·官方待核	所给英文底稿	篇1565	按英文语境沿现稿或修正；官方对应待核。
Thule (shipyard moon)	图勒（船坞卫星）	暂定·官方待核	所给英文底稿	篇1566	按英文语境沿现稿或修正；官方对应待核。
Mhotep	姆霍特普	暂定·官方待核	所给英文底稿	篇1566	按英文语境沿现稿或修正；官方对应待核。
Waning Moon	残月号	暂定·官方待核	所给英文底稿	篇1566	按英文语境沿现稿或修正；官方对应待核。
Fist of Macragge	马库拉格之拳号	暂定·官方待核	所给英文底稿	篇1566	按英文语境沿现稿或修正；官方对应待核。
Tower of Angels	天使之塔	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Spire of Angels	天使尖塔	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Angelicasta	安杰利卡斯塔	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Aldurukh	阿尔杜鲁赫山	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Vault of Banners	旗帜秘库	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Stair of Swords	剑之阶梯	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Galleria Apscondael	隐秘长廊	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Ascension Well Stairway	升天之井阶梯	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Nameless Gate	无名之门	暂定·官方待核	所给英文底稿	篇1567	按英文语境沿现稿或修正；官方对应待核。
Forgeship	铸造舰	暂定·官方待核	所给英文底稿	篇1568	按英文语境沿现稿或修正；官方对应待核。
Factory Ship	工厂舰	暂定·官方待核	所给英文底稿	篇1568	按英文语境沿现稿或修正；官方对应待核。
Archimedes Rex	阿基米德君王号	暂定·官方待核	所给英文底稿	篇1568	按英文语境沿现稿或修正；官方对应待核。
Donian Crusade	多尼安远征	暂定·官方待核	所给英文底稿	篇1568	按英文语境沿现稿或修正；官方对应待核。
Ark-Class Forgeship	方舟级铸造舰	暂定·官方待核	所给英文底稿	篇1569	按英文语境沿现稿或修正；官方对应待核。
Halbracht	哈尔布拉赫特	暂定·官方待核	所给英文底稿	篇1570	按英文语境沿现稿或修正；官方对应待核。
Potus Terrae	泰拉之饮号	暂定·官方待核	所给英文底稿	篇1570	按英文语境沿现稿或修正；官方对应待核。
Hall Martalis	勇士大厅	暂定·官方待核	所给英文底稿	篇1570	按英文语境沿现稿或修正；官方对应待核。
Temple of Oaths	誓言圣堂	暂定·官方待核	所给英文底稿	篇1570	按英文语境沿现稿或修正；官方对应待核。
Cloister of Remembrance	纪念修道院	暂定·官方待核	所给英文底稿	篇1570	按英文语境沿现稿或修正；官方对应待核。
The Scriptum Ascenda	追忆笔录	暂定·官方待核	所给英文底稿	篇1570	按英文语境沿现稿或修正；官方对应待核。
Arcadian Leontus	阿卡迪安·雷昂图斯	暂定·官方待核	所给英文底稿	篇1570	按英文语境沿现稿或修正；官方对应待核。
Roma (battle honour)	罗马（战功荣誉）	暂定·官方待核	所给英文底稿	篇1570	按英文语境沿现稿或修正；官方对应待核。
Asa'ciaral	阿萨’恰拉尔	暂定·官方待核	所给英文底稿	篇1571	按英文语境沿现稿或修正；官方对应待核。
Vaul's Ghost	瓦尔幽灵号	暂定·官方待核	所给英文底稿	篇1571	全书同实体英文单复数、冠词或撇号变体统一，不扩用于同形不同实体。
Lupercal's Court	卢佩卡尔王庭	暂定·官方待核	所给英文底稿	篇1572	按英文语境沿现稿或修正；官方对应待核。
Office of the Lupercal's Court	卢佩卡尔王庭办公处	暂定·官方待核	所给英文底稿	篇1572	按英文语境沿现稿或修正；官方对应待核。
Monarch Heavy Lander	君主重型登陆艇	暂定·官方待核	所给英文底稿	篇1573	按英文语境沿现稿或修正；官方对应待核。
Thagria	塔格里亚	暂定·官方待核	所给英文底稿	篇1573	按英文语境沿现稿或修正；官方对应待核。
The Dreadwing Sacristy	恐翼圣器室	暂定·官方待核	所给英文底稿	篇1573	按英文语境沿现稿或修正；官方对应待核。
Tarasha Euten	塔拉莎·尤顿	暂定·官方待核	所给英文底稿	篇1574	按英文语境沿现稿或修正；官方对应待核。
Quradim	库拉迪姆	暂定·官方待核	所给英文底稿	篇1574	按英文语境沿现稿或修正；官方对应待核。
Verngar	弗恩加尔	暂定·官方待核	所给英文底稿	篇1574	按英文语境沿现稿或修正；官方对应待核。
Ogrys	奥格里斯	暂定·官方待核	所给英文底稿	篇1574	按英文语境沿现稿或修正；官方对应待核。
Annihilator Class Battleship	歼灭者级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Dictatus Class Battleship	独裁者级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Emperor Class Battleship	帝皇级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Imperial Emperor Class Battleship	帝国帝皇级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Gloriana Class Battleship	荣光女王级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Goliath Class Battleship	歌利亚级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Infernus Class Battleship	炼狱级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Invincible Class Fast Battleship	无敌级快速战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Ironclad Battleship	铁甲战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Legatus Class Battleship	特使级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Mortis Rex Class Battleship	死亡之王级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Retribution Class Battleship	报复级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Tiamat Class Battleship	提亚马特级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Victorem Class Battleship	胜利者级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Victory Class Battleship	胜利级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Warspite Class Battleship	厌战级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Adjudicator Class Battleship	裁决者级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Apocalypse Class Battleship	启示录级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Ascension-class Battleship	升天级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Falchion Class Battleship	弯刀级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Gothic Battleship	哥特级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Graia Class Battleship	格拉亚级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
Incarnate-Class Battleship	化身级战列舰	暂定·官方待核	所给英文底稿	篇1575	按英文语境沿现稿或修正；官方对应待核。
