英文标准词	采用中文	译名状态	依据	定位	编辑说明
Manachean War	玛纳基安战争	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Manachean Commonwealth	玛纳基安联邦	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Coronid Deeps	科罗尼德深渊	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Cyclops Cluster	独眼巨人星群	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Ospheus LaBray	奥菲斯·拉布雷	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Ireton MaSade	艾尔顿·马萨德	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Leit Mercuric	莱特·墨丘利克	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Archmagos-Astral	星界大贤者	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Astra Control Panopticon	星界控制全景监控塔	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Red Polyphemus	红色波吕斐摩斯号	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Triumph of Reason	理性凯旋号	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Kurga	库尔加号	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Arithmetic of Violence	暴力运算号	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Agathean Domain	阿加西安领地	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Numinal	努米纳尔	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Epsilon-Stranivar IX	ε-斯特拉尼瓦尔九号	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Taloc Thorne	塔洛克·索恩	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Gethsamaine	客西马尼	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Clan Felg	费尔格氏族	暂定·官方待核	所给英文底稿	篇0778	沿现稿或据英文修正，非官方认证。
Ishigu Khan	石古可汗	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Nugen Tarya Khan	努根·塔里亚可汗	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Mohana Mankata VI	莫哈纳·曼卡塔六世	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Aradiel	阿拉迪尔	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Dark Sentry	黑暗哨兵	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Nyrcon City	尼尔康城	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Carthega Telepathica	星语圣所	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Legio Solaria	日晷军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Legio Astorum	星象军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Warp Runners	亚空间跑者	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Legio Atarus	炎纹军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Firebrands	火印军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Legio Defensor	防御者军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Legio Vulpa	鬼狐军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Nova Guard	新星守卫	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
God Breakers	破神者军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Tiger Eyes	虎眼军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Death Stalkers	死亡追猎者军团	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
The Anvil	铁砧星堡	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Axis Mundi	世界轴心号	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Titandeath	泰坦之死	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Sea of Fire	火海战役	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
House Xerathon	泽拉松家族	暂定·官方待核	所给英文底稿	篇0779	沿现稿并统一本篇；Titan 军团及别称按具体语境使用。
Chondax Campaign	香德克斯战役	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Calistis Merovin	卡利斯提斯·梅罗文	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Siridor Vhen	希瑞多·维恩	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Nogai Noyan-Khan	诺盖诺扬汗	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Tsolmon Khan	朝勒蒙可汗	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Ulkanor Khan	乌尔卡诺可汗	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Phemus	菲摩斯	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Kharash	哈拉什	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Burkhut’s Claws	布尔胡特之爪	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Swordstorm	剑刃风暴号	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Hawkstar	鹰星号	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
The Chisel	凿阵	暂定·官方待核	所给英文底稿；Chondax依核心第561篇	篇0780	人名、舰名及编制沿现稿统一；词源关系不等于官方已核。
Eikos Lamiad	艾科斯·拉米亚德	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Tauro Nicodemus	陶罗·尼科迪默斯	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Steloc Aethon	斯特洛克·艾森	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Erikon Gaius	埃里孔·盖乌斯	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Lyros Sydance	莱罗斯·赛丹斯	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Meer Edv Tawren	米尔·埃德夫·陶伦	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Uhl Kehal Hesst	乌尔·凯哈尔·赫斯特	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Morpal Cxir	莫帕尔·西尔	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Foedrall Fell	弗德拉尔·费尔	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Hol Beloth	霍尔·贝洛斯	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Sorot Tchure	索罗特·丘尔	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Honorius Luciel	霍诺留斯·卢西尔	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Kurtha Sedd	库尔塔·塞德	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Telemechrus	特勒梅克鲁斯	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Campanile	钟楼号	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Macragge’s Honour	马库拉格之耀号	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Leptius Numinus	莱普提乌斯·努米努斯	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
lithocast	立像通信	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Holophusikon	全息馆	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
The Mark of Calth	考斯战事计时	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Recursive Kin	循环亲裔	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
The Ring	圆环	暂定·官方待核	所给英文底稿	篇0781	具体人名或设定词按本篇语境暂定，未声称官方译名。
Legio Praesagius	预兆军团	暂定·官方待核	所给英文底稿	篇0782	沿现稿统一，未核官方译名；同形舰级不混用。
True Messengers	真言信使	暂定·官方待核	所给英文底稿	篇0781	沿现稿统一，未核官方译名；同形舰级不混用。
Legio Oberon	仙王军团	暂定·官方待核	所给英文底稿	篇0781/784	沿现稿统一，未核官方译名；同形舰级不混用。
Legio Infernus	地狱火军团	暂定·官方待核	所给英文底稿	篇0782	沿现稿统一，未核官方译名；同形舰级不混用。
Crusade of Iron	钢铁远征	暂定·官方待核	所给英文底稿	篇0782	沿现稿统一，未核官方译名；同形舰级不混用。
Dae Vergos	达·维戈斯	暂定·官方待核	所给英文底稿	篇0782	沿现稿统一，未核官方译名；同形舰级不混用。
Horgoth Nyr	霍尔戈斯·尼尔	暂定·官方待核	所给英文底稿	篇0782	沿现稿统一，未核官方译名；同形舰级不混用。
Hrafnkel	赫拉芬克尔号	暂定·官方待核	所给英文底稿	篇0783	沿现稿统一，未核官方译名；同形舰级不混用。
Althalos	阿尔萨洛斯	暂定·官方待核	所给英文底稿	篇0783	沿现稿统一，未核官方译名；同形舰级不混用。
Ormand	奥曼德	暂定·官方待核	所给英文底稿	篇0783	沿现稿统一，未核官方译名；同形舰级不混用。
Shadow Crusade	暗影远征	暂定·官方待核	所给英文底稿	篇0784	沿现稿统一，未核官方译名；同形舰级不混用。
Armatura	阿玛图拉	暂定·官方待核	所给英文底稿	篇0784	沿现稿统一，未核官方译名；同形舰级不混用。
Legio Audax	莽勇军团	暂定·官方待核	所给英文底稿	篇0784	沿现稿统一，未核官方译名；同形舰级不混用。
Legio Mordaxis	噬心军团	暂定·官方待核	所给英文底稿	篇0784	沿现稿统一，未核官方译名；同形舰级不混用。
Legio Lysanda	莱山达军团	暂定·官方待核	所给英文底稿	篇0784	沿现稿统一，未核官方译名；同形舰级不混用。
First Master	第一大师	暂定·官方待核	所给英文底稿	篇0781	沿现稿统一；First Master为极限战士军团马吕斯·盖奇职衔，与舰船上的首席舰务官分义。
Triplex	三重星区	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Thramassi Nightwatch	萨拉玛斯守夜军	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Mayvin Khelen	梅文·克伦	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Arcturus Morhde	阿克图勒斯·莫德	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Witch of Thramas	萨拉玛斯女巫	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Ulan Huda	乌兰·胡达	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Predator-Forge	掠食铸造世界	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Zhenjin Khan	真金可汗	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Tuchulcha	图丘查	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Shang	尚	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Alajos	阿拉霍斯	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Sevatar	赛维塔	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Anrek Barbatos	安瑞克·巴巴托斯	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Legio Victorum	胜利者军团	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Legio Phasma	幻影军团	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Legio Adamantus	坚毅军团	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Legio Atrox	残暴军团	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Legio Saevus	野蛮军团	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Tithe Road	什一税路	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Gulgorahd	古尔戈拉德	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Tsagualsa	查古尔萨	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Crucible	熔炉星	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Invincible Reason	无敌理性号	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Undying Will	不朽意志号	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Tenebrous Will	黑暗意志号	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Feral Heart	野性之心号	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Brotherhood of the Shattered Shield	碎盾兄弟会	暂定·官方待核	所给英文底稿	篇0785	沿现稿据语境统一；相关源文矛盾见段落译注。
Hydra Cordatus	海德拉之心	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Cadmean Citadel	卡德摩斯城堡	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Felix Cassander	菲利克斯·卡桑德尔	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Ascari Valkar	阿斯卡里·瓦尔卡	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Galan Dion	加兰·迪翁	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Stonewrought	石铸者	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Scrapper	斗殴者	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Digger	挖土人	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Malingerer	诈病者	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Voyeur	窥视者	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Triarch (Iron Warriors)	三叉戟成员	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Stor-Bezashk	破城宿卫	暂定·官方待核	所给英文底稿	篇0786	军团职务与戏谑绰号按语境暂定；与太空死灵同形Triarch分义。
Ilya Ravallion	伊利亚·拉瓦利翁	暂定·官方待核	所给英文底稿	篇0787	沿现稿并按语境修正，未核官方对应。
Brotherhood of the Storm	风暴兄弟会	暂定·官方待核	所给英文底稿	篇0787	沿现稿并按语境修正，未核官方对应。
Brotherhood of the Moon	月亮兄弟会	暂定·官方待核	所给英文底稿	篇0787	沿现稿并按语境修正，未核官方对应。
Sojutsu pattern voidbike	枪术型虚空摩托	暂定·官方待核	所给英文底稿	篇0787	沿现稿并按语境修正，未核官方对应。
Deliverers	拯救者	暂定·官方待核	所给英文底稿	篇0788	沿现稿并按语境修正，未核官方对应。
Beyar Kedron	贝亚尔·凯德伦	暂定·官方待核	所给英文底稿	篇0788	沿现稿并按语境修正，未核官方对应。
Fane of Shadow	暗影神殿号	暂定·官方待核	所给英文底稿	篇0788	沿现稿并按语境修正，未核官方对应。
Breaking of the Perfect Fortress	完美堡垒攻破战	暂定·官方待核	所给英文底稿	篇0788	沿现稿并按语境修正，未核官方对应。
Perfect Fortress	完美堡垒	暂定·官方待核	所给英文底稿	篇0788	沿现稿并按语境修正，未核官方对应。
Narsis	纳西斯	暂定·官方待核	所给英文底稿	篇0788	沿现稿并按语境修正，未核官方对应。
Cassian Dracos	卡西安·德拉科斯	暂定·官方待核	所给英文底稿；Dwell沿核心181德威尔保卫战	篇0789	沿现稿或按核心统一；诺恩摄政为梅佐亚机械教统治者，非泰伦单位。
Xiaphas Jurr	夏法斯·尤尔	暂定·官方待核	所给英文底稿；Dwell沿核心181德威尔保卫战	篇0789	沿现稿或按核心统一；诺恩摄政为梅佐亚机械教统治者，非泰伦单位。
Ebon Drake	黑檀龙兽号	暂定·官方待核	所给英文底稿；Dwell沿核心181德威尔保卫战	篇0789	沿现稿或按核心统一；诺恩摄政为梅佐亚机械教统治者，非泰伦单位。
Norn-Regent (Mezoa)	诺恩摄政	暂定·官方待核	所给英文底稿；Dwell沿核心181德威尔保卫战	篇0789	沿现稿或按核心统一；诺恩摄政为梅佐亚机械教统治者，非泰伦单位。
Adsecularis	世俗者	暂定·官方待核	所给英文底稿；Dwell沿核心181德威尔保卫战	篇0789	沿现稿或按核心统一；诺恩摄政为梅佐亚机械教统治者，非泰伦单位。
Valtus Moran	瓦尔图斯·莫兰	暂定·官方待核	所给英文底稿；Dwell沿核心181德威尔保卫战	篇0789	沿现稿或按核心统一；诺恩摄政为梅佐亚机械教统治者，非泰伦单位。
Dwell	德威尔	暂定·官方待核	所给英文底稿；Dwell沿核心181德威尔保卫战	篇0790	沿现稿或按核心统一；诺恩摄政为梅佐亚机械教统治者，非泰伦单位。
Gautrek Skyblade	高特雷克·天刃	暂定·官方待核	所给英文底稿	篇0791	按本文人物、部队、地点语境定译；不与同形仪式名混用。
Cazin Ru’darak	卡津·鲁’达拉克	暂定·官方待核	所给英文底稿	篇0791	按本文人物、部队、地点语境定译；不与同形仪式名混用。
Orbarox Grawlen	奥巴罗克斯·格劳伦	暂定·官方待核	所给英文底稿	篇0791	按本文人物、部队、地点语境定译；不与同形仪式名混用。
Iron Penance	钢铁忏悔	暂定·官方待核	所给英文底稿	篇0791	按本文人物、部队、地点语境定译；不与同形仪式名混用。
Fyrstaheim	菲尔斯塔海姆	暂定·官方待核	所给英文底稿	篇0791	按本文人物、部队、地点语境定译；不与同形仪式名混用。
Iron Spyre	钢铁尖塔	暂定·官方待核	所给英文底稿	篇0791	按本文人物、部队、地点语境定译；不与同形仪式名混用。
Helicon Spear	赫利孔之矛号	暂定·官方待核	所给英文底稿	篇0791	按本文人物、部队、地点语境定译；不与同形仪式名混用。
Daverant	达夫兰特	暂定·官方待核	所给英文底稿	篇0791	按本文人物、部队、地点语境定译；不与同形仪式名混用。
Arkhad	阿尔哈德	暂定·官方待核	所给英文底稿	篇0792	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Kar’Tor	卡’托	暂定·官方待核	所给英文底稿	篇0792	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Raeven Devine	雷文·德维纳	暂定·官方待核	所给英文底稿	篇0793	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Albard Devine	阿尔巴德·德维纳	暂定·官方待核	所给英文底稿	篇0793	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Brython Semper	布莱森·森珀	暂定·官方待核	所给英文底稿	篇0793	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Tyana Kourion	提亚纳·库里昂	暂定·官方待核	所给英文底稿	篇0793	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Edoraki Hakon	埃多拉基·哈康	暂定·官方待核	所给英文底稿	篇0793	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Castor Alcade	卡斯托·阿尔卡德	暂定·官方待核	所给英文底稿	篇0793	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Ignatius Grulgor	伊格纳修斯·格鲁戈尔	暂定·官方待核	所给英文底稿	篇0793	沿现稿或据词义修正；不同阵营同形称号不无据合并。
Western Marches	西部边境	暂定·官方待核	所给英文底稿	篇0793	沿现稿或据词义修正；不同阵营同形称号不无据合并。
