英文标准词	采用中文	译名状态	依据	定位	编辑说明
Reaver Titan	掠夺者级泰坦	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 中文第5页；GW-10 英文第5页	主审直接核读中英同名单位并通知；完整兵种名认证，不能将同形词自动套用于其他阵营。
Warbringer Nemesis Titan	战争使者型天罚级泰坦	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 中文第5页；GW-10 英文第5页	主审直接核读中英同名单位并通知；完整兵种名认证，不能将同形词自动套用于其他阵营。
Warhound Titan	战犬级泰坦	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 中文第5页；GW-10 英文第5页	主审直接核读中英同名单位并通知；完整兵种名认证，不能将同形词自动套用于其他阵营。
Warlord Titan	战将级泰坦	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 中文第5页；GW-10 英文第5页	主审直接核读中英同名单位并通知；完整兵种名认证，不能将同形词自动套用于其他阵营。
Dammekos	达美克斯	暂定·官方待核	所给英文底稿	A0642-B0009	沿本篇首次译法，统一达美科斯异写。
Calliphone	卡莉芬	暂定·官方待核	所给英文底稿	A0642-B0013	沿本稿养姐名。
Lochos	洛科斯	暂定·官方待核	所给英文底稿	A0642-B0009	Lochus同一城邦异写。
The Logos	逻辑	暂定·官方待核	所给英文底稿	A0642-B0077	佩图拉博铁骑型护甲专名，沿本稿。
Argonis	阿尔戈尼斯	暂定·官方待核	所给英文底稿	A0642-B0044	依核心全名 Kenor Argonis 词根；不是安格隆。
Black Oculus	黑暗之眼	暂定·官方待核	所给英文底稿	A0642-B0040	与534既定项统一，本篇原黑色之眼。
Maugetar stone	莫甘塔尔之石	暂定·官方待核	所给英文底稿	A0642-B0033	与640同事件用名统一。
Amon ny'shak Kaelis	阿蒙·尼沙克·卡利斯	暂定·官方待核	所给英文底稿	A0642-B0033	与640同地点用名统一。
Tormentor	折磨者号	暂定·官方待核	所给英文底稿	A0642-B0077	佩图拉博改装影剑战车，沿本稿；与其他同形人名／武器不合并。
Fortress of Hate	仇恨堡垒	暂定·官方待核	所给英文底稿	A0642-B0068	沿本稿。
The Great Khan	大汗	暂定·官方待核	所给英文底稿	643 B0004	察合台尊号。
The Warhawk	战鹰	暂定·官方待核	所给英文底稿	643 B0004	察合台尊号。
Mundus Planus	蒙达斯·普莱纳斯	暂定·官方待核	所给英文底稿	643 B0010	乔高里斯的帝国名称。
Palatine	帕拉廷	暂定·官方待核	所给英文底稿	643 B0010	乔高里斯旧统治者；非战斗修女同名兵种。
Empty Quarter	空区	暂定·官方待核	所给英文底稿	643 B0014	乔高里斯草原地区。
Ong Khan	昂可汗	暂定·官方待核	所给英文底稿	643 B0014	可汗养父。
Talskars / Talaskars	塔尔斯卡	暂定·官方待核	所给英文底稿	643 B0014、B0016	同一部落的源文异写。
Kurayed	呼喇耶	暂定·官方待核	所给英文底稿	643 B0016	部落名。
Subedei	速不台	暂定·官方待核	所给英文底稿	643 B0022	沿原稿；所属阵营的英文指代含混。
Kuzil Quan	库兹·泉	暂定·官方待核	所给英文底稿	643 B0022	沙漠名。
Star Hunters	星辰猎手	暂定·官方待核	所给英文底稿	643 B0026	第五军团旧名。
Hoadh	霍阿德	暂定·官方待核	所给英文底稿	643 B0026	地名。
Manushya-Rakshsasi	玛努沙·拉克莎希	暂定·官方待核	所给英文底稿	643 B0041	守密者。
Saul Niborran	索尔·尼博兰	暂定·官方待核	所给英文底稿	643 B0048	将军。
Clement Brohn	克莱门特·布洛恩	暂定·官方待核	所给英文底稿	643 B0048	依 Brohn 音译，原布洛赫。
Militant Colonel	作战上校	暂定·官方待核	所给英文底稿	643 B0048	职衔暂定。
Aldana Agathe	阿尔达娜·阿加西	暂定·官方待核	所给英文底稿	643 B0050	元帅。
Terran First Armoured	泰拉第一装甲部队	暂定·官方待核	所给英文底稿	643 B0052	源文未明确师团等编制。
Sky Fortress	天空堡垒	暂定·官方待核	所给英文底稿	643 B0052	载具/设施名称，沿原稿。
Yasan Sector	崖山星区	暂定·官方待核	所给英文底稿	643 B0061	沿原稿。
Corusil V	科鲁希尔五号	暂定·官方待核	所给英文底稿	643 B0061	行星。
White Tiger Dao	白虎刀	暂定·官方待核	所给英文底稿	643 B0067	可汗武器。
Wildfire Panoply	野火盔甲	暂定·官方待核	所给英文底稿	643 B0067	可汗护甲。
Storm’s Voice	风暴之声	暂定·官方待核	所给英文底稿	643 B0067	远古科技手枪。
Suboden Khan	苏博登可汗	暂定·官方待核	所给英文底稿	644 B0002	姓名；源文末段 Subdoden 异写。
White Lightning Speed Kult	白色闪电飙速教派	暂定·官方待核	所给英文底稿	644 B0007	欧克组织。
Odoacer System	奥多亚克星系	暂定·官方待核	所给英文底稿	644 B0009	星系。
Amatnim Ur-Nabas Lash	阿马特尼姆·乌尔-纳巴斯·莱什	暂定·官方待核	所给英文底稿	644 B0009	怀言者指挥官。
Cardinal Gate	枢机之门	暂定·官方待核	所给英文底稿	644 B0009	地名。
Jurga Khan	尤尔加可汗	暂定·官方待核	所给英文底稿	644 B0011	原第一连连长。
Onslaught Gatling Cannon	猛攻加特林炮	暂定·官方待核	所给英文底稿	644 B0014	型号；原突击加特林炮暂统一。
Rites of Howling	咆哮仪式	暂定·官方待核	所给英文底稿	645 B0009	白疤仪式。
Kernax Voldorius	克纳克斯·沃尔多里乌斯	暂定·官方待核	所给英文底稿	645 B0013	恶魔王子。
Varaliel	瓦拉列尔	暂定·官方待核	所给英文底稿	645 B0013	灵族海盗领主。
Doomrider	末日骑手	暂定·官方待核	所给英文底稿	645 B0013	恶魔王子。
Paramyx	帕拉米克斯	暂定·官方待核	所给英文底稿	645 B0013	混沌军阀。
Gehöft	格霍夫特	暂定·官方待核	所给英文底稿	645 B0013	地名。
Mai Nine	麦九号	暂定·官方待核	所给英文底稿	645 B0016	气态巨行星。
Cano’var	卡诺瓦尔	暂定·官方待核	所给英文底稿	645 B0020	钛族世界。
Ex Bellum	埃克斯贝卢姆	暂定·官方待核	所给英文底稿	645 B0022	地名；原前战争误作普通短语。
Nullus	努鲁斯	暂定·官方待核	所给英文底稿	645 B0022	阿尔法军团战士。
Kyublai	忽必烈	暂定·官方待核	所给英文底稿	645 B0024	白疤大汗；非察合台。
Kabal of the Bloodied Talon	流血之爪阴谋团	暂定·官方待核	所给英文底稿	645 B0024	黑暗灵族组织。
Kirareq	基拉雷克	暂定·官方待核	所给英文底稿	645 B0024	执政官。
Anzuq	安祖奇	暂定·官方待核	所给英文底稿	645 B0030	灵能金雕。
Psyber-Berkut	灵能金雕	暂定·官方待核	所给英文底稿	645 B0030	伙伴类型。
Moondrakkan	月龙	暂定·官方待核	所给英文底稿	645 B0035	摩托。
Moonfang	月牙	暂定·官方待核	所给英文底稿	645 B0035	动力剑。
The Lord of Winter and War	寒冬与战争之王	暂定·官方待核	所给英文底稿	646 B0004	鲁斯尊号。
Freki	弗雷基	暂定·官方待核	所给英文底稿	646 B0010	狼兄弟。
Geri	盖里	暂定·官方待核	所给英文底稿	646 B0010	狼兄弟。
Thengir	滕吉尔	暂定·官方待核	所给英文底稿	646 B0010	鲁斯养父；原恩吉尔漏 Th 起首音，暂修。
Gormenjarl	戈门雅尔	暂定·官方待核	所给英文底稿	646 B0016	芬里斯巨型海怪，原血腥领主误拆专名。
the dauntless few	少数无畏者	暂定·官方待核	所给英文底稿	646 B0027	基里曼称四位可靠兄弟的用语。
Hidden One	隐者	暂定·官方待核	所给英文底稿	646 B0030	文中鲁斯误判的千子身份。
Underverse	下界	暂定·官方待核	所给英文底稿	646 B0038	芬里斯灵魂仪式所至领域，不是普通地下洞穴。
Syrtyr’s Door	瑟蒂尔之门	暂定·官方待核	所给英文底稿	646 B0038	火山洞穴。
Erlking	埃尔林王	暂定·官方待核	所给英文底稿	646 B0038	亚空间实体。
Amarok (Bowl of Amarok)	阿玛罗克	暂定·官方待核	所给英文底稿	646 B0038	原文碗的所有者/专名，待核来源。
Trisolian A4	特里索兰 A4	暂定·官方待核	所给英文底稿	646 B0042	天体地点；补尾音与编号空格。
Grimnir Blackblood	格里姆尼尔·黑血	暂定·官方待核	所给英文底稿	646 B0042	太空野狼人名。
Mjalnar	米亚尔纳	暂定·官方待核	所给英文底稿	646 B0079	原妙尔尼尔，勿混 Mjölnir。
Sword of Balenight	灾夜之剑	暂定·官方待核	所给英文底稿	646 B0079	Mjalnar 别名。
Krakenmaw	海妖之喉	暂定·官方待核	所给英文底稿	646 B0079	链锯剑。
Helwinter	狱冬	暂定·官方待核	所给英文底稿	646 B0079	霜斧。
Scornspitter	轻蔑吐息者	暂定·官方待核	所给英文底稿	646 B0079	复合爆矢枪。
Armour Elavagar	埃拉瓦加尔之甲	暂定·官方待核	所给英文底稿	646 B0081	原埃拉韦拉尔德盔甲。
Night Runners	午夜跑者	暂定·官方待核	所给英文底稿	647 B0004	大连名，沿现稿。
Champions of Fenris	芬里斯勇士	暂定·官方待核	所给英文底稿	647 B0004	洛根大连别名；原芬里斯冠军。
Iron Blood	铁血	暂定·官方待核	所给英文底稿	647 B0012	芬里斯部落。
Sea Devil	海魔	暂定·官方待核	所给英文底稿	647 B0012	芬里斯部落。
Ice Fang	冰牙	暂定·官方待核	所给英文底稿	647 B0012	芬里斯部落。
Boiling Ocean	沸腾之洋	暂定·官方待核	所给英文底稿	647 B0012	芬里斯海洋。
Frostblood	霜血	暂定·官方待核	所给英文底稿	647 B0017	冰巨魔。
Asvald Stormwrack	阿斯瓦尔德·风暴遗骸	暂定·官方待核	所给英文底稿	647 B0019	前狼主，沿现稿，姓/尊号含义待核。
Hyronimus Drake	海罗尼穆斯·德拉克	暂定·官方待核	所给英文底稿	647 B0021	审判官。
Sigvald Grimhammer	西格瓦尔德·冷锤	暂定·官方待核	所给英文底稿	647 B0023	前头狼，沿现稿。
Armageddon Prime	阿玛吉多顿普赖姆地区	暂定·官方待核	所给英文底稿	647 B0026；821 B0020；1006 B0083	主大陆西部地区，非另一主星。
Devourer of Stars	群星吞噬者号	暂定·官方待核	所给英文底稿	647 B0026	太空废船。
Ghesmei Kysnaros	盖斯梅·凯斯纳罗斯	暂定·官方待核	所给英文底稿	647 B0033	审判领主。
Corel’s Hope	科雷尔的希望号	暂定·官方待核	所给英文底稿	647 B0037	审判庭旗舰。
Infernal Tetrad	四联炼狱	暂定·官方待核	所给英文底稿	647 B0043	恶魔群体专名。
Kjarg Iron-Oath	克雅格·铁誓	暂定·官方待核	所给英文底稿	647 B0048	原铸太空野狼。
Armour of Asvald Stormwrack	阿斯瓦尔德·风暴遗骸之甲	暂定·官方待核	所给英文底稿	647 B0055	整套终结者护甲，非头盔。
Axe of Morkai	莫凯之斧	暂定·官方待核	所给英文底稿	647 B0043、B0055	与单名 Morkai 武器同指。
Stormrider	风暴骑手	暂定·官方待核	所给英文底稿	647 B0055	雷狼牵引战车。
Tyrnak	泰纳克	暂定·官方待核	所给英文底稿	647 B0055	雷狼。
Fenrir	芬里尔	暂定·官方待核	所给英文底稿	647 B0055	雷狼。
Anakron Silvermane	阿纳克伦·银鬃	暂定·官方待核	所给英文底稿	647 B0067	某小说记载的前任头狼。
Tra	特拉	暂定·官方待核	所给英文底稿	648 B0014	第三大连的芬里斯语称呼。
Fith	菲斯	暂定·官方待核	所给英文底稿	648 B0010	成功入伍的芬里斯人。
skjald	吟游诗人	暂定·官方待核	所给英文底稿	648 B0010	兼记述军团历史的口述诗人，沿本稿。
Olamic Quietude	奥拉米克静远	暂定·官方待核	所给英文底稿	648 B0014	源稿所述文明名。
Gryth	格里斯	暂定·官方待核	所给英文底稿	648 B0016	火山世界。
Arvax the Arch-slaughterer	大屠戮者阿瓦克斯	暂定·官方待核	所给英文底稿	648 B0016	恶魔王。
Helridder	地狱骑手号	暂定·官方待核	所给英文底稿	648 B0025	太空野狼舰船，沿现稿。
Revered Fallen	牺牲尊者	暂定·官方待核	所给英文底稿	648 B0034	无畏机甲战士敬称，非死者身份；暂沿稿待核。
Greyloc	格雷洛克	暂定·官方待核	所给英文底稿	648 B0034	太空野狼首领。
Harek Ironhelm	哈雷克·铁盔	暂定·官方待核	所给英文底稿	648 B0040	M32 头狼。
Makrina	马克里纳	暂定·官方待核	所给英文底稿	648 B0046	欧克军阀。
Quaran	夸恩	暂定·官方待核	所给英文底稿	648 B0046	行星。
Trueclaw	真实之爪	暂定·官方待核	所给英文底稿	648 B0004、B0062	既为比约恩称号也为机甲巨爪名称，沿现稿。
Bear	熊	暂定·官方待核	所给英文底稿	648 B0068	豪瑟尔对 Bjorn 的低哥特语误称；意译对于本段情节必需。
Omnicide	欧姆尼塞德	暂定·官方待核	所给英文底稿	649 B0007	地狱世界。
Vikurus	维库鲁斯	暂定·官方待核	所给英文底稿	649 B0013	行星。
helfrost	霜狱	暂定·官方待核	所给英文底稿	649 B0009	冻结技术，沿现稿。
Paleskins	苍白皮肤部族	暂定·官方待核	所给英文底稿	650 B0007	芬里斯部族，描述性暂译。
Heimdall	海姆达尔	暂定·官方待核	所给英文底稿	650 B0011	符文牧师。
Goreswirl	戈雷斯维尔	暂定·官方待核	所给英文底稿	650 B0013	战役地名。
Ulf Schwarzbraur	乌尔夫·施瓦茨布劳尔	暂定·官方待核	所给英文底稿	650 B0013	钢铁牧师。
Nightwing	夜翼	暂定·官方待核	所给英文底稿	650 B0013	纳吉奥灵能渡鸦，非同名灵族载具。
Ras Shakeh	拉斯·沙克	暂定·官方待核	所给英文底稿	650 B0015	地名。
Járnhamar Pack	铁锤小队	暂定·官方待核	所给英文底稿	650 B0015	太空野狼小队。
Gunnlaugur	贡劳尔	暂定·官方待核	所给英文底稿	650 B0015	铁锤小队首领。
Festerax	费斯特拉克斯号	暂定·官方待核	所给英文底稿	650 B0015	太空废船，原溃烂之斧号。
Kefa Primaris	凯法普里马里斯	暂定·官方待核	所给英文底稿	650 B0015	巢都世界，原凯法主星。
Baldr	巴德尔	暂定·官方待核	所给英文底稿	650 B0015	觉醒灵能的太空野狼。
Mycelite	迈塞利特	暂定·官方待核	所给英文底稿	650 B0015	死亡守卫巫师。
Izzakar Orr	伊萨卡尔·欧尔	暂定·官方待核	所给英文底稿	650 B0021	千子智库员。
Portal Maze	门户迷宫	暂定·官方待核	所给英文底稿	650 B0021	普洛斯佩罗传送门网络。
Bodvar Bjarki	博德瓦尔·比亚尔基	暂定·官方待核	所给英文底稿	651 B0002	符文牧师。
Promeus	普罗梅乌斯	暂定·官方待核	所给英文底稿	651 B0011	与 Prometheus 区别，人物身份待跨篇核对。
Svafnir Rackwulf	斯瓦夫尼尔·拉克伍尔夫	暂定·官方待核	所给英文底稿	651 B0018	小队战士。
Olgyr Widdowsyn	奥尔吉尔·威多辛	暂定·官方待核	所给英文底稿	651 B0020	持盾者。
Gierlonthnir Helblind	吉尔隆尼尔·赫尔布林德	暂定·官方待核	所给英文底稿	651 B0022	持盾者。
Harr Balegyr	哈里·贝尔格	暂定·官方待核	所给英文底稿	651 B0024	狂战士。
Kamiti Sona	卡米蒂·索纳	暂定·官方待核	所给英文底稿	651 B0024	地名。
Wolf High Priest	至高狼牧师	暂定·官方待核	所给英文底稿	652 B0002	统一 Wolf Priest 狼牧师词根。
Grandfather Lupus	狼祖父	暂定·官方待核	所给英文底稿	652 B0002	乌尔里克尊号。
Guardian of the Sons of Russ	鲁斯子嗣守护者	暂定·官方待核	所给英文底稿	652 B0002	乌尔里克尊号。
Kruger	克鲁格	暂定·官方待核	所给英文底稿	652 B0009	前狼主。
Wolf Helm of Russ	鲁斯狼盔	暂定·官方待核	所给英文底稿	652 B0018	圣物头盔。
Ranek Icewalker	拉内克·冰行者	暂定·官方待核	所给英文底稿	652 B0027	拉格纳招募者的一种来源记载。
The Man-Mountain	似山之人	暂定·官方待核	所给英文底稿	653 B0010	阿贾克尊号。
Anvil of Fenris	芬里斯之砧	暂定·官方待核	所给英文底稿	653 B0010	阿贾克尊号。
