英文标准词	采用中文	译名状态	依据	定位	编辑说明
Mechanicum	机械教	暂定·历史称谓	原书英文语境	大远征与荷鲁斯之乱时期	与 Adeptus Mechanicus 机械修会分开。
Cult Mechanicus	机械教派	暂定·概念区分	原书英文语境及 GW-01	宗教体系	不机械等同于整个 Adeptus Mechanicus 机构。
Tech-Priest	技术祭司	官方已核对	GW-01	机械修会介绍；英中页面对应	原译技术神甫。
Legio Cybernetica	智控军团	暂定	原书英文语境	组织	不与 Librarian 智库员混淆。
Dark Mechanicum	黑暗机械教	暂定·官方待核	所给英文底稿与全书统一决定	518/3	与 Dark Mechanicus 为原文明确组织别称，不能泛用于忠诚机械修会
Warpsmith	次元铁匠	官方已核	https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW-09 中文第15页；GW-10 英文第15页；篇0833	混沌星际战士单位名直接对应；英文提取Warp T alons的内部空格为版面提取问题，标准名Warp Talons。
Daemon Engine	恶魔引擎	暂定	原书英文语境	载具类别	
Servitor	机仆	暂定	原书英文语境	半机械仆役	不等同纯机械机器人。
Abominable Intelligence	憎恶智能	暂定·官方待核	所给英文底稿	篇 0030	按本篇语境定译；同形普通词不作机械替换。
Men of Iron	铁人	暂定·官方待核	所给英文底稿	篇 0030	按本篇语境定译；同形普通词不作机械替换。
Dark Age of Technology	黑暗科技时代	暂定	原书英文语境	历史时期	原译黑暗技术时代。
Warp Drive	亚空间驱动装置	暂定	原书英文语境	航行设备	行文中可简称亚空间驱动；Warp Engine 译亚空间引擎。
Warp Jump	亚空间跳跃	暂定	原书英文语境	航行方式	
Faster-Than-Light	超光速航行	暂定	原书英文语境	FTL 航行	作形容词时译超光速。
Webway	网道	暂定	原书英文语境	交通网络	
Dolmen Gate	墓石之门	暂定	原书英文语境	太空死灵装置	
Mandeville Point	曼德维尔点	暂定	原书英文语境	航行位置	
Gellar Field	盖勒力场	暂定	原书英文语境	防护系统	Geller 为拼写变体，保留原文并记录。
Gellar Field Generator	盖勒力场发生器	暂定	原书英文语境	防护设备	
Calculated Jump	计算跳跃	暂定	原书英文语境	航行方式	不依靠导航者引导。
Piloted Jump	领航跳跃	暂定	原书英文语境	航行方式	与计算跳跃区分。
Teleportation	传送	暂定	原书英文语境	技术	
Psychic Hood	灵能兜帽	暂定·官方待核	所给英文底稿	篇1373	按英文语境沿现稿或修正；官方对应待核。
Psychic Foci	灵能聚焦手段	暂定	原书英文语境	技巧或器具的统称	依具体句子可译聚焦媒介，不将 foci 直译为几何焦点。
Emperor's Tarot	帝皇塔罗牌	暂定	原书英文语境	器具	
The Assignment	灵能分级	暂定	原书英文语境	分类制度	
Alpha-Plus	阿尔法加级	暂定	原书英文语境	灵能等级	原译超级阿尔法。
Unsane	失心者	暂定	原书英文语境	群体名称	保留英文以便进一步查证。
Castus Lupa	卡斯图斯·卢帕	暂定	原书英文语境	人物	
Savant Adjunct	助理学者	暂定	原书英文语境	职衔	原译辅助学者。
The Lost and the Damned	迷失者与被诅咒者	暂定	原书英文语境	混沌势力统称	同一英文既可指混沌群体，也可指第 23 篇旧版资料书，中文相同但实体不同。
Rogue Psyker	非法灵能者	暂定	原书英文语境	身份类别	
Mindwitch	心灵巫师	暂定·官方待核	所给英文底稿与全书统一决定	516/28	灵能专长类型不限定性别；原心灵女巫保留对照。
Knight Abominant	憎恶骑士	暂定	原书英文语境	混沌骑士型号	
Sorcerer	巫师	官方已核对	GW-09	PDF 第 36 页；GW-10 英文第 35 页	一般叙述中的巫师仍需结合语境。
Khorne	恐虐	官方已核对	GW-01	吞世者介绍	
Tzeentch	奸奇	官方已核对	GW-01	千子介绍	
Nurgle	纳垢	官方已核对	GW-01	死亡守卫介绍	
Path of the Seer	先知之道	暂定	原书英文语境	灵族道途	
Warlock	战巫	官方已核对	GW-09	中文 PDF 第 6 页；GW-10 英文 PDF 第 6 页	按对应官方单位表核对；英文单位表可能使用复数形式。
Spiritseer	灵魂先知	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	两版PDF均第6页	直接逐项核对官方中英单位名；人物额外尊号及复合职衔不随之全称认证。
Farseer	大先知	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	两版PDF均第6页	中英官方清单逐项核对；普通 prophet 不因此一律译大先知。
Ulthwé	乌斯维	暂定	原书英文语境	方舟世界	保留重音拼写。
Commorragh	科摩罗	官方已核对	GW-01	黑暗灵族介绍	
Craftworld	方舟世界	官方已核对	GW-01	艾达灵族介绍	
Shadowseer	暗影先知	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	两版PDF均第6页	直接逐项核对官方中英单位名；人物额外尊号及复合职衔不随之全称认证。
Harlequin	丑角	暂定	原书英文语境	群体或角色	
Weirdboy	灵能小子	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09中文第30页；GW10英文第29页	两版官方单位清单按名称对应；非按行位置或点数匹配。
Waaagh!	Waaagh!	暂定·保留原文	原书英文语境	欧克战争及群体能量称谓	保留原拼写；有 field 时译 Waaagh! 力场。
Kroot	克鲁特	暂定	原书英文语境	种族	指个体或群体时可译克鲁特人。
Nicassar	尼卡萨	暂定·官方待核	所给英文底稿	篇0582	按钛族社会及组织语境，非普通英语词义。
Ethereal	以太	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第35页；GW10第34页	核官方完整单位/分遣队名；一般指称按语境。
Farsight	远见	暂定	原书英文语境	人物	与 O'Shovah 为同一人，保留不同原文称谓。
Farsight Enclaves	远见飞地	暂定	原书英文语境	政体与地域	
Arthas Moloch	阿尔萨斯·摩洛克	暂定	原书英文语境	地点	不能把 on Arthas Moloch 译为在某人身上。
Cryptek	墓穴技师	暂定	原书英文语境	太空死灵技术专家	
Trazyn the Infinite	无尽者塔拉辛	官方已核对	GW-09	中文 PDF 第 28 页；GW-10 英文 PDF 第 28 页	按对应官方单位表核对；英文单位表可能使用复数形式。
Empathic Obliterator	移情泯灭杖	暂定	原书英文语境	武器	
Old Ones	古圣	暂定	原书英文语境	古代种族	
Hive Tyrant	虫巢暴君	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第37页；GW10第36页	完整单位名对照；Zoanthrope为复数Zoanthropes的单数规范形式。
Hive Mind	虫巢意志	官方已核对	GW-01	泰伦虫族介绍	原译虫巢思维。
Norn-Queen	诺恩女王	暂定	原书英文语境	泰伦虫族生物	
Dominatrix	施虐者	暂定	原书英文语境	泰伦虫族单位	与一般词义分开。
Zoanthrope	脑虫	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第37页；GW10第36页	完整单位名对照；Zoanthrope为复数Zoanthropes的单数规范形式。
Neurothrope	神经脑虫	暂定·官方待核	所给英文底稿	篇0001/泰伦灵能者	区别已核Neurogaunts神经虫；原神经虫同译易混淆。
Genestealer Magus	基因窃取者占星师	官方词根参考·全称待核	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第22页；GW10第22页	GW09/GW10第22页Magus占星师，原书另加种族限定。
Patriarch	族长	官方已核对	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第22页；GW10第22页	核对官方基因窃取者教派完整单位名，不用于其他同形职衔或一般名词。
Genestealer Familiar	基因窃取者魔宠	暂定	原书英文语境	生物	
Cult Benefictus	教派赐灵者	官方词根参考·全称待核	GW-09 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	GW09第22页；GW10第22页	GW09/GW10第22页Benefictus赐灵者，原书另加教派限定。
Grimnyr	格林姆尼尔	暂定	原书英文语境	沃坦联盟灵能专家	
Cloneskein	克隆织锦	暂定	原书英文语境	生物技术	
Barrier-Tech	屏障技术	暂定	原书英文语境	灵能技术	
Daemonology	恶魔学派	暂定	原书英文语境	灵能学派	
Theosophamy	圣言学派	暂定·官方待核	所给英文底稿	176—250篇，见对应译注	统一暂定；具体语义及源文疑点见段落译注。
Librarius	智库（机构）／智库学派（灵能学派）	语境定译·官方待核	所给英文底稿	篇 0251—0297	机构与灵能学派分别翻译，禁止不分语境替换。
Technomancy	科技学派	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Fulmination	雷霆学派	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Geokinesis	控地学派	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Sanguinary	圣血学派	暂定·学派语境	原书英文语境	灵能学派	形容词语境需另译。
Interromancy	审讯学派	暂定	原书英文语境	灵能学派	原译交互系，工作译名待核。
Tempestas	风暴学派	暂定	原书英文语境	灵能学派	
Umbramancy	幽影学派	暂定	原书英文语境	灵能学派	原译影预系。
Promethean	普罗米修斯学派	暂定·学派语境	原书英文语境	灵能学派	原译圣火系，保留英文以便定译。
Indomitus	不屈学派	暂定·学派语境	原书英文语境	灵能学派	型号、远征等语境不套用学派译名。
Stormspeaking	风语学派	暂定·官方待核	所给英文底稿	357 B0001	沿早期核心定译，白疤灵能学派。
Verminspeaking	虫语学派	暂定	原书英文语境	灵能学派	原译野兽系，工作译名待核。
Empathy	共感学派	暂定·学派语境	原书英文语境	灵能学派	一般词义另译。
Omnicron	奥密克戎级	暂定·源文拼写待核	原书英文语境	灵能等级	保留当前英文拼写，不静默更正为 Omicron。
O'Shovah	欧·肖瓦	暂定	原书英文语境	人物别名	Farsight 的别名。
Overview	概述	编辑用语已统一	编辑规范	章节标题	不是专有名词。
History	历史	编辑用语已统一	编辑规范	章节标题	不是专有名词。
Basic Data	基本资料	编辑用语已统一	编辑规范	章节标题	统一基础数据、基础信息等表述；不是专有名词。
Description	描述	编辑用语已统一	编辑规范	章节标题	不是专有名词。
Equipment	装备	编辑用语已统一	编辑规范	章节标题	不是专有名词。
Technical Information	技术资料	编辑用语已统一	编辑规范	章节标题	原译技术军士为错译；不是专有名词。
Conflicting sources	来源冲突	编辑用语已统一	编辑规范	章节标题	保留原书提出的冲突说明。
Notes	注释	编辑用语已统一	编辑规范	章节标题	不是专有名词。
Administratum	内政部	暂定	原书英文语境	帝国机构	原译内务部；不是 Adeptus Terra 中央政务部。
Adeptus Administratum	内政部	暂定	原书英文语境	帝国机构全称	与 Administratum 合并为同一机构。
Questio Logisticus	后勤问询部	暂定	原书英文语境	内政部下属机构	暂沿用原译，另核官方名称。
Proxx	普罗克斯	暂定	原书英文语境	巢都世界	
Hephastian	赫法斯提安	暂定	原书英文语境	矿业世界	
Shadow in the Warp	亚空间之影	暂定	原书英文语境	灵能现象	
Eye of Terror	恐惧之眼	官方已核对	GW-01	混沌星际战士介绍	
Maelstrom	大漩涡	官方已核对	GW-01	混沌星际战士介绍	专名语境。
Enslaver	奴役者	暂定	原书英文语境	种族	
Narvhal	角鲸舰	暂定	原书英文语境	泰伦虫族生物舰	
Warp Spider	次元蜘蛛	官方已核对	GW-09	中文 PDF 第 6 页；GW-10 英文 PDF 第 6 页	按对应官方单位表核对；英文单位表可能使用复数形式。
Teleport Homer	传送信标	暂定·官方待核	所给英文底稿与全书统一决定	1396	校正原译远程传输主机。
Teleportarium	传送室	暂定	原书英文语境	设施	单独设备需按句意译传送装置，不与设施混用。
Archeotech	古科技	暂定	原书英文语境	技术类别	原译考古科技。
Rogue Trader	行商浪人	暂定	原书英文语境	身份	
Displacer Field	位移力场	暂定	原书英文语境	防御装置	原译置换立场。
Ordo Malleus	恶魔审判庭	用户指定	原书英文语境	第101—123篇	沿用现稿；原稿别名仅在全书首次出现，已由主审处理，本范围不重复。
Imperial Fists	帝国之拳	暂定	原书英文语境	军团与战团	依时代区别组织编制。
Darnath Lysander	达纳斯·莱山德	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Phalanx	山阵号	暂定	原书英文语境	要塞修道院	普通战术术语 phalanx 不套用专名。
Apollo Diomedes	阿波罗·狄俄墨得斯	暂定	原书英文语境	人物	
Azariah Kyras	亚撒利雅·凯拉斯	暂定	原书英文语境	人物	沿用原书多处一致译名。
Subsector Aurelia	奥瑞利亚次星区	暂定	原书英文语境	地理	不把 subsector 一律泛译为分区。
Blood Ravens	血鸦	暂定	原书英文语境	战团	
Obliterator	泯灭者	官方已核对	GW-09	PDF 第 15 页；GW-10 英文第 15 页 Obliterators	复数 Obliterators；官方对应译名已核对。
Techmarine	科技战士	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Tulava Dyne	图拉瓦·戴恩	暂定	原书英文语境	人物	
Shadow-Walker	暗影行者	暂定	原书英文语境	施术者类别	
Phase Field	相位力场	暂定	原书英文语境	装置	原译相位立场。
Reanimation Protocols	复生协议	暂定·官方待核	所给英文底稿	篇0584	沿已有核心名称。
Veil of Darkness	黑暗面纱	暂定	原书英文语境	装备	
Stompa	践踏巨机	官方已核对	GW-09	PDF 第 30 页；GW-10 英文第 29 页	原译古巨圾；按所核官方单位译名修正，保留旧译供检索。
Teleporter Worm	传送蠕虫	暂定	原书英文语境	泰伦虫族生物	原译虫传送器。
Emperor of Mankind	人类帝皇	暂定	原书英文语境	人物全称	简称帝皇。
Emperor	帝皇	官方已核对	GW-01	星际战士诸阵营介绍	一般 emperor 不自动套用该专名。
Primarch	原体	官方已核对	GW-06	PDF 第 20 页	不将普通 progenitor 等词一律译原体。
Adeptus Terra	中央政务部	暂定	原书英文语境	帝国中央机构	不与内政部合并。
Priesthood of Earth	泰拉教士团	暂定	原书英文语境	中央政务部别称	原译泰拉政府没有保留 priesthood 含义。
Adeptus Ministorum	国教会	暂定	原书英文语境	帝国宗教机构	原译国教教会；不是泛指帝国信仰。
Ecclesiarchy	国教会	暂定	原书英文语境	宗教机构别称	
Departmento Munitorum	军务部	暂定	原书英文语境	机构	
Navis Nobilite	导航员家族	暂定·官方待核	所给英文底稿	A0010-B0049；A0018-B0100	机构名仍属暂定；成员称谓随已核官方 Navigator 统一。
Adeptus Arbites	法务部	暂定	原书英文语境	执法机构	与 Inquisition 审判庭区分。
Officio Assassinorum	刺客庭	暂定·官方待核	所给英文底稿与全书统一决定	482	沿全书定译，与刺客审判庭区分。
Lex Imperia	帝国律法	暂定	原书英文语境	法律体系	首次附英文，避免误作普通法律的泛称。
Imperial Fleet	帝国舰队	暂定	原书英文语境	舰队体系	并非每一处都等于 Imperial Navy。
Astra Cartographica	星图会	暂定·官方待核	所给英文底稿及主审统一决定	篇 93	机构名沿现稿。
Slavery	奴隶制	编辑用语已统一	所给英文底稿	篇 0009	制度总称；文章题名“奴隶制度”可保留。
Iniquity	伊尼奎蒂	暂定·官方待核	所给英文底稿	篇 0009 图注	卫星名称；不能按普通形容词译为“邪恶卫星”。
Chapter Serf	战团农奴	暂定·官方待核	所给英文底稿	篇 0009	复数 Chapter Serfs；不与一般侍从混用。
Helot	农奴；希洛人（古希腊语境）	语境定译·官方待核	所给英文底稿	A0240-B0086	战锤劳役制度中按农奴理解；词源段落用希洛人。
Battle Barge	战斗驳船	暂定·官方待核	所给英文底稿	篇 0009	保留原译，待核官方。
Hive World	巢都世界	暂定·官方待核	所给英文底稿	篇 0009	复数 Hive Worlds。
Agri-World	农业世界	暂定·官方待核	所给英文底稿	篇 0009	变体 Agriworld；不把不同世界类型合并。
Shrine World	圣地世界	暂定·官方待核	所给英文底稿	篇0878	按英文语境沿现稿或修正；官方对应待核。
Forge World	铸造世界	暂定·官方待核	所给英文底稿	篇0864	按英文语境沿现稿或修正；官方对应待核。
Abhuman	亚人	暂定·官方待核	所给英文底稿	篇 0009	复数 Abhumans。
Mutant	变种人	暂定·官方待核	所给英文底稿	篇 0009	不与稳定亚人分支合并。
Underlord Hurango	下巢领主胡兰戈	暂定·官方待核	所给英文底稿	篇 0009	Underlord 为自称头衔。
Shock Whip	电击鞭	暂定·官方待核	所给英文底稿	篇 0009	复数 Shock Whips。
Necromunda	涅克罗蒙达	暂定·官方待核	所给英文底稿	篇0863	按英文语境沿现稿或修正；官方对应待核。
Gram Ironhand	格拉姆·铁手	暂定·官方待核	所给英文底稿	篇 0009 图注	保留原译。
Shackleman	锁人者	暂定·官方待核	所给英文底稿	篇 0009 图注	奴隶行会职务，保留原译。
Slave Guild	奴隶行会	暂定·官方待核	所给英文底稿	篇 0009	另见 Slaver Guilds 的描述性复数称呼。
Cirian System	西里安星系	暂定·官方待核	所给英文底稿	篇 0009 图注	专名。
Miners Guild	矿工行会	暂定·官方待核	所给英文底稿	篇 0009 图注	西里安星系的组织名称。
Age of Apostasy	叛教时代	暂定·官方待核	所给英文底稿	篇 0009	保留原译。
Goge Vandire	高戈·范迪尔	暂定·官方待核	所给英文底稿	篇 0009	保留原译。
Schola Progenium	忠嗣学院	暂定·官方待核	所给英文底稿	篇 0009	保留原译。
Frateris Templar	圣堂兄弟会	暂定·官方待核	所给英文底稿	篇 0009	不得与 Black Templars 黑色圣堂合并。
Brides of the Emperor	帝皇新娘	暂定·官方待核	所给英文底稿	篇 0009	历史组织称谓。
Krakin Feckward	克拉金·费克沃德	暂定·官方待核	所给英文底稿	篇 0009	行商浪人人名。
Navis Imperialis	帝国海军	暂定·官方待核	所给英文底稿	篇 0009	在本段与 Imperial Navy 同指；保留拉丁式名称作为检索键。
Rating	普通水手	暂定·官方待核	所给英文底稿	篇 0009	复数 ratings；海军语境不能译成额定值。
Shock-Stave	电击杖	暂定·官方待核	所给英文底稿	篇 0009	复数 Shock-Staves。
Alecto	阿勒克图	暂定·官方待核	所给英文底稿	篇 0009	巢都世界地名。
skin ring	人口贩运团伙	暂定·官方待核	所给英文底稿	篇 0009	依语境作说明性译名，原译“皮环”不通。
skin runner	人口贩子	暂定·官方待核	所给英文底稿	篇 0009	依语境说明性暂译。
