英文标准词	采用中文	译名状态	依据	定位	编辑说明
Cthonia (Mars region)	克苏尼亚（火星地区）	暂定·官方待核	所给英文底稿	篇997	不是荷鲁斯母星，同形分实体。
Sydonian Tetrahedra	西多尼亚四面体区	暂定·官方待核	所给英文底稿	篇997	Tetrahedra是四面体复数，不是四方区；西多尼亚参考官方同名词根。
Sydonian Mistsea	西多尼亚迷雾海	暂定·官方待核	所给英文底稿	篇997	沿官方Sydonian词根，完整地名待核。
Sydonian Mask	西多尼亚面具	暂定·官方待核	所给英文底稿	篇997	同一地理词根，Mask不作动词伪装。
Vaults of Moravec	莫拉维克秘库	暂定·官方待核	所给英文底稿	篇998	沿原稿，区别一般地下窖。
Brotherhood of Singularitarianism	奇点主义兄弟会	暂定·官方待核	所给英文底稿	篇998	沿原稿。
Magma City	岩浆城	暂定·官方待核	所给英文底稿	篇999	统一997原音译马格马城。
Aetna’s Dam	安泰大坝	暂定·官方待核	所给英文底稿	篇999	沿原稿。
Aquila Ignis	天鹰烈焰号	暂定·官方待核	所给英文底稿	篇999	具名帝皇级泰坦。
Libraries Omnis	全知馆群	暂定·官方待核	所给英文底稿	篇1000	Librarius Omnis全知图书馆的复数别称。
Helios Gate	日神之门	暂定·官方待核	所给英文底稿	A0991-B0025	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Indicus Gate	印第之门	暂定·官方待核	所给英文底稿	A0991-B0027	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Annapurna Gate	安纳普纳门	暂定·官方待核	所给英文底稿	A0991-B0029	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Kushito Gate	库希托门	暂定·官方待核	所给英文底稿	A0991-B0031	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Eternity Wall	永恒之墙	暂定·官方待核	所给英文底稿	A0991-B0033	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Daylight Wall Section	日光墙段	暂定·官方待核	所给英文底稿	A0991-B0035	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Mercury Wall Section	水星墙段	暂定·官方待核	所给英文底稿	A0991-B0038	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Montagne Wall Section	山脉墙段	暂定·官方待核	所给英文底稿	A0991-B0039	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Tropic Wall Section	热带墙段	暂定·官方待核	所给英文底稿	A0991-B0040	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Dusk Wall Section	黄昏墙段	暂定·官方待核	所给英文底稿	A0991-B0041	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Twilight Wall Section	暮光墙段	暂定·官方待核	所给英文底稿	A0991-B0042	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Outer Palace	外殿	暂定·官方待核	所给英文底稿	A0991-B0043	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Grand Processional of the Eternals	永恒大道	暂定·官方待核	所给英文底稿	A0991-B0051	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Anterior Gate	前门	暂定·官方待核	所给英文底稿	A0991-B0053	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Lion's Gate Spaceport	狮门太空港	暂定·官方待核	所给英文底稿	A0991-B0055	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Lion's Gate	狮门	暂定·官方待核	所给英文底稿	A0991-B0057	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Aurum Gard	奥伦·加德	暂定·官方待核	所给英文底稿	A0991-B0065	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Marmax	马尔马克斯	暂定·官方待核	所给英文底稿	A0991-B0067	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Aurum Bar	黄金壁垒	暂定·官方待核	所给英文底稿	A0991-B0069	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The City of Sight	视界之城	暂定·官方待核	所给英文底稿	A0991-B0071	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Conduit	导管	暂定·官方待核	所给英文底稿	A0991-B0075	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Petitioner's City	祈愿者之城	暂定·官方待核	所给英文底稿	A0991-B0077	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Petitioner's Hall	祈愿大厅	暂定·官方待核	所给英文底稿	A0991-B0079	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Avenue of Sacrifice	牺牲大道	暂定·官方待核	所给英文底稿	A0991-B0081	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Palatine Arc	帕拉蒂尼弧区	暂定·官方待核	所给英文底稿	A0991-B0083	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Via Principa	主要大道	暂定·官方待核	所给英文底稿	A0991-B0087	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Eternity Wall Spaceport	永恒之墙太空港	暂定·官方待核	所给英文底稿	A0991-B0091	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Investiary	群英广场	暂定·官方待核	所给英文底稿	A0991-B0093	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Dome of the Architects	建筑师穹顶	暂定·官方待核	所给英文底稿	A0991-B0095	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Enlightener's Star	启蒙者之星	暂定·官方待核	所给英文底稿	A0991-B0096	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Fortress of the Tribunate	护民官要塞	暂定·官方待核	所给英文底稿	A0991-B0097	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Nexus Administrata	管理枢纽	暂定·官方待核	所给英文底稿	A0991-B0098	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Sprawl Magnifican	壮丽扩区	暂定·官方待核	所给英文底稿	A0991-B0099	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Victoris Absolute	绝对胜利	暂定·官方待核	所给英文底稿	A0991-B0100	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Vigilatum Orbital Battery	轨道警戒炮组	暂定·官方待核	所给英文底稿	A0991-B0101	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Crystal Observatory	水晶天文台	暂定·官方待核	所给英文底稿	A0991-B0102	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Preceptory	戒律所	暂定·官方待核	所给英文底稿	A0991-B0104	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Long Room	长屋	暂定·官方待核	所给英文底稿	A0991-B0105	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Central Offices of the Departmento Munitorum	军务部中央办公室	暂定·官方待核	所给英文底稿	A0991-B0106	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Avenue of Eternal Remembrance	永恒纪念大道	暂定·官方待核	所给英文底稿	A0991-B0108	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Inner Palace	内殿	暂定·官方待核	所给英文底稿	A0991-B0110	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Ultimate Gate	极限之门	暂定·官方待核	所给英文底稿	A0991-B0116	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Saturnine Wall Section	土星墙段	暂定·官方待核	所给英文底稿	A0991-B0120	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Exultant Wall Section	欢欣墙段	暂定·官方待核	所给英文底稿	A0991-B0122	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Sanctus Wall Section	神圣墙段	暂定·官方待核	所给英文底稿	A0991-B0123	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Europa Wall Section	欧罗巴墙段	暂定·官方待核	所给英文底稿	A0991-B0124	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Adamant Wall Section	坚定墙段	暂定·官方待核	所给英文底稿	A0991-B0125	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Great Chamber of the Senatorum Imperialis	帝国议会大会议厅	暂定·官方待核	所给英文底稿	A0991-B0128	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Chamber of Heroes	英雄大厅	暂定·官方待核	所给英文底稿	A0991-B0132	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Tower of Hegemon	霸权之塔	暂定·官方待核	所给英文底稿	A0991-B0136	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Delphic Battlement	德尔菲城垛	暂定·官方待核	所给英文底稿	A0991-B0142	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Grand Processional	宏伟大道	暂定·官方待核	所给英文底稿	A0991-B0144	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Royal Ascension	庄严飞升	暂定·官方待核	所给英文底稿	A0991-B0146	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Inner Gardens	内环花园	暂定·官方待核	所给英文底稿	A0991-B0156	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Areopeia Junction	阿罗佩亚枢纽	暂定·官方待核	所给英文底稿	A0991-B0158	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Hall of Victories	胜利大厅	暂定·官方待核	所给英文底稿	A0991-B0161	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Hall of Widows	寡妇大厅	暂定·官方待核	所给英文底稿	A0991-B0163	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Sanctum of a Thousand Eyes	千眼圣所	暂定·官方待核	所给英文底稿	A0991-B0169	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Tower Aquilane	天鹰之塔	暂定·官方待核	所给英文底稿	A0991-B0170	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Sigilite's Retreat	掌印者之居	暂定·官方待核	所给英文底稿	A0991-B0171	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Via Oxidentus	奥克西登图斯大道	暂定·官方待核	所给英文底稿	A0991-B0173	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Basilica Ventura	文图拉大教堂	暂定·官方待核	所给英文底稿	A0991-B0175	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Column of Glory	荣耀之柱	暂定·官方待核	所给英文底稿	A0991-B0177	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Shrouds	寿衣	暂定·官方待核	所给英文底稿	A0991-B0178	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Sanctuary of Satya	萨提亚圣所	暂定·官方待核	所给英文底稿	A0991-B0182	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Pillar of Bone	白骨之墩	暂定·官方待核	所给英文底稿	A0991-B0184	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Hall of Weapons	武器大厅	暂定·官方待核	所给英文底稿	A0991-B0187	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Hall of Glories	荣誉大厅	暂定·官方待核	所给英文底稿	A0991-B0188	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Katabat Terrace	卡塔巴特露台	暂定·官方待核	所给英文底稿	A0991-B0189	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Eagle's Highway	雄鹰公路	暂定·官方待核	所给英文底稿	A0991-B0191	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Heliosicon Tower	日神之塔	暂定·官方待核	所给英文底稿	A0991-B0195	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Kushmandan Archive	库什曼丹档案馆	暂定·官方待核	所给英文底稿	A0991-B0196	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Stellarum Vigil	群星祈夜	暂定·官方待核	所给英文底稿	A0991-B0197	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Eternity Gate	永恒之门	暂定·官方待核	所给英文底稿	A0992-B0013	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Emperor's Throneroom	帝皇的王座厅	暂定·官方待核	所给英文底稿	A0992-B0017	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Sanctuary of Satya	萨提亚圣所	暂定·官方待核	所给英文底稿	A0994-B0012	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Port Luna	月球港	暂定·官方待核	所给英文底稿	A0996-B0036	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Circuit	回路	暂定·官方待核	所给英文底稿	A0996-B0038	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Esoterikon Livris	秘密档馆	暂定·官方待核	所给英文底稿	A0996-B0044	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Sylem	塞勒姆	暂定·官方待核	所给英文底稿	A0996-B0046	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Tharsis Quadrangle	塔尔西斯四方区	暂定·官方待核	所给英文底稿	A0997-B0062	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Olympus Mons	奥林匹斯山	暂定·官方待核	所给英文底稿	A0997-B0063	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Temple of All Knowledge	全知圣殿	暂定·官方待核	所给英文底稿	A0997-B0065	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Syria Planum	叙利亚高原	暂定·官方待核	所给英文底稿	A0997-B0067	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Ascraeus Mons	艾斯克雷尔斯山	暂定·官方待核	所给英文底稿	A0997-B0070	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Olympica Fossae	奥林匹亚峡谷	暂定·官方待核	所给英文底稿	A0997-B0074	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Arsia Mons	阿尔西亚山	暂定·官方待核	所给英文底稿	A0997-B0076	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Acheron Fosse	阿刻戎峡谷	暂定·官方待核	所给英文底稿	A0997-B0079	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Temple of the Frictionless Piston	无摩擦活塞圣殿	暂定·官方待核	所给英文底稿	A0997-B0080	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Noctis Labyrinthus	永夜迷宫	暂定·官方待核	所给英文底稿	A0997-B0081	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The High Altar of Technology	技术至高祭坛	暂定·官方待核	所给英文底稿	A0997-B0085	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Librarium Omnissiah	欧姆尼赛亚图书馆	暂定·官方待核	所给英文底稿	A0997-B0086	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Librarius Omnis	全知图书馆	暂定·官方待核	所给英文底稿	A0997-B0087	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Mare Erythraeum	红海	暂定·官方待核	所给英文底稿	A0997-B0088	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Hydraulach Point	海德拉科定居点	暂定·官方待核	所给英文底稿	A0997-B0089	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Vaults of Moravec	莫拉维克秘库	暂定·官方待核	所给英文底稿	A0997-B0090	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Glaivid Hive	格拉维德巢都	暂定·官方待核	所给英文底稿	A0997-B0092	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Oxygos Hive	奥西戈斯巢都	暂定·官方待核	所给英文底稿	A0997-B0093	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Olympus Undae Hive	奥林匹斯沙丘巢都	暂定·官方待核	所给英文底稿	A0997-B0094	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Hyperboreae Undae	许珀玻瑞亚沙丘	暂定·官方待核	所给英文底稿	A0997-B0095	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Headquarters of the Collegia Titanica	泰坦修会总部	暂定·官方待核	所给英文底稿	A0997-B0096	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Mare Chronius	克罗尼乌斯海	暂定·官方待核	所给英文底稿	A0997-B0097	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Tantalus Hive	坦塔罗斯巢都	暂定·官方待核	所给英文底稿	A0997-B0098	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Milancovic Fusion Reactor	米兰科维奇聚变反应堆	暂定·官方待核	所给英文底稿	A0997-B0099	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Arcadia Solar Collector Fields	阿卡迪亚太阳能集热器场	暂定·官方待核	所给英文底稿	A0997-B0100	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Grand Temple of the Omnissiah	欧姆尼赛亚大神殿	暂定·官方待核	所给英文底稿	A0997-B0102	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Mareotis Forge Temple	马雷奥蒂斯铸造圣殿	暂定·官方待核	所给英文底稿	A0997-B0103	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Deep Core Mines	深核矿井	暂定·官方待核	所给英文底稿	A0997-B0104	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Esperanos Space Port	埃斯佩兰诺斯太空港	暂定·官方待核	所给英文底稿	A0997-B0107	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Fortress-Temple of the Knights Taranis	塔兰尼斯骑士圣殿堡垒	暂定·官方待核	所给英文底稿	A0997-B0109	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Xanthos	克桑托斯	暂定·官方待核	所给英文底稿	A0997-B0111	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Fortress-Temple of the Legio Tempestus	暴风军团圣殿堡垒	暂定·官方待核	所给英文底稿	A0997-B0112	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Haunted Dunes of Solis Planum	索利斯平原的闹鬼沙丘	暂定·官方待核	所给英文底稿	A0997-B0113	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Candor Casma	坎德河谷	暂定·官方待核	所给英文底稿	A0997-B0114	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Varnalia	瓦尔纳里亚	暂定·官方待核	所给英文底稿	A0997-B0115	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Mondus Terrawatt II Complex	蒙杜斯·泰拉瓦特二号设施群	暂定·官方待核	所给英文底稿	A0997-B0116	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Lybia Montes Forge Temples	利比亚蒙特斯铸造圣殿	暂定·官方待核	所给英文底稿	A0997-B0117	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Lethe Zone	忘川境	暂定·官方待核	所给英文底稿	A0997-B0118	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Antionradi Forge Temple	安坦拉迪铸造圣殿	暂定·官方待核	所给英文底稿	A0997-B0119	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Mechavitae Forge Temple	机械生命铸造圣殿	暂定·官方待核	所给英文底稿	A0997-B0120	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Rust Wastes	铁锈荒地	暂定·官方待核	所给英文底稿	A0997-B0121	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Autonoct Deserts	自夜沙漠	暂定·官方待核	所给英文底稿	A0997-B0123	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Sornia	索尼亚	暂定·官方待核	所给英文底稿	A0997-B0124	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Nilosyrtis Hive	尼罗沙洲巢都	暂定·官方待核	所给英文底稿	A0997-B0125	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Protoservitor cradle	原型机仆育成舱	暂定·官方待核	所给英文底稿	A0997-B0127	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Acidalia Planitia	阿西达里亚平原	暂定·官方待核	所给英文底稿	A0997-B0130	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Sea of Iron Curses	铁咒之海	暂定·官方待核	所给英文底稿	A0997-B0131	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Vastitas Borealis	北方大平原	暂定·官方待核	所给英文底稿	A0997-B0132	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
The Ring of Iron	钢铁之环	暂定·官方待核	所给英文底稿	A0997-B0138	已逐项对照英文地名／设施名；沿现稿或按本篇语义修订，完整官方对应待核。
Ascensor’s Gate	飞升之门	暂定·官方待核	所给英文底稿	A0991-B0081	与Acensor异写关系待核，英语原样保留。
Primus Moravec	首席莫拉维克	暂定·官方待核	所给英文底稿	A0998-B0003	沿原稿对Primus的职衔理解；是否为姓名成分待核。
