英文标准词	采用中文	译名状态	依据	定位	编辑说明
Steamblood Zouaves	蒸汽之血祖阿夫兵	暂定·官方待核	所给英文底稿与全书统一决定	篇1386	保留Zouaves命名区别，非普通轻步兵统称。
Zayth Engine Armour	扎伊斯引擎盔甲	暂定·官方待核	所给英文底稿与全书统一决定	篇1386	沿标题名称。
Engine Orders of Zayth	扎伊斯引擎修会	暂定·官方待核	所给英文底稿与全书统一决定	篇1386	组织Order，不作抽象秩序。
Exo-Armour	外骨骼装甲	暂定·官方待核	所给英文底稿与全书统一决定	篇1386	沿核心同词根武器名，补原漏译。
Faash	法什	暂定·官方待核	所给英文底稿与全书统一决定	篇1386	军事组织名沿稿。
Scarabine	斯卡拉宾	暂定·官方待核	所给英文底稿与全书统一决定	篇1386	机械化士兵类别沿稿。
Terminator Armour	终结者盔甲	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿条目标题；官方完整单位名中的护甲译法另按整名保留。
Crux Terminatus	终结者十字章	暂定·官方待核	所给英文底稿与全书统一决定	1387	统一徽记名称。
Suspensor	悬浮装置	暂定·官方待核	所给英文底稿与全书统一决定	1387	减轻负载的装置；原悬带易误成带子。
Cataphractii Pattern	铁骑型	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿现稿。
Tartaros Pattern	冥府型	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿现稿。
Indomitus Pattern	不屈型	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿现稿；区别圣物Armour Indomitus。
Gorgon Pattern	戈尔贡型	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿现稿。
Thermal Diffraction Field	热衍射力场	暂定·官方待核	所给英文底稿与全书统一决定	1387	修正立场错字。
cybertheurgic resonance	智控神术共鸣	暂定·官方待核	所给英文底稿与全书统一决定	1387	技术宗教语境；暂定待核。
Phoebian Accord	菲比安协议	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿菲比词根。
Tech-Cabal	技术结社	暂定·官方待核	所给英文底稿与全书统一决定	1387	组织性质；不凭词形增添阴谋行为。
Tech-Wright	维护技师	暂定·官方待核	所给英文底稿与全书统一决定	1387	本处指派驻维护土星型护甲的人员，职衔待核。
Saturnine Excubitor Cadre	土星守卫分队	暂定·官方待核	所给英文底稿与全书统一决定	1387	cadre为部队，不称骨干个人。
Tekathikos	破山者	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿原稿；待核。
Colossi	巨像	暂定·官方待核	所给英文底稿与全书统一决定	1387	此处为圣血天使部队。
Helwrought	狱铸	暂定·官方待核	所给英文底稿与全书统一决定	1387	钢铁之手部队，沿现稿。
Heavy Disintegrator	重型分解枪	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿分解武器词根；原重型粉碎者。
Particle Shredder	粒子粉碎器	暂定·官方待核	所给英文底稿与全书统一决定	1387	武器名称，原粒子粉碎者。
Aegis Pattern	神盾型	暂定·官方待核	所给英文底稿与全书统一决定	1387	沿灰骑士The Aegis神盾，不作现实宙斯盾系统。
Aquilon Pattern	天鹰型	暂定·官方待核	所给英文底稿与全书统一决定	1387	禁军终结者护甲型号；区别风暴天鹰部队。
Allarus Pattern Terminator Armour	阿拉鲁斯型终结者护甲	暂定·官方待核	所给英文底稿与全书统一决定	1387	由官方完整单位名词根参考，型号整名仍待核。
Deeds Endure	功业长存	暂定·官方待核	所给英文底稿与全书统一决定	1387	短篇小说名，原持久契约误解deeds。
Armour of Alacrity	敏捷盔甲	暂定·官方待核	所给英文底稿与全书统一决定	1388	沿现稿。
Artificer Armour	精工盔甲	暂定·官方待核	所给英文底稿与全书统一决定	1389	沿现稿。
Armour of the Forest	森林之甲	暂定·官方待核	所给英文底稿与全书统一决定	1389	考斯韦恩护甲，沿现稿。
Armour Indomitus	不屈盔甲	暂定·官方待核	所给英文底稿与全书统一决定	1390	独有圣物，区别不屈型终结者盔甲。
One True Armour	真一盔甲	暂定·官方待核	所给英文底稿与全书统一决定	1391	帝皇盔甲，沿现稿。
Endurant Protector	持久守护者	暂定·官方待核	所给英文底稿与全书统一决定	1392	沿现稿。
Adamantine Cuirass	精金胸甲	暂定·官方待核	所给英文底稿与全书统一决定	1393	沿现稿。
Adamantine Mantle	精金斗篷	暂定·官方待核	所给英文底稿与全书统一决定	1394	沿现稿。
Ghostweave Cloak	幽灵编织斗篷	暂定·官方待核	所给英文底稿与全书统一决定	1395	沿现稿。
Teleport Homer	传送信标	暂定·官方待核	所给英文底稿与全书统一决定	1396	校正原译远程传输主机。
Communication Beacon	通信信标	暂定·官方待核	所给英文底稿与全书统一决定	1397	沿现稿标题；设备性质为音阵通信。
Locator Beacon	定位信标	暂定·官方待核	所给英文底稿与全书统一决定	1398	沿现稿。
Jamming Beacon	干扰信标	暂定·官方待核	所给英文底稿与全书统一决定	1399	沿现稿。
Holy relics	圣遗物	暂定·官方待核	所给英文底稿与全书统一决定	1400	集合名，行文可简称圣物。
Saint Svetanus Goldenhelm	圣斯维坦努斯·戈德赫勒姆	暂定·官方待核	所给英文底稿与全书统一决定	1400	沿现稿，暂定待核。
Alicia Dominica	艾丽西亚·多米尼卡	暂定·官方待核	所给英文底稿与全书统一决定	1400	补全英文名，原圣多米尼克。
Blade of Admonition	训诫之剑	暂定·官方待核	所给英文底稿与全书统一决定	1400	沿现稿。
Agathea	阿加西娅	暂定·官方待核	所给英文底稿与全书统一决定	1400	沿现稿。
Denescura	德涅斯库拉	暂定·官方待核	所给英文底稿与全书统一决定	1400	沿现稿。
Saint Aspira	圣阿斯皮拉	暂定·官方待核	所给英文底稿与全书统一决定	1400	沿现稿。
Litanies of Faith	信仰连祷	暂定·官方待核	所给英文底稿与全书统一决定	1400	原信仰之礼遗漏litanies连祷含义。
Mace of Valaan	瓦兰之槌	暂定·官方待核	所给英文底稿与全书统一决定	1400	武器mace，原瓦兰权杖。
Redemptor Kyrinov	救赎者基里诺夫	暂定·官方待核	所给英文底稿与全书统一决定	1400	不将Redemptor加译成救世主。
Sigil Ecclesiasticus	国教印记	暂定·官方待核	所给英文底稿与全书统一决定	1400	原次经传道书印记无依据。
Honour Vehement	激昂荣誉	暂定·官方待核	所给英文底稿与全书统一决定	1403	沿现稿。
Emperor's Judgement	帝皇审判	暂定·官方待核	所给英文底稿与全书统一决定	1404	面具圣物，沿现稿。
Vox Espiritum	音阵之魂	暂定·官方待核	所给英文底稿与全书统一决定	1405	沿现稿。
Crux Argentum	银十字章	暂定·官方待核	所给英文底稿与全书统一决定	1406	沿现稿。
Reliquary of Gathalamor	加塔拉莫圣骨匣	暂定·官方待核	所给英文底稿与全书统一决定	1407	沿地名既定加塔拉莫。
Ordela Grendoth	奥德菈·格伦多斯	暂定·官方待核	所给英文底稿与全书统一决定	1407	沿现稿姓名；职衔Knight Centura依既定百骑长。
Pennant of the Fallen	牺牲之旗	暂定·官方待核	所给英文底稿与全书统一决定	1408	沿现稿。
Standard of the Emperor Ascendant	帝皇崛起之旗	暂定·官方待核	所给英文底稿与全书统一决定	1409	沿现稿。
Cyber-Altered Task unit	智控改造任务单元	暂定·官方待核	所给英文底稿与全书统一决定	1410	简称CAT；沿现稿。
Spawn of Damnation	诅咒之子号	暂定·官方待核	所给英文底稿与全书统一决定	1410	太空废船，沿现稿。
Fire Wasp	火蜂	暂定·官方待核	所给英文底稿与全书统一决定	1411	沿现稿。
Erioch-pattern	伊利奥赫型	暂定·官方待核	所给英文底稿与全书统一决定	1411	沿现稿。
Devastation Drone	毁灭无人机	暂定·官方待核	所给英文底稿与全书统一决定	1412	沿现稿。
Implosion Charge	内爆装药	暂定·官方待核	所给英文底稿与全书统一决定	1412	沿现稿。
Grapplehawk	格斗天鹰	暂定·官方待核	所给英文底稿与全书统一决定	1413	沿现稿；智控魔宠。；主审统一回修，原本批译名：搏斗鹰。
Calixian Pattern	卡利西斯型	暂定·官方待核	所给英文底稿与全书统一决定	1413	沿卡利西斯星区词根，原卡里西安型。
Falax Pattern	法拉克斯型	暂定·官方待核	所给英文底稿与全书统一决定	1413	沿现稿。
Subrique Pattern	萨布里克型	暂定·官方待核	所给英文底稿与全书统一决定	1413	沿现稿。
Thulian Magos	图利安贤者	暂定·官方待核	所给英文底稿与全书统一决定	1413	沿现稿。
House Orlock	欧洛克家族	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿已定Orlock欧洛克词根，原奥洛克。
Gunshy Girls	怯枪女孩	暂定·官方待核	所给英文底稿与全书统一决定	1414	原枪炮女孩；gunshy反差按英文保留。
Dymaxion Procyon	戴马克松·南河三	暂定·官方待核	所给英文底稿与全书统一决定	1414	智控獒犬产品型号。
Gunhound	枪猎犬	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Hardcase Cyber-Mastiff	硬壳智控獒犬	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Malfi-Pattern Eliminator-Mastiff	马尔菲型歼灭者獒犬	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Sirius Six	天狼星六号	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Barbaretta	巴巴勒塔	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Faceripper	撕脸者	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Maeder Jones	梅德·琼斯	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Solomorne Anthar	索洛莫恩·安萨尔	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Proctor-Exactant	强征监督员	暂定·官方待核	所给英文底稿与全书统一决定	1414	暂沿现稿，具体职衔待核。
Glaito	格莱托	暂定·官方待核	所给英文底稿与全书统一决定	1414	GL-80昵称，沿现稿。
Groinripper	撕腹者	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Ajax Jones	阿贾克斯·琼斯	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Ashtown Angels	灰镇天使	暂定·官方待核	所给英文底稿与全书统一决定	1414	帮派名，沿现稿。
Ashline Raiders	灰线突袭者	暂定·官方待核	所给英文底稿与全书统一决定	1414	帮派名，沿现稿。
Kanis	卡尼斯	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Scrutinator-Primus Servalen	首席审查官塞尔瓦伦	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Macula	黄斑	暂定·官方待核	所给英文底稿与全书统一决定	1414	犬名，沿现稿。
Slate Merdena	斯莱特·默德纳	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Old Scartooth	老疤牙	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Rex Imperialis	帝国君王	暂定·官方待核	所给英文底稿与全书统一决定	1414	犬名，沿现稿。
Scrappy	斗志昂扬	暂定·官方待核	所给英文底稿与全书统一决定	1414	犬名，暂沿现稿。
Wotan	沃坦	暂定·官方待核	所给英文底稿与全书统一决定	1414	犬名，沿现稿。
Kal Jerico	卡尔·杰里科	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Merelda	梅蕾尔达	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Hendrych Kron	亨德里奇·克朗	暂定·官方待核	所给英文底稿与全书统一决定	1414	沿现稿。
Dozer Blade	推土铲刀	暂定·官方待核	所给英文底稿与全书统一决定	1416	沿标题；tracks为履带。
Smoke Launcher	烟雾发射器	暂定·官方待核	所给英文底稿与全书统一决定	1417	沿现稿。
Frag Defender	破片防御者	暂定·官方待核	所给英文底稿与全书统一决定	1417	沿现稿。
Siege Shield	攻城盾	暂定·官方待核	所给英文底稿与全书统一决定	1418	沿现稿。
Extra Armour	额外装甲	暂定·官方待核	所给英文底稿与全书统一决定	1419	沿现稿。
Ablative Armour	消融装甲	暂定·官方待核	所给英文底稿与全书统一决定	1419	与1387甲片统一，原烧蚀。
Superior Plating	优质甲板	暂定·官方待核	所给英文底稿与全书统一决定	1419	装甲板非镀层。
Artificer Hull	精工车体	暂定·官方待核	所给英文底稿与全书统一决定	1420	沿现稿。
Pintle weapon	枢轴武器	暂定·官方待核	所给英文底稿与全书统一决定	1421	沿现稿。
Grav-vehicle	反重力载具	暂定·官方待核	所给英文底稿与全书统一决定	1423	沿现稿。
Grav-Car	反重力车	暂定·官方待核	所给英文底稿与全书统一决定	1423	沿现稿。
Magos Sky Platform	贤者天空平台	暂定·官方待核	所给英文底稿与全书统一决定	1423	沿现稿。
Hover Pulpit	悬浮讲道台	暂定·官方待核	所给英文底稿与全书统一决定	1423	沿现稿。
Power-board	动力板	暂定·官方待核	所给英文底稿与全书统一决定	1423	沿现稿。
Pallas	帕拉斯	暂定·官方待核	所给英文底稿与全书统一决定	1423	载具专名，沿现稿。
Reaper (Drukhari vehicle)	收割者	暂定·官方待核	所给英文底稿与全书统一决定	1423/1424	黑暗灵族载具，区别核心同名舰船收割者号。
Tantalus	折磨	暂定·官方待核	所给英文底稿与全书统一决定	1423	暂沿现稿，载具专名待核。
Magna-Coil Bike	麦格纳线圈摩托	暂定·官方待核	所给英文底稿与全书统一决定	1423	沿已定Magna-Coil Autocannon麦格纳线圈词根，原大线圈摩托。
Kapricus	摩羯座	暂定·官方待核	所给英文底稿与全书统一决定	1423	载具名，暂沿现稿。
Leman Russ Conqueror	黎曼鲁斯征服者	暂定·官方待核	所给英文底稿与全书统一决定	1424	区别已核官译Vanquisher胜利者。
Leman Russ Annihilator	黎曼鲁斯歼灭者	暂定·官方待核	所给英文底稿与全书统一决定	1424	沿现稿，区别Exterminator灭绝者。
Leman Russ Incinerator	黎曼鲁斯焚化者	暂定·官方待核	所给英文底稿与全书统一决定	1424	沿现稿。
Ragnarok (tank)	诸神黄昏	暂定·官方待核	所给英文底稿与全书统一决定	1424	坦克型号，区别同名事件。
Siegfried	齐格弗里德	暂定·官方待核	所给英文底稿与全书统一决定	1424	沿现稿。
Scylla (light tank)	斯库拉	暂定·官方待核	所给英文底稿与全书统一决定	1424	轻型坦克，沿现稿。
Kratos (tank)	奎托斯	暂定·官方待核	所给英文底稿与全书统一决定	1424	坦克型号，沿现稿。
Krios	克里奥斯	暂定·官方待核	所给英文底稿与全书统一决定	1424	沿现稿。
Cobal Enforcer	科巴尔执法者	暂定·官方待核	所给英文底稿与全书统一决定	1425	专名Cobal非Cobra，修正眼镜蛇。
Cobal Landstriders	科巴尔陆行者	暂定·官方待核	所给英文底稿与全书统一决定	1425	使用Cobal Enforcer的部队，暂定待核。
Decimator (super-heavy tank)	杀戮者坦克	暂定·官方待核	所给英文底稿与全书统一决定	1425	区别Decimator恶魔机甲。
Colossus (Squat vehicle)	巨像	暂定·官方待核	所给英文底稿与全书统一决定	1425	载具，区别Colossus巨像号舰船。
Auto-castelator	自动堡垒载具	暂定·官方待核	所给英文底稿与全书统一决定	1426	统一标题与正文称谓。
Mantolith Large Assault Drill	地幔岩大型突击钻	暂定·官方待核	所给英文底稿与全书统一决定	1428	沿现稿；简称地幔岩型。
Termite Tunneling Transport Vehicle	白蚁隧道运输车	暂定·官方待核	所给英文底稿与全书统一决定	1429	沿现稿。
Terrax Pattern Termite	特拉克斯型白蚁	暂定·官方待核	所给英文底稿与全书统一决定	1429	沿现稿。
Abfall B	阿布法尔B	暂定·官方待核	所给英文底稿与全书统一决定	1429	行星专名，原废料B。
Io Pattern Termite	木卫一型白蚁	暂定·官方待核	所给英文底稿与全书统一决定	1429	沿现稿。
Incarcerator Psychic Shielded Vehicle	监禁者灵能隔离载具	暂定·官方待核	所给英文底稿与全书统一决定	1430	沿标题，具灵能屏蔽功能。
Falcon	猎鹰坦克	官方已核·中英对照	GW-09第6页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第6页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Fire Prism	炎晶坦克	官方已核·中英对照	GW-09第6页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第6页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Night Spinner	织夜者坦克	官方已核·中英对照	GW-09第6页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第6页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Skyweavers	织空者摩托	官方已核·中英对照	GW-09第6页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第6页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Starweaver	织星者飞艇	官方已核·中英对照	GW-09第6页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第6页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Voidweaver	织虚者飞艇	官方已核·中英对照	GW-09第6页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第6页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Vyper	蝮蛇飞艇	官方已核·中英对照	GW-09第6页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第6页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Wave Serpent	波蛇飞艇	官方已核·中英对照	GW-09第6页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第6页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Banehammer	毁灭之锤	官方已核·中英对照	GW-09第8页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第8页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Banesword	毁灭之剑	官方已核·中英对照	GW-09第8页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第8页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Doomhammer	末日之锤	官方已核·中英对照	GW-09第8页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第8页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Piranhas	食人鱼战机	官方已核·中英对照	GW-09第35页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第34页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Devilfish	魔鬼鱼运输艇	官方已核·中英对照	GW-09第35页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第34页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Sky Ray Gunship	天鳐炮艇	官方已核·中英对照	GW-09第35页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第34页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Deffkoptas	死亡直升机	官方已核·中英对照	GW-09第30页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第29页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Drop Pod	空降舱	官方已核·中英对照	GW-09第32页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第31页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Firestrike Servo-turrets	炎击伺服炮台	官方已核·中英对照	GW-09第32页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第31页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Hammerfall Bunker	落锤堡	官方已核·中英对照	GW-09第32页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第31页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Invictor Tactical Warsuit	不败者战术机甲	官方已核·中英对照	GW-09第32页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第31页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Obelisk	方尖碑	官方已核·中英对照	GW-09第28页 https://assets.warhammer-community.com/chi_06-05_wh40k_core%26key_munitorum_field_manual-5mrlucr2t1-fkybzzzoce.pdf；GW-10第28页 https://assets.warhammer-community.com/eng_warhammer40000_munitorum_field_manual_march_2025-cims9ya3sg-s8j9m2haae.pdf	1423—1437	官方中英文单位名对应。
Tarantula Sentry Gun	狼蛛哨戒炮	暂定·官方待核	所给英文底稿与全书统一决定	1433	沿现稿。；主审统一回修，原本批译名：狼蛛哨兵枪。
Orias Frag Missile	奥里亚斯破片导弹	暂定·官方待核	所给英文底稿与全书统一决定	1433	沿现稿。
Elysian Drop Troops	艾丽西亚空降兵	暂定·官方待核	所给英文底稿与全书统一决定	1433	暂沿词根，统一兵种。
Castellan Sentry Gun Defence Force	堡主哨戒炮防御部队	暂定·官方待核	所给英文底稿与全书统一决定	1433	沿现稿。
Automated Defence Force	自动防御部队	暂定·官方待核	所给英文底稿与全书统一决定	1433	沿现稿。
