英文标准词	采用中文	译名状态	依据	定位	编辑说明
Bore-Hive Scelerus	钻孔巢都斯凯勒斯	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0072	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Bore-Hive Ultris	钻孔巢都乌尔特里斯	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0074	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Hive Ankhar Tertius	安哈尔三号巢都	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0077	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Kraxxon	克拉克森	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0079	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Omnissian Hoist	欧姆尼赛亚升降机	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0081	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Piston's Hollow	活塞空洞	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0083	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Sacrus Tora Hawking	萨克鲁斯·托拉·霍金	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0085	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Scelerus	斯凯勒斯	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0087	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Mortwald	莫特瓦德	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0089	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Enclaves	飞地	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0092	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Djodrolev Hivestar	乔德罗列夫巢都	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0094	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Electros Hive	电子巢都	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0096	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
New Vitae Docks	新维塔码头	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0098	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Rejuvenus Strongport	回春强港	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0100	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Biosantic Fleshplants	拜奥桑蒂克肉身工厂	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0102	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Deinos Trench Network	迪诺斯壕沟网络	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0104	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Trzeller Line	特雷泽尔防线	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0106	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Oteck Hivesprawl	奥特克巢都扩区	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0108	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
The Hollows	空洞	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0110	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Aquadine III Processor District	阿奎坦三号处理区	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0112	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Hives Dagda & Pneumos	达格达与普纽莫斯巢都	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0114	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Ellerophosus Hivebelt	埃勒罗弗索斯巢都带	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0116	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Turingsbane Datahives	图灵克星数据巢	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0118	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Solor	索洛尔	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0120	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Hive Zontanus	佐坦纳斯巢都	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0122	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Sumphall Districts	桑法尔地区	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0124	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Siltid River	淤泥河	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0126	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Kaelac's Bane	凯拉克之灾	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0128	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Hyperia	海珀利亚	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0130	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Venstran & Heliostrike Impact Craters	文斯特兰和日神之击撞击坑	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0132	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Glacia Betus & Gacia Omicroid	贝图斯冰川和奥密克洛伊德冰川	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0134	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Quixotine Loop	奎克索汀回路	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0136	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Dirkden Hivesprawl	德克登巢都扩区	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0138	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Ashenid Non-Hive	阿什尼德空巢都	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0140	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Glaive Point	格莱夫点	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0142	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Rescalid Underworks	瑞斯卡利德下层结构	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0144	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Dontoria Hivesprawl	多托瑞亚巢都扩区	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0146	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Lake Dontor	多托尔湖	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0148	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Tzimitria, Stump, Grodholev, Pravdus, & Vostoyev Subsprawls	茨米特里亚，树桩，格罗德霍列夫，普拉夫杜斯和沃斯托耶夫分扩区	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0150	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
New Horizon	新地平线	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0152	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Missionary Point	传教士点	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0154	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Storvhal	斯托夫哈尔	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0159	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Phaestos Mound	费斯托斯土丘	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0161	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Omnissiah's Tread	欧姆尼赛亚之踏	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0163	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Vulcanid Geohive	沃坎尼德地巢都	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0165	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Hive Magmathermid	玛格玛瑟米德巢都	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0167	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Voschian Canals	沃希安管道	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0169	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Pyroclast Districts	火山碎屑区	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0171	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
The Wastes	大荒地	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0173	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Vhulian Swirl	维胡利安漩涡	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0175	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Scrap Cities	废料城市	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0177	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Western Scrap City Cluster	西部废料城市群	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0179	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Tanka Spill	坦咔溢出	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0181	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Runthive	奔巢	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0183	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Drogzot's Crater	德罗格佐特环形坑	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0185	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Skumtown	污垢镇	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0187	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Gork's Landing	搞哥登陆场	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0189	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Da Wheel Hub	轮毂	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0191	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
'Rakkuk's Mek-Maze	拉库克的技师迷宫	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0193	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Mekstop City	技师停城	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0195	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
'Hurrikane Rekk	飓风摧毁	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0197	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Choralium	科拉利姆	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0199	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Ice Mantis	冰螳螂	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0220	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Terrestine Molerat	地底鼹鼠	暂定·官方待核	所给英文底稿；与833—835已校地名对照	932 B0222	地点、构筑物或生物分类按本段语境，未查得官网直接中英对应。
Ocularis Terribus	恐怖之眼	暂定·官方待核	所给英文底稿；已定核心词根	933 B0002	恐惧之眼别称，沿原译。
Anathema Nonplus Ultra	终极诅咒	暂定·官方待核	所给英文底稿；已定核心词根	933 B0002	恶魔审判庭所用恐惧之眼别称。
Ocularis Malifica	邪恶之眼	暂定·官方待核	所给英文底稿；已定核心词根	933 B0002	恐惧之眼别称。
byssos	深渊	暂定·官方待核	所给英文底稿；已定核心词根	933 B0007	恐惧之眼中心空洞。
Angel Exterminatus	灭绝天使	暂定·官方待核	所给英文底稿；已定核心词根	933 B0014	本段远征寻找目标，沿原稿名称。
Warp Ghosts	亚空间幽灵	暂定·官方待核	所给英文底稿；已定核心词根	933 B0178	提供引渡服务的战帮，不是普通亚空间幽灵泛称。
Toxus the Decayed	腐朽者托克斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0062	混沌领主。
Xaarn the Annihilator	歼灭者沙恩	暂定·官方待核	所给英文底稿；已定核心词根	933 B0062	混沌领主。
Adraith	阿德赖斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0056	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Aktosha	阿克托沙	暂定·官方待核	所给英文底稿；已定核心词根	933 B0058	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Anathrax	阿纳斯拉克斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0060	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Araki	阿拉基	暂定·官方待核	所给英文底稿；已定核心词根	933 B0062	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Belial IV	贝利亚四号	暂定·官方待核	所给英文底稿；已定核心词根	933 B0066	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Bubonicus	布波尼库斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0068	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Chimera System	奇美拉星系	暂定·官方待核	所给英文底稿；已定核心词根	933 B0070	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Eidafaeron	艾达法伦	暂定·官方待核	所给英文底稿；已定核心词根	933 B0072	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Drakaasi	德拉卡西	暂定·官方待核	所给英文底稿；已定核心词根	933 B0075	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Eidolon	艾多隆	暂定·官方待核	所给英文底稿；已定核心词根	933 B0077	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Oliensis	欧连西斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0079	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Plague Planet	瘟疫星	暂定·官方待核	所给英文底稿；已定核心词根	933 B0081	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Gallium	镓	暂定·官方待核	所给英文底稿；已定核心词根	933 B0083	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Gorgon	戈尔贡	暂定·官方待核	所给英文底稿；已定核心词根	933 B0085	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Harmony	和谐星	暂定·官方待核	所给英文底稿；已定核心词根	933 B0087	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Ichoria	伊科瑞亚	暂定·官方待核	所给英文底稿；已定核心词根	933 B0089	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Iydris	伊德瑞斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0091	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Logans World	洛根世界	暂定·官方待核	所给英文底稿；已定核心词根	933 B0093	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Kulrei'arah	库雷’亚拉	暂定·官方待核	所给英文底稿；已定核心词根	933 B0095	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Maeleum	玛勒姆	暂定·官方待核	所给英文底稿；已定核心词根	933 B0097	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Medrengard	梅林德加德	暂定·官方待核	所给英文底稿；已定核心词根	933 B0099	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Miarisillion	米亚瑞西利恩	暂定·官方待核	所给英文底稿；已定核心词根	933 B0101	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Nardonis	纳尔多尼斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0103	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Phagos VII	法戈斯七号	暂定·官方待核	所给英文底稿；已定核心词根	933 B0105	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Pluvioris	普鲁维奥里斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0107	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Sicarus	西卡鲁斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0109	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Skalathrax	斯卡拉特拉克斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0111	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Sublime	极端星	暂定·官方待核	所给英文底稿；已定核心词根	933 B0113	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Temporia	坦珀利亚	暂定·官方待核	所给英文底稿；已定核心词根	933 B0115	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Uolesh	乌奥列什	暂定·官方待核	所给英文底稿；已定核心词根	933 B0117	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Uphrateus	幼发拉底	暂定·官方待核	所给英文底稿；已定核心词根	933 B0119	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Uralan	乌拉兰	暂定·官方待核	所给英文底稿；已定核心词根	933 B0121	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Urum	乌鲁姆	暂定·官方待核	所给英文底稿；已定核心词根	933 B0123	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
World of Immortal Sorrows	不朽悲伤世界	暂定·官方待核	所给英文底稿；已定核心词根	933 B0125	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Xana II	夏娜二号	暂定·官方待核	所给英文底稿；已定核心词根	933 B0127	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Sortiarius	索提尔瑞斯	暂定·官方待核	所给英文底稿；已定核心词根	933 B0130	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Chinchare System	钦查尔星系	暂定·官方待核	所给英文底稿；已定核心词根	933 B0132	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Agripinaa	阿格里皮娜	暂定·官方待核	所给英文底稿；已定核心词根	933 B0185	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Belis Corona Sector	贝利斯·卡罗纳星区	暂定·官方待核	所给英文底稿；已定核心词根	933 B0187	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Belis Corona	贝利斯·卡罗纳	暂定·官方待核	所给英文底稿；已定核心词根	933 B0190	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Cadian Sector	卡迪亚星区	暂定·官方待核	所给英文底稿；已定核心词根	933 B0192	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Scarus Sector	斯卡鲁斯星区	暂定·官方待核	所给英文底稿；已定核心词根	933 B0197	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Thracian Primaris	色雷斯主星	暂定·官方待核	所给英文底稿；已定核心词根	933 B0200	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Sentinel Worlds	哨兵世界	暂定·官方待核	所给英文底稿；已定核心词根	933 B0202	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Caliban	卡利班	暂定·官方待核	所给英文底稿；已定核心词根	933 B0209	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Medusan Subsector	美杜莎次星区	暂定·官方待核	所给英文底稿；已定核心词根	933 B0213	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Medusa IV	美杜莎四号	暂定·官方待核	所给英文底稿；已定核心词根	933 B0216	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
Belsimar	贝尔西马尔	暂定·官方待核	所给英文底稿；已定核心词根	933 B0221	按本篇地点、天体或星系语境保留，原文分类疑点见逐段校注。
