英文标准词	采用中文	译名状态	依据	定位	编辑说明
Battle of the Ophelia System	奥菲利亚星系之战	暂定·官方待核	所给英文底稿与全书统一决定	第1097—1098篇	沿现稿或依原文语义修正；未取得官网译名证据，具体适用范围见校注。
Tallarn System	塔兰星系	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Trailing Tempest	风暴之尾	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Luth Tyre	卢斯·泰尔	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Jalen	杰伦	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Tallarn Armoured Auxilia	塔兰装甲辅助军	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Doraha	多拉哈	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Makali	马卡利	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Hawadi	哈瓦迪	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Ture-nag / Turenag	图尔-纳格	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Banna	班纳	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Aba Aba Mushira	阿巴·阿巴·穆希拉	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Orakle	奥拉克尔	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
sacarius chamber	圣殿室	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Dasra City	达斯拉城	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Crescent Province	新月行省	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Khedive Plateau	赫迪夫高原	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Cants	坎茨语	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
High Cant	高等坎茨语	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Corythos System	科里索斯星系	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Annihilus (warp rift)	湮灭者	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Disciples of Rage	愤怒使徒	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Tower of the Lost	迷失之塔	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Black Tower (Cretacia)	黑塔	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Ranodon	拉诺顿	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Pteranodon	翼龙	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Skorpidus	科蝎	暂定·官方待核	所给英文底稿与全书统一决定	第1099—1100篇	沿现稿或依英文修正；未取得官方译名证据，同形普通词不一律专名化。
Legio Vindictus	捍卫军团	暂定·官方待核	所给英文底稿与全书统一决定	第1101—1108篇	依既定词根与本处语境沿现稿；未取得官方完整名称对应。
Kiavahr System	基亚瓦尔星系	暂定·官方待核	所给英文底稿与全书统一决定	第1101—1108篇	依既定词根与本处语境沿现稿；未取得官方完整名称对应。
