英文标准词	采用中文	译名状态	依据	定位	编辑说明
High Chaplain	至高教士	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Reclusiarch	隐修长	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Reclusiam	隐修圣殿	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Lord Speaker of the Dead	亡者代言人领主	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Albanactus	阿尔巴纳克托斯	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Watch Fortress Furor Shield	狂热之盾守望堡垒	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Ivanus Enkomi	伊万努斯·恩科米	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Minotaurs	米诺陶	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Raneil	雷内尔	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Thulsa Kane	塔尔萨·凯恩	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Xavier	泽维尔	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Rosarius	玫瑰念珠	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Crozius Arcanum	教士权杖	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Imperial Heralds	帝国先驱	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Voices of Fire	火之声	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Interrogator-Chaplain	审讯教士	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Druids	德鲁伊	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Death Speakers	亡者代言人	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Iron Father	钢铁圣父	暂定·官方待核	所给英文底稿	篇 0251—0297	参考官译人物全称 Iron Father Feirros／钢铁圣父费洛斯；独立职衔未查得直接中文证据，仍标暂定。
Death Company Chaplain	死亡连队教士	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Paternis Sanguis	圣血之父	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Absolvor Bolt Pistol	赦免者爆矢手枪	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
executioner relic blade	处刑圣物大剑	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
tempormortis	时殁装置	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Forge	铸造大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Techno-mats	技术工役	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Mentors	导师战团	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Rock	巨石之主	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Alcoves of Honor	荣誉壁龛	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Conversion Beamer	转化光束炮	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Mortis Machina	机械之死	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Night Swords	夜剑	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Machina Opus	机械之作	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Cyber-familiars	智控魔宠	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
lesser haemonculites	小型人造生物	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Forge Bolter	铸炉爆矢枪	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Omnissian Power Axe	欧姆尼赛亚动力斧	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Techmarine Novitiate	见习科技战士	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Signum	目标指示器	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Chief Apothecary	首席药剂师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Apothecarion	药剂大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Apothecarion	药剂部	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Aslon Marr	阿斯隆·玛尔	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Corbulo	科布罗	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Corpus Helix	科尔珀斯·赫利克斯	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Dyserna	戴瑟纳	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Harath Shen	赫拉斯·沈	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Razaek	拉扎克	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Narthecium	医疗套件	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Carnifex	刽子手	暂定·官方待核	所给英文底稿	篇 0251—0297	此处仅指药剂师实施帝皇安宁的医疗器械；同名泰伦生物须按其条目另译，不作全书同形替换。
Progenoid glands	基因存收腺	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Prime Helix	至高螺旋	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Primus Medicae	首席药剂师	暂定·官方待核	所给英文底稿	篇 0251—0297	军团时代职衔，暂沿用首席药剂师；不与现代战团的 Chief Apothecary 静默合并。
Helix Adept	螺旋医疗员	暂定·官方待核	所给英文底稿	篇 0251—0297	区别正式药剂师，资格差异见265/266/300校注。
Helix Gauntlet	医疗臂铠	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Chapter Champion	战团冠军	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Company Champion	连队冠军	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Curadh	库拉德	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Company Ancient	连队旗手	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Chapter Ancient	战团旗手	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Watch	守望大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Arsenal	军械大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Fleet	舰队大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Marches	行军大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Rites	祭仪大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Lord Executioner	处刑者领主	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of Relics	遗物大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of the Recruits	新兵大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Master of Reconnaissance	侦察大师	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Tractoris Servitor	训练机仆	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Tractoris Dummies	训练假人	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
transplasteks	塑胶材料	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Command Squad	指挥小队	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Nuncio-vox	通讯引导阵列	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Pyre Wardens	火葬守卫	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Foeseekers	寻敌者	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Reclusiam Command Squad	隐修圣殿指挥小队	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Reclusiaries	隐修卫士	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Tyranthikos	提兰提科斯卫队	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Chosen of the Tetrarchy	四方领主的受选者	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Unforgiven	戴罪者	暂定·官方待核	所给英文底稿	篇 0251—0297	参考官方复合名 Unforgiven Task Force／戴罪者特遣队（GW-09/GW-10第17页）；独立称谓仍标暂定。
Nemesis Force Weapon	复仇女神灵能武器	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Terminator Titanhammer Squad	终结者泰坦之锤小队	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Dragonfire Bolts	龙火爆矢	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Hellfire Rounds	地狱火弹	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Kraken Pattern Penetrator Rounds	克拉肯型穿甲弹	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Metal Storm Shells	金属风暴弹	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Tempest Bolts	暴风爆矢	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Vengeance Rounds	复仇弹	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Apocrypha of Skaros	斯卡罗斯次经	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Gravis Pattern Power Armour	重装型动力甲	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Plasma Incinerator	等离子焚化枪	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Battlewagon	战斗货车	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Vengor Launcher	威格尔发射器	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Castellan Launcher	堡主发射器	暂定·官方待核	所给英文底稿	篇 0251—0297	按已逐段核读的具体语境统一；同形普通词不自动替换。
Chaplain	教士	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Techmarine	科技战士	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Judiciar	裁决者	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Iron Father Feirros	钢铁圣父费洛斯	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Chaplain Grimaldus	格里玛度斯教士	官方已核对	GW-09；GW-10	GW-09 中文10页；GW-10 英文10页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Lemartes	雷马特斯	官方已核对	GW-09；GW-10	GW-09 中文11页；GW-10 英文11页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Asmodai	阿斯莫德	官方已核对	GW-09；GW-10	GW-09 中文17页；GW-10 英文17页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Iron Priest	钢铁牧师	官方已核对	GW-09；GW-10	GW-09 中文34页；GW-10 英文33页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Apothecary	药剂师	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Apothecary Biologis	生物药剂师	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Fabius Bile	法比乌斯·拜尔	官方已核对	GW-09；GW-10	GW-09 中文15页；GW-10 英文15页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Ancient	旗手	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Bladeguard Ancient	剑卫旗手	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Bladeguard Veteran Squad	剑卫老兵小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Sanguinary Guard	圣血守卫	官方已核对	GW-09；GW-10	GW-09 中文11页；GW-10 英文11页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Inner Circle Companions	内环近卫	官方已核对	GW-09；GW-10	GW-09 中文17页；GW-10 英文17页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Ravenwing Command Squad	鸦翼指挥小队	官方已核对	GW-09；GW-10	GW-09 中文17页；GW-10 英文17页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Rhino	犀牛战车	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Razorback	豪猪战车	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Darnath Lysander	达纳斯·莱山德	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Sternguard Veteran Squad	肃卫老兵小队	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Terminator Assault Squad	终结者突击小队	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Terminator Squad	终结者小队	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Devastator Squad	破坏者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Tactical Squad	战术小队	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Intercessor Squad	仲裁者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Infernus Squad	焚狱者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Hellblaster Squad	地狱轰击者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Desolation Squad	寂灭小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Aggressor Squad	侵略者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Eradicator Squad	根除者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Inceptor Squad	先驱者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Infiltrator Squad	渗透者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Incursor Squad	入侵者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Reiver Squad	掠夺者小队	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Eliminator Squad	歼灭者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Suppressor Squad	压制者小队	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Scout Squad	侦察小队	官方已核对	GW-09；GW-10	GW-09 中文33页；GW-10 英文32页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Outrider Squad	摩托警卫小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Drop Pod	空降舱	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Heavy Intercessor Squad	重装仲裁者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Assault Intercessor Squad	突击仲裁者小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Grey Hunters	灰色猎手	官方已核对	GW-09；GW-10	GW-09 中文34页；GW-10 英文33页	按官方中英文同名单位表对应核对；不得扩大到仅名称相近的其他单位。
Aethon Shaan	艾索·沙恩	官方已核对	GW-06；https://www.warhammer-community.com/en-gb/articles/8wocrwoc/aethon-shaan-master-of-shadows/	GW-06 人物卡；官网英文人物页	只统一人物姓名，不用新版现职覆盖本书描述的历史职务。
Plasma Exterminator	等离子灭绝枪	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Phobos Armour	恐惧型护甲	暂定·官方待核	所给英文底稿	篇 0298—0315	采用官方角色装备名中的恐惧型护甲（GW-09中文32页／GW-10英文31页）；不用于同名卫星。
Phobos Strike Team	恐惧打击小队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Omni-Scrambler	全频扰频器	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Marksman Bolt Carbine	射手型爆矢卡宾枪	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Saboteur	破坏专家	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Occulus Bolt Carbine	全知者爆矢卡宾枪	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Divinator-class Auspex	占卜师级鸟卜仪	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Haywire Mine	紊乱地雷	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Executioner rounds	处刑者弹	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Omnis Pattern Power Armour	全知型动力甲	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Accelerator Autocannon	加速自动炮	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Scout Sergeant	侦察兵军士	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Scout Heavy Gunner	侦察兵重炮手	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Scout Hunter	侦察兵猎手	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Scout Sniper	侦察兵狙击手	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Scout Tracker	侦察兵追踪者	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Scout Warrior	侦察兵战士	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Scout Squad Kill Team	侦察兵杀戮小队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Terror Scout	恐怖侦察兵	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Scout Armour	侦察护甲	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Primaris Outrider	原铸摩托警卫	暂定·官方待核	所给英文底稿	篇 0298—0315	由已核官译 Outrider Squad 摩托警卫小队对应到个体；原稿先遣者，单独个体名仍标暂定。
Centurion Warsuit	百夫长战甲	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Devastator Centurion	破坏者百夫长	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Suppression Force	压制部队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Jagrvelj Skyhammer	贾格维利·天锤	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Storm Ravens	风暴渡鸦	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Armoured Spearhead	装甲矛头编队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Line Breaker Squadron	破阵者中队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Automated Defence Force	自动防御部队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Tarantula Sentry Gun	狼蛛哨戒炮	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Strike Force Nerva	涅尔瓦打击部队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Taros Intervention Force	塔罗斯干预部队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Deathstorm Strike Force	死亡风暴打击部队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Skyhammer Orbital Strike Force	天锤轨道打击部队	暂定·官方待核	所给英文底稿	篇 0298—0315	按所给英文语境统一，待核官方直接对应。
Centurion Assault Squad	百夫长突击小队	官方已核对	GW-09；GW-10	GW-09 中文32页；GW-10 英文31页	中英文同名单位对应核对。
